Type,Construction Type,Floor Area,Floors in the Building,Number of Rooms,Number of Bathrooms,Renovation,Land Area,Address,Price,Currency,Description,Datetime,Furniture,Garage,Amenities,Appliances,Number of Guests,Children Are Welcome,Pets Allowed,Utility Payments,Prepayment,Links,Condition,Service Lines,Facilities
Country House,Stone,1300 sq.m.,3,3,2,Euro Renovation,1300 sq.m.,Kotayk › Arinj,"45,000 ֏ daily",AMD,"A stone house is for daily rent in Arinj. (without overnight stay. With overnight stay and Saturday. Sunday. Different price applies) has all facilitiesBooth for 12-15 peoplegrill The park is suitable for family events. 30% advance payment, which is non-refundable in case of no-show. Dear guestsplease do not leave any garbage behind you. Call three days before the event 11:00-22:00. (the magazine is also given)Translated from Armenian",Nov-24-2022_22-35,,,,,6,Yes,Yes,By Agreement,By Agreement,https://list.am/en/item/17714246,,,
Townhouse,Stone,360 sq.m.,3,4,3+,Major Renovation,,Kotayk › Tsakhkadzor,"90,000 ֏ daily",AMD,"Կոդ 0004 Օրավարձով է տրվում շքեղ առանձնատուն Ծաղկաձորում։Ամսական վարձակալության դեպքում' 2200$:* 4 ննջարան, (1 ննջարանում երեխայի քնատեղ)* 1 ննջարանում օրորոց* 3 սանհանգեւյց* փակ լողավազան* Շոգեբաղնիք (sauna)* Մանղալ, խորովածի շիշ* Բուխարի* Սեղանի թենիս* Ինտերնետ WI-FI* սպասք, անկողնային պարագաներCheck in (մուտք) – 14:00Check out (ելք) – 12:00Տանը գիշերակացով կարող է տեղավորել մինչև 12 անձ։Сдается посуточно роскошный частный дом в Цахкадзоре.* 4 спальни (1 спальня для ребенка)* 1 детская кроватка в 1 спальне* 3 ванные комнаты* крытый бассейн* Сауна* Барбекю, мангал* Камин* Настольный теннис* Интернет WI-FI* посуда, постельные принадлежностиЗаезд (вход) - 14: 00Выезд - 12:00В доме могут разместиться до 12 человек в сутки.",Nov-24-2022_22-35,Available,1 spot,,,8+,Yes,No,By Agreement,By Agreement,https://list.am/en/item/14459602,,,
House,Stone,200 sq.m.,2,4,1,Designer Renovation,300 sq.m.,"Առափնյա փողոց 21, Եղվարդ","$1,200 monthly",USD,"Сдается дом в Городе ЕгвардДом обустроен, имеет крепкую конструкцию.Есть холодная и горячая вода, отоплениеПеред домом есть садWifi, TVКаминОтдельно шашличнаяБеседка перед домомСдается сроком не менее 3 месыацев. See",Nov-24-2022_22-35,,,,,6,Yes,No,Not included,1 month,https://list.am/en/item/17526402,,,
House,Stone,220 sq.m.,2,6,2,Partial Renovation,1220 sq.m.,"Դավիթ Խաչատրյան 5-րդ փողոց 2-րդ նրբանցք 4, Առինջ",$900 monthly,USD,"The house is in good condition, partially renovated, there is a bar, a swimming pool, behind the land there is an area for growing mushrooms, productive trees, there is a bathroom on each floor, it is suitable for office space.Translated from Armenian",Nov-24-2022_22-35,,,,,,,,,,https://list.am/en/item/18022928,,,
Country House,Stone,1600 sq.m.,2,3,2,Euro Renovation,1500 sq.m.,Kotayk › Arinj,"60,000 ֏ daily",AMD,"Euro-renovated country house in Arinj is for daily rent. Land area - 1600 sq.Building - 2 floors - 80 sq. M:Bisetka - 60 square meters. M:Pool - 50 square meters.Fruit trees - 70 pcsThe territory is fencedThe house is fully renovated and furnishedBAXI heating systemWith all utilities. In case of daily rent, bedrooms are not provided.Translated from Armenian",Nov-24-2022_22-35,Available,3 or more spots,,,8+,Yes,Yes,Included,By Agreement,https://list.am/en/item/17505940,,,
Country House,Stone,250 sq.m.,3,3,2,Euro Renovation,,Kotayk › Tsakhkadzor,"39,000 ֏ daily",AMD,"In case of renting for 2 days, 35000 AMD.On March 8, 50,000 drams.A three-storey luxurious private house is for daily rent, with a unique, different fireplace, elegant interior.Outside there is a barbecue with all its amenities, a large pavilion (besedka for 10-12 people), a beautiful open balcony, a garage.The villa has 2 bedrooms. It is provided for 7-9 people.Vacation in Tsakhkadzor, hotel in Tsakhkadzor.Caxkadzor, caxkadzor,Quiet, private house, house.Translated from Armenian",Nov-24-2022_22-35,,,,,,,,,,https://list.am/en/item/17060696,,,
House,Stone,60 sq.m.,2,1,1,Designer Renovation,500 sq.m.,Kotayk › Tsakhkadzor,"30,000 ֏ daily",AMD,"A Frame Tsaghkadzor - A rectangular mansion in Tsaghkadzor——2 persons: 30,000 - 35,000 (Friday-Saturday-Sunday)3 persons: 35,000 - 40,000 (Friday-Saturday-Sunday)4 people: 45,000 - 50,000 (Friday-Saturday-Sunday)——* bedroom* living room* kitchen* bathroom* green yard——* 3 persons——Entry: 14:00Departure: 12:00——Call for details, mention: A Frame Tsaghkadzor...-Tsakhkadzordaily wageprivate househouses for rentreal estaterenthousesper diemNew YearNew YearCode ErankyunTranslated from Armenian",Nov-24-2022_22-35,Available,Not available,,,4,Yes,Yes,Included,By Agreement,https://list.am/en/item/16836606,,,
House,Stone,160 sq.m.,2,3,2,Euro Renovation,1000 sq.m.,"Հարոյան փողոց 50/5, Բյուրեղավան","15,000 ֏ daily",AMD,"House for rent in Nurnus. It has a pavilion, a barbecue, a swimming pool, a large garden with swings, constant hot and cold water, gas. The house has 2 bedrooms, 2 bathrooms, a living room connected to the kitchen, 2 refrigerators, dynamic bluetooth, dishes.The daily wage is 15,000 AMD.Overnight stay 20,000 AMD.Translated from Armenian",Nov-24-2022_22-35,,,,,,,,,,https://list.am/en/item/17929997,,,
Country House,Stone,56 sq.m.,1,2,1,Cosmetic Renovation,600 sq.m.,Kotayk › Bjni,"35,000 ֏ daily",AMD,"Is availableGrill, toaster, parnoi, kitchen with its accessories,Big swing, internet connection, swimming pool,Parnoy (for which you need wood)Additional words: House, for rent, resort, country house, dacha. Vacation home.Translated from Armenian",Nov-24-2022_22-35,,,,,,,,,,https://list.am/en/item/17864371,,,
House,Stone,124 sq.m.,2,3,1,Designer Renovation,1000 sq.m.,Kotayk › Zovuni,"100,000 ֏ daily",AMD,"Green HouseThe mansion is presented in more detail in the videoThis private house is located in Zovuni. It has 3 bedrooms, a living room, a pavilion, a barbecue, a swimming pool. It is designed for 11 people.Zovuni, private house in Zovuni, private house for 11 persons.For details, please call, specifying the name of the option: Green House.Code GrhouseTranslated from Armenian",Nov-24-2022_22-35,By agreement,Not available,,,8+,Yes,No,By Agreement,By Agreement,https://list.am/en/item/16945787,,,
House,Stone,140 sq.m.,2,3,2,Major Renovation,240 sq.m.,Kotayk › Nurnus,"70,000 ֏ daily",AMD,"3-bedroom cottage is for daily rent in Nurnus, Kotayk region. It has 3 bedrooms, 2Bathroom, sauna. Designed for 7 people.Code NoornusTranslated from Armenian",Nov-24-2022_22-35,By agreement,2 spots,,,6,Yes,No,By Agreement,By Agreement,https://list.am/en/item/17424660,,,
House,Stone,38 sq.m.,3,1,1,Designer Renovation,540 sq.m.,Kotayk › Tsakhkadzor,"12,000 ֏ daily",AMD,"Orange Deluxe TsaghkadzorA hotel complex room, family room version, is available for daily rent. For 2 persons at the indicated price. It has all the facilities for an ideal vacation.For details, call, mentioning the name of the option: Orange Deluxe Tsaghkadzor.Code Orange fTranslated from Armenian",Nov-24-2022_22-35,By agreement,3 or more spots,,,4,Yes,No,By Agreement,By Agreement,https://list.am/en/item/17272074,,,
House,Stone,360 sq.m.,2,5,3+,Designer Renovation,780 sq.m.,Kotayk › Tsakhkadzor,"180,000 ֏ daily",AMD,"Nat Craft Villa:New Year's prices are now available.A luxurious private house in the very heart of Tsaghkadzor, which has 5 bedrooms, furnished to the latest European standards. It has 3 bathrooms, a hydromassage bath, billiards, a large garage. It is designed for 10-12 people.Code ROhOUTranslated from Armenian",Nov-24-2022_22-35,Available,Not available,,,8+,Yes,No,By Agreement,By Agreement,https://list.am/en/item/16936820,,,
House,Stone,360 sq.m.,3,4,3+,Designer Renovation,520 sq.m.,"Kecharetsi St, Tsaghkadzor","90,000 ֏ daily",AMD,"Gabriela:Gabriela private house is located in Tsaghkadzor. It has a bar, a garden, free private parking and a shared kitchen.It also has free Wi-Fi, a flat-screen satellite TV, a washing machine and a kitchen with a dishwasher and microwave.BBQ facilities are available. Guests at Villa Gabriela can rent a car and use the ski storage room. The area is popular for skiing.The option provides for two daysTranslated from Armenian",Nov-24-2022_22-35,By agreement,Not available,,,7,Yes,No,By Agreement,By Agreement,https://list.am/en/item/16689817,,,
Country House,Stone,500 sq.m.,2,4,2,Major Renovation,160 sq.m.,Kotayk › Tsakhkadzor,"85,000 ֏ daily",AMD,"Arizona 5:The private house in Tsaghkadzor has 1 living room with a fireplace, 4 bedrooms,large kitchen equipped with necessary dishes and appliances, 2 bathrooms, pavilion, grill andgreen yard. The house is designed for 9 people.Tsaghkadzor, private house in Tsaghkadzor, private house for 9 persons.For details, please call, specifying the name of the version: Arizona 5.Code Arizona5Translated from Armenian",Nov-24-2022_22-35,By agreement,Not available,,,8+,Yes,No,By Agreement,By Agreement,https://list.am/en/item/16954379,,,
House,Stone,78 sq.m.,2,1,1,Designer Renovation,140 sq.m.,Kotayk › Tsakhkadzor,"35,000 ֏ daily",AMD,"Rich Monarch – N05A great option for relaxation in the center of Tsaghkadzor with one bedroom, bathroom and balcony. The version is intended for 2 adults and 1 child. There is also a swimming pool, sauna (extra charge), billiards, tennis and a game room.There is a dining room and the possibility to organize meals twice a day as a buffet.For details, please call, mentioning the version name: Rich Monarkh – N05.Code Rich05Translated from Armenian",Nov-24-2022_22-35,By agreement,Not available,,,2,Yes,No,By Agreement,By Agreement,https://list.am/en/item/17277130,,,
House,Stone,110 sq.m.,2,2,2,Major Renovation,480 sq.m.,Kotayk › Tsakhkadzor,"55,000 ֏ daily",AMD,"Flat Garden HouseThe house is located in Tsaghkadzor, which has 4 bedrooms, living room, kitchen, 4 bathrooms, green yard, barbecue, pavilion. The kitchen is equipped with all necessary appliances and utensils. It also has an open balcony. The mansion has another similar mansion. It is designed for 12 people.Tsaghkadzor, private house in Tsaghkadzor, private house for 12 people.For details, please call, mentioning the name of the option: Flat Garden House.Translated from Armenian",Nov-24-2022_22-35,Available,2 spots,,,6,Yes,No,By Agreement,By Agreement,https://list.am/en/item/16976589,,,
House,Stone,148 sq.m.,1,3,3+,Designer Renovation,320 sq.m.,Kotayk › Tsakhkadzor,"40,000 ֏ daily",AMD,A three-bedroom house for 10 people is for daily rent. It has all the communal facilities. It is located in Tsakhkadzor.Code NahouseTranslated from Armenian,Nov-24-2022_22-35,Available,Not available,,,8+,Yes,No,By Agreement,By Agreement,https://list.am/en/item/17413030,,,
House,Stone,120 sq.m.,2,3,3+,Euro Renovation,,"Charents street 51, Ծաղկաձոր","120,000 ֏ daily",AMD,"In Tsaghkadzor, in the center of the city, a comfortable 2-story house, fully renovated, equipped with all utilities. With panoramic movable doors and windows. It is provided with round-the-clock water supply, heated with a gas boiler, has 3 bathrooms, is equipped with sanitary equipment. On the first floor there are 2 bedrooms with separate bathrooms, one of the bedrooms has a kitchen area (with everything), there is a barbecue in the yard with all its facilities. On the 2nd floor is the living room with its kitchen, a bathroom, and a balcony with stained-glass windows. All rooms and kitchens are beautifully and stylishly furnished, equipped with appliances and necessary furniture. Shops and entertainment are nearbyTranslated from Armenian",Nov-24-2022_22-35,Available,Not available,,,6,Yes,No,Included,Without prepayment,https://list.am/en/item/18338475,,,
House,Stone,170 sq.m.,2,3,3+,Designer Renovation,350 sq.m.,"Պահլավունյաց փողոց 11, Ծաղկաձոր","65,000 ֏ daily",AMD,"White Diamond - House in Tsaghkadzor———1 day: 65,0002 or more days: 60,000———* swimming pool* sauna* booth* 3 bedrooms* 4 bathrooms* kitchen* living room* green yard——* 6-8 people——Entry: 14:00Departure: 12:00——Call for details, mention White Diamond...-Tsakhkadzordaily wageprivate househouses for rentreal estaterenthousesper diemNew YearNew YearCode WhiteDiaTranslated from Armenian",Nov-24-2022_22-35,Available,Not available,"TElevision, internet, swimming pool, sauna, gazebo","FRidge, stove, washing machine, water heater",8+,Yes,No,Included,By Agreement,https://list.am/en/item/17136090,,,
