Type,Construction Type,Floor Area,Floors in the Building,Number of Rooms,Number of Bathrooms,Renovation,Land Area,Address,Price,Currency,Description,Datetime,New Construction,Elevator,Ceiling Height,Floor,Balcony,Number of Guests,Children Are Welcome,Pets Allowed,Utility Payments,Prepayment,Furniture,Garage,Amenities,Appliances,Links,Condition,Service Lines,Facilities
House,Stone,100 sq.m.,1,2,1,Euro Renovation,30 sq.m.,"Իսահակյան փողոց 197, Գյումրի","20,000 ֏ daily",AMD,"PRICE LIST:1-5 places️A house for daily rent in a small city center and very close to the main attractions, namely~50m to Hovhannes Shiraz House Museum, 1 minute on foot~ 150 m to Avetik Isahakyan's House Museum,~300m to Mher Mkrtchyan House Museum.The house is fully renovated.It is equipped with all necessary communications.There is an iron door at the entrance, the windows are euro.There are also many shops, restaurants, cafes nearby.WiFiTvParking lotwashing machineTranslated from Armenian",Nov-24-2022_23-04,,,,,,1,Yes,No,By Agreement,By Agreement,,Not available,,,https://list.am/en/item/17782675,,,
House,Stone,35 sq.m.,1,1,1,Euro Renovation,,"Վահան Տերյանի փողոց 95/6, Գյումրի","15,000 ֏ daily",AMD,"Քաղաքի կենտրոնում, Սերգեյ Մերկուրովի տուն-թանգարանի (Ձիթողցոնց) հարևանությանբ Օրավարձով է տրվում 1 սենյականոց նորաոճ բնակարան։ Բնակարանը կահավորված է, ջեռուցվում է, խոհանոցում կա սպասք, անհրաժեշտ տեխնիկա։Կախված օրերից և բնակիչների քանակից հնարավոր է գնային փոփոխությունIn the city center near the house-museum of S. D. Merkurov, a new-fangled apartment is rented by the dayThe apartment has all the necessary equipment, furniture, heating and refreshment systemsDepending on the number of days and guests, the price can be changedВ центре города рядом дом-музей С. Д. Меркурова посуточно сдается в аренду новомодная квартираАпартамент имеет всю необходимую технику, мебель, системы отопления и освеженияВ зависимости от количества дней и гостей, цена может быть изменен",Nov-24-2022_23-04,,,,,,4,Yes,Yes,Included,By Agreement,,,,,https://list.am/en/item/17580207,,,
House,Stone,80 sq.m.,1,3,1,Major Renovation,100 sq.m.,"Այվազովսկու փողոց 1-ին նրբանցք 4, Գյումրի","25,000 ֏ daily",AMD,"Տրվում է վարձով սեփական տուն, Տունը կապիտալ վերանորոգվել է և բացարձակապես բնակեցված չէ, ունի սեփական պարսպապատված բակ, ավտոտնակ, նկուղ, առկա է ինտերնետ WIFI, ջեռուցման համակարգ, մշտական տաք և սառը ջուր։Сдается частный дом, Дом капитально отремонтирован, совершенно не заселен, есть свой огороженный двор, гараж, подвал, биседка, мангал, есть WIFI интернет, отопление, постоянная горячая и холодная вода.",Nov-24-2022_23-04,,,,,,4,Yes,Yes,Included,Without prepayment,,1 spot,,,https://list.am/en/item/17502527,,,
House,Stone,120 sq.m.,1,1,1,Partial Renovation,200 sq.m.,Shirak › Gyumri,"67,000 ֏ monthly",AMD,"Сдам на долгосрочный период каменный дом в надежные руки. В доме есть вся необходимая мебель. Газовая плита, ковры, большая кухня. Уютный, светлый дом. Совмещенный санузел. Большой закрытый двор. Дом подходит для семейного проживания. Есть раскладной диван и 2отдельные кровати.",Nov-24-2022_23-04,,,,,,,,,,,,,,,https://list.am/en/item/18179420,,,
House,Stone,45 sq.m.,2,3,1,Partial Renovation,45 sq.m.,"Varpetats Street, Gyumri","200,000 ֏ daily",AMD,"In the center of Gyumri, in front of the Shiraz House Museum in Varpetats Street, the 2nd floor of a private house, 2 rooms with all utilities, is for rent. It is suitable for up to 5 people. One month's rent is 200,000 AMDTranslated from Armenian",Nov-24-2022_23-04,,,,,,5,Yes,No,By Agreement,By Agreement,,Not available,,,https://list.am/en/item/17569044,,,
House,Stone,530 sq.m.,3,5,2,Major Renovation,500 sq.m.,"1-й переулок улицы Комитаса 11, Гюмри","350,000 ֏ monthly",AMD,"A 3-storey newly built private house is for rent in Gyumri city. The house has all utilities (including wifi) It has a garage, a garden with trees. For more information call.Translated from Armenian",Nov-24-2022_23-04,,,,,,,,,,,,,,,https://list.am/en/item/17946031,,,
House,Stone,157 sq.m.,1,4,1,Old Renovation,270 sq.m.,"Ստեփան Շահումյանի փողոց 25, Գյումրի","60,000 ֏ monthly",AMD,"The house is located in the central part of the city, has a yard. Without property.Translated from Armenian",Nov-24-2022_23-04,,,,,,,,,,,,,,,https://list.am/en/item/17846804,,,
House,Stone,80 sq.m.,1,3,1,Major Renovation,30 sq.m.,"Rustaveli Street, Gyumri","18,000 ֏ daily",AMD,A 3-room house in the center of Gyumri city with all its utilities is for daily rent. It is located 300m from Vardanants Square. Designed for a maximum of 6 people. For more information call.Code RS123Translated from Armenian,Nov-24-2022_23-04,,,,,,6,Yes,Yes,Included,By Agreement,Available,1 spot,,,https://list.am/en/item/18271207,,,
House,Stone,50 sq.m.,1,2,2,Designer Renovation,50 sq.m.,"Furmanov street, Gyumri","16,000 ֏ daily",AMD,Own house in the center of Gyumri city with all its utilities is for daily rent. The house is located next to the Holy Sign church.For more information call.Code SGVS006Translated from Armenian,Nov-24-2022_23-04,,,,,,4,Yes,Yes,Included,By Agreement,,,,,https://list.am/en/item/18133835,,,
House,Stone,180 sq.m.,1,2,1,Euro Renovation,50 sq.m.,"Gorki Street, Gyumri","12,000 ֏ daily",AMD,"The first floor of a 2-story private house on Mazmanyan Street in Gyumri is for daily rent. It is equipped with all utilities. It has 1 bedroom, 1 living room, 1 open balcony, heating system, Wifi, dishes, parking space. In case of overnight stay, it is intended for 1-4 persons. 12,000 AMD for 1-2 persons. In the case of 3-4 people: 14-16,000 drams.Translated from Armenian",Nov-24-2022_23-04,,,,,,4,Yes,Yes,Included,By Agreement,Available,1 spot,,"FRidge, washing machine, iron",https://list.am/en/item/18178833,,,
House,Stone,400 sq.m.,2,4,2,Designer Renovation,150 sq.m.,"Movses Khorenatsi Street, Gyumri","60,000 ֏ daily",AMD,"A luxurious private house in the city of Gyumri is for daily rent, with all utilities. It has 2 bathrooms, a luxurious and spacious yard with a swimming pool, trampoline, barbecue, benches, table, etc. Call for details.Code BM060Translated from Armenian",Nov-24-2022_23-04,,,,,,,,,,,,,,,https://list.am/en/item/18171990,,,
House,Stone,150 sq.m.,1,4,1,Major Renovation,300 sq.m.,"Շիրակացի փողոց 1, Գյումրի","180,000 ֏ monthly",AMD,"Сдается в аренду в Гюмри однакомнатная отдельно стоящий дом с дворомВ доме есть все коммуникации: Горячая и холодная вода, холодильник, стиральная машина, отопление и т. Д.Կոդ RM030Translated from Armenian",Nov-24-2022_23-04,,,,,,3,Yes,Yes,Not included,By Agreement,Available,Not available,,,https://list.am/en/item/18154940,,,
House,Stone,150 sq.m.,1,4,1,Cosmetic Renovation,,"Բաքվի 26 կոմիսարների փողոց 110, Գյումրի","200,000 ֏ monthly",AMD,In the city centerTranslated from Armenian,Nov-24-2022_23-04,,,,,,6,Yes,No,Not included,4 months,,,,,https://list.am/en/item/18074484,,,
House,Stone,75 sq.m.,1,2,1,Euro Renovation,,"Tigranyan street, Gyumri","25,000 ֏ daily",AMD,"Տիգրանյան 55/1 «Պաբեդա»-ի հարևանությամբ, հրապարակից ոտքով 10 րոպեի ճանապարհ, մինչև 4 անձը 25000դրամТиграняна 55/1, рядом с ""Пабедой"", 10 минут ходьбы от площади, 25,000 драм до 4 человекԱմսավարձ 200․000-250․000AMD",Nov-24-2022_23-04,,,,,,1,Negotiable,Negotiable,By Agreement,By Agreement,Available,1 spot,"TElevision, internet, barbecue oven, alarm system","FRidge, stove, microwave, coffee maker, washing machine, water heater, iron, hair dryer",https://list.am/en/item/18228462,,,
House,Stone,60 sq.m.,1,2,1,Designer Renovation,50 sq.m.,"Tigran Mets Avenue, Gyumri","25,000 ֏ daily",AMD,"A 1-story stone house is for daily rent. In Gyumri, with utilities and all other facilities. Designed for about 4 people.For more information call.Translated from Armenian",Nov-24-2022_23-04,,,,,,4,Yes,No,Included,By Agreement,Available,1 spot,"TElevision, internet","FRidge, washing machine, iron",https://list.am/en/item/18222416,,,
House,Stone,120 sq.m.,1,3,1,Major Renovation,40 sq.m.,"Մուսայելյան փողոց 49, Գյումրի","300,000 ֏ monthly",AMD,"The house has 3 rooms, utility with all amenities, has a yard and a garage. It is in perfect condition, address: K. Gyumri, Musayelyan 49: Price negotiable. Please do not call with pets.Translated from Armenian",Nov-24-2022_23-04,,,,,,4,Yes,No,Not included,1 month,Available,1 spot,,,https://list.am/en/item/17574198,,,
House,Stone,200 sq.m.,1,4,1,Major Renovation,1300 sq.m.,"Կոմինտերնի փողոցի 2-րդ նրբանցք 13, Գյումրի","250,000 ֏ monthly",AMD,"Private house for rentք ․ Gyumri, Shirak region, village: Mayisyan200 sq. M. Living area:1300 sq. M. Plot:4 roomsWith all utilitiesWith hot and cold waterEuro renovatedLightPavilionAll the amenities are available in the yardThe cost of the rent is 250,000 dramsCode 5576Translated from Armenian",Nov-24-2022_23-04,,,,,,,,,,,,,,,https://list.am/en/item/17977247,,,
