Type,Floor Area,Address,Price,Currency,Description,Datetime,Furniture,Elevator,Location from the Street,Entrance,Lease Type,Minimum Rental Period,Prepayment,Utility Payments,Parking,Links,Construction Type
Functioning Business,378 sq.m.,"Եղիշե Չարենցի փողոց 48, Եղվարդ","200,000,000 ֏",AMD,"In Yeghvard, on Charents street, a one-story area is for sale or for long-term rent, a functioning shop, the total area of which is 378 square meters, and the land is 420 square meters.• It is located on line 1, in a convenient position. It has 3 entrances.• Provided with all communications.• The area consists of 7 rooms, 2 spacious halls, storage rooms.• There are 2 bathrooms, which are tiled and equipped with sanitary ware.• There is also an outdoor parking lot for 20 cars.For other details, write or call the mentioned numbers.The area is shown under a real estate display contract.Service commission - 2% of the sale priceCode KR249Translated from Armenian",Dec-12-2022_20-23,By agreement,Not available,First Line,Common from the Street,,,,,,https://list.am/en/item/17356726,Stone
Retail Space,34 sq.m.,"Երիտասարդության փողոց, Չարենցավան","$11,000",USD,"A semi-detached building for a store is urgently for sale. Total 20 sq/m semi-detached, also 14 sq/m from the rear, which can also be used for storage or a bathroom. The main works have already been done. It is possible to exchange with a car.Translated from Armenian",Dec-12-2022_20-23,Not available,Not available,First Line,Common from the Street,,,,,,https://list.am/en/item/16785464,Stone
Multifunctional Space,1800 sq.m.,Kotayk › Abovian,"$550,000",USD,"A 4-storey stone building is for sale1800 square meters In total area,The building is suitable for any type of activity,FencedTranslated from Armenian",Dec-12-2022_20-23,Not available,Not available,Other,Separate from the Courtyard,,,,,,https://list.am/en/item/18108094,Stone
Retail Space,30 sq.m.,Kotayk › Abovian,"$42,000",USD,"A shop is for sale in Abovyan city.Cosmetic repair,The windows are made in Europe.All communications are available.RailingsTranslated from Armenian",Dec-12-2022_20-23,By agreement,Not available,Second Line,Common from the Street,,,,,,https://list.am/en/item/18100709,Stone
Industrial and Manufacturing,2000 sq.m.,"Zoravar Andranik avenue, Hrazdan","$48,000",USD,The rest of the questions with a groanTranslated from Armenian,Dec-12-2022_20-23,Available,Available,First Line,Common from the Street,,,,,,https://list.am/en/item/18257803,Monolith
Multifunctional Space,3000 sq.m.,Kotayk › Nor Geghi,$100,USD,"The land has a beautiful view, it is located on the edge of a valley, it is intended for residential purposes, for public construction, there is a building of about 400 square meters, the price of 1 square meter is written: Negotiable.Translated from Armenian",Dec-12-2022_20-23,,,,,,,,,,https://list.am/en/item/18421709,Panels
Multifunctional Space,1100 sq.m.,"6-րդ փողոց, Ակունք","$35,000",USD,"The area can serve as a warehouse, workshop. Has a residential building of 220 square metersTranslated from Armenian",Dec-12-2022_20-23,Not available,Not available,Second Line,Separate from the Street,,,,,,https://list.am/en/item/17556079,Stone
Industrial and Manufacturing,2760 sq.m.,"Կենտրոնական փողոց 126, Ակունք","8,800,000 ֏",AMD,"Under Hatis Mountain, Khelatsi Livestock Farm has a 150 sq. M. Adjoining 70 sq. M. Stone calf house with its own stalls. There is a warehouse, an iron house has arandin cable internet, own electricity connected from 10000 volts with 10kva completely new stolbek with zazimleni has cameras 12 days recording total land 2760 square meters is equipped with a village for production also you need to increase about 2300 karakusiel irrigation water right next to the house 20 meters has 300 liters of solar water I am worried about the liquidation price, it is cheaper than the bank account, it is estimated at 22000000, it is very urgent, the tech is ideal, it is within 30 m of the highway, it will also be convenient to use it for other purposes, the rest, call us, we will talk, negotiable, now I will buy a new car.Translated from Armenian",Dec-12-2022_20-23,Not available,Not available,First Line,Common from the Street,,,,,Outdoor parking,https://list.am/en/item/17747411,Stone
Industrial and Manufacturing,"15,000 sq.m.","Gortsaranain street, Dimitrov","$85,000",USD,"Վաճառվում է հողատարածք Կարենիս գյուղում, ունի անասնագոմ, գործող սնկի արտադրամաս, պտղատու ծառեր (200 հատ), 25,000 քոլ մալինա, ունի նաև 2 սենյականոց կացարան",Dec-12-2022_20-23,Available,Not available,Other,Common from the Street,,,,,,https://list.am/en/item/15766523,Bricks
Functioning Business,120 sq.m.,Kotayk › Hrazdan,"$127,000",USD,"An operating business is for sale. On the 1st floor there are 6 operating sections (cosmetologist; doctor cosmetologist; manicure; pedicure; hairdresser.)The 2nd floor is residential; It is possible to rent or change the profile.If the number is unavailable, call WhatsApp number.Translated from Armenian",Dec-12-2022_20-23,,,,,,,,,,https://list.am/en/item/17947792,Stone
Hotel,905 sq.m.,Kotayk › Abovian,"$330,000",USD,"A restaurant complex is for sale in Kotayk region, on the Yerjan-Shan road,The building area is 190 square meters, has a basement floor (+ 25 square meters), which can be used as a dance floor (with light effects),There are 5 separate dining rooms on the 1st floorOn the 2nd floor there are 5 separate bedrooms with their bathrooms.Two of the bedrooms are renovated, 3 are not, there is a study on the 2nd floor.It has 540 square meters of agricultural landIt has 150 square meters of land as a commercial areaFor sale with all the furniture, equipment and dishes. Chandeliers, table աթ chairs are made of oak.Solar panels are installed on the roof, it has three-phase electricity, water, gas at a distance of 1 km.If desired, it is also possible to rent.Code FA1031Translated from Armenian",Dec-12-2022_20-23,Available,Not available,First Line,Common from the Street,,,,,,https://list.am/en/item/17931850,Stone
Industrial and Manufacturing,600 sq.m.,"Geghard street, Abovyan",$250,USD,Laundry.All carpet washing machines.Translated from Armenian,Dec-12-2022_20-23,,,,,,,,,,https://list.am/en/item/12573417,Stone
Multifunctional Space,2500 sq.m.,Kotayk › Abovian,"$2,500,000",USD,"A restaurant complex with a total land area of 25,000 square meters (2.5 ha) is for sale in the central part of Abovyan city, which has various buildings with an area of about 2,000 square meters and a beautifully landscaped garden with fruit trees and an outdoor swimming pool and beautiful views of Mount Hatis. It consists of 6 halls for 50 to 60 people, 4 halls for 15 to 20 people, 4 two-story private rooms with an area of 100 square meters, which have a sauna, an indoor pool, a bathroom, 1 bedroom and 1 living room. There are summer pavilions and 1 more half-built building with 2 floors and an area of 800 square meters, which is intended as a hotel. The area is provided with all communications: Gas, water, three-phase electricity, the buildings have heating and cooling systems, the halls and rooms are completely renovated, the rooms are beautifully modernly furnished, equipped with the necessary equipment. Bathrooms are tiled and equipped with quality plumbing fixtures. The yard has a beautiful waterfall, has 3 side entrances and outdoor parking for 50 cars.Translated from Armenian",Dec-12-2022_20-23,Available,Available,Other,Common from the Street,,,,,,https://list.am/en/item/18052716,Monolith
Retail Space,75 sq.m.,Kotayk › Hrazdan,"$30,000",USD,"High 1st floor, large windows, bathroom, it is possible to divide into 2 separate parts, it is also possible to exchange with your apartment for an additional fee.Translated from Armenian",Dec-12-2022_20-23,Not available,Not available,Other,Separate from the Street,,,,,,https://list.am/en/item/17610730,Stone
Retail Space,200 sq.m.,Kotayk › Charentsavan,"$35,000",USD,"1-storey commercial area for sale in Charentsavan. ․ ե ․ 15 m ․ is. Building area 100 square meters ․ It has euro windows, tiled floor, metal entrance door. It is provided with constant water and gas, there is a water heater.You can call the mentioned phone numbers for details.Code A-427Translated from Armenian",Dec-12-2022_20-23,By agreement,Not available,First Line,Common from the Street,,,,,,https://list.am/en/item/17512480,Stone
Industrial and Manufacturing,740 sq.m.,Kotayk › Charentsavan,"$80,000",USD,"2-storey stone commercial building is for sale in Alapars community, on Mushegh Katoghikos street. The building is located on the central street, it is located on the 1st line. The floor of the building is a concrete surface, the height of the ceiling is 4 m ․, the windows are of euro production (there are also iron windows), the structure is provided with water, electricity, there is a possibility of gasification. Internet connection is available in the area. Price is negotiable.For other details you can call the mentioned phone numbers.Code A-444Translated from Armenian",Dec-12-2022_20-23,Not available,Not available,First Line,Common from the Street,,,,,,https://list.am/en/item/17664257,Stone
Retail Space,44 sq.m.,"Garni street 5, Abovyan","$50,000",USD,A shop is for sale. The store is located in a busy area. For more information call: Price is negotiable.Translated from Armenian,Dec-12-2022_20-23,Not available,Not available,First Line,Common from the Street,,,,,,https://list.am/en/item/16575326,Panels
Hotel,1000 sq.m.,"Նոր Թաղամասի 2-րդ փողոց 26, Ծաղկաձոր","$1,500,000",USD,Newly built hotel complex in TsakhkadzorIt is currently on long-term leaseTranslated from Armenian,Dec-12-2022_20-23,Available,Not available,First Line,Separate from the Street,,,,,,https://list.am/en/item/17280145,Panels
Retail Space,100 sq.m.,"Zoravar Andranik avenue, Hrazdan","$15,000",USD,"Commercial real estate for sale in the city of Hrazdan in front of building 44, next to Technikevm. The area is 10×10 square.Translated from Armenian",Dec-12-2022_20-23,,,,,,,,,,https://list.am/en/item/18174854,Stone
Multifunctional Space,1227 sq.m.,Kotayk › Nor Hachen,"$255,000",USD,Kotayk regionCity Nor-HachnMultifunctional commercial area for sale in Nor-HachnThe area is completely fencedIt consists of 2-storey 3-stone buildings2 of the buildings are 300 sq. M.1 building 600 sq / mIt has a green yard with about 800 square metersSuitable for various business activitiesAll communication facilities are available.Code 30289Translated from Armenian,Dec-12-2022_20-23,Not available,Not available,First Line,Common from the Street,,,,,,https://list.am/en/item/17809219,Stone
Retail Space,20 sq.m.,Kotayk › Nor Hachen,"5,000,000 ֏",AMD,A public building is for sale in Nor Hachn.5 ml ․ negotiableTranslated from Armenian,Dec-12-2022_20-23,Not available,Not available,Second Line,Common from the Courtyard,,,,,,https://list.am/en/item/17842934,Stone
Industrial and Manufacturing,440 sq.m.,"5-րդ փողոց 18, Բալահովիտ","$180,000",USD,Commercial container for sale.Translated from Armenian,Dec-12-2022_20-23,Not available,Not available,First Line,Common from the Street,,,,,Outdoor parking,https://list.am/en/item/15958380,Stone
