Type,Construction Type,Floor Area,Floors in the Building,Number of Rooms,Number of Bathrooms,Renovation,Land Area,Address,Price,Currency,Description,Datetime,Furniture,Garage,Facilities,Appliances,Service Lines,Links,Amenities,Number of Guests,Children Are Welcome,Pets Allowed,Utility Payments,Prepayment
House,Stone,29 sq.m.,1,2,1,Cosmetic Renovation,1200 sq.m.,Aragatsotn › Byurakan,"$35,000",USD,"It is located at the beginning of Byurakan, very close to the main highway, there is a stone house with the possibility of building a summer house on the second floor, it is close to the observatory, fruit trees of various kinds, there is light irrigation water, the possibility of drinking water. With a beautiful view.For more information call.Translated from Armenian",Nov-25-2022_00-25,,,,,,https://list.am/en/item/18294828,,,,,,
House,Stone,360 sq.m.,3,6,2,Designer Renovation,700 sq.m.,Aragatsotn › Ashtarak,$200,USD,"3-storey private house for sale in Ashtarak, the 3rd floor of which is under the roof, has 6 rooms, 2 bathrooms, 2 balconies overlooking the tower city, has fruit trees, there is a swimming pool and a fireplace in the yard. The price is negotiable, for other details call the mentioned number.Translated from Armenian",Nov-25-2022_00-25,,,,,,https://list.am/en/item/17495585,,,,,,
Country House,Stone,107 sq.m.,2,3,1,No Renovation,500 sq.m.,Aragatsotn › Tegher,"$12,000",USD,"The summer house is located in Teger summer houses. The interior of the building is not done, there are no windows or doors. There are fruit trees in the land. The summer house offers a beautiful view of Mount Ararat. The communications are not connected, but there is a possibility to pass, the water pipe անքի the power pole are right next to it.Translated from Armenian",Nov-25-2022_00-25,,Not available,,,,https://list.am/en/item/17815646,,,,,,
House,Stone,2500 sq.m.,2,8+,3+,No Renovation,2000 sq.m.,"Բազմաղբյուրի ձոր ճանապարհ, Փարպի","$67,000",USD,Առանձնատունը գտնվում է աշտարակին կից բազմաղբյուր գյուղում մանրամասն զանգահարեք,Nov-25-2022_00-25,Not available,2 spots,,,,https://list.am/en/item/15756684,,,,,,
House,Stone,350 sq.m.,2,8+,1,No Renovation,2000 sq.m.,"Մարշալ Բաղրամյան փողոց 28, Ապարան","$45,000",USD,"The house is located in Saralanj village of Aparan, the documents are in perfect condition, the price is negotiable, real buyers can callHas a large garageLand near the gardenThe house alone is 360 square metersFor sale in generalTranslated from Armenian",Nov-25-2022_00-25,,,,,,https://list.am/en/item/17796066,,,,,,
House,Stone,1000 sq.m.,2,8+,1,Major Renovation,350 sq.m.,"3-րդ փողոց 4, 2-րդ փակուղի","$110,000",USD,"Private house renovated, garden, refrigerator with a capacity of 100 tons, garage, three-phase electricity, 24 hours waterTranslated from Armenian",Nov-25-2022_00-25,By agreement,1 spot,,,,https://list.am/en/item/17499542,,,,,,
House,Stone,220 sq.m.,2,6,2,Old Renovation,1802 sq.m.,Aragatsotn › Ujan,"32,000,000 ֏",AMD,"House for sale in Ujan village, 220 sq. M. Area (house), 1802 c. Total land area, 24 sq. M. With garage, fruit trees, there is permanent water, gas, electricity, it is in good condition, it is for sale together with the furniture. There are grocery stores, a school and a kindergarten in the area, which makes it comfortable for a large family to live in. We are ready to exchange with an apartment in Yerevan.Translated from Armenian",Nov-25-2022_00-25,,,,,,https://list.am/en/item/14593058,,,,,,
House,Stone,95 sq.m.,1,4,1,Old Renovation,800 sq.m.,Aragatsotn › Ashtarak,"$39,000",USD,"For sale at an affordable price, the stone building needs interior decoration, the stone fence, the roof is covered, it has permanent drinking and irrigation water, the sewerage, the roof is cheaper than the monolithic market muxni taxamas.Translated from Armenian",Nov-25-2022_00-25,,,,,,https://list.am/en/item/18114073,,,,,,
House,Stone,360 sq.m.,3,6,2,Partial Renovation,1000 sq.m.,"Chukhajian street, Yerevan","$110,000",USD,"A 3-storey detached house is for sale in Ashtarak city. There are productive trees. There is electricity, gas, irrigation and drinking water. To get acquainted with the details, you can call the indicated phone numbers. Please do not disturb the agents.Translated from Armenian",Nov-25-2022_00-25,Available,1 spot,,,,https://list.am/en/item/18359628,,,,,,
Country House,Stone,110 sq.m.,1,4,1,Partial Renovation,600 sq.m.,"Grigor Lusavorich street, Mughni","$77,000",USD,"At this moment, fence works are being done. Has drinking water. Call for details.Translated from Armenian",Nov-25-2022_00-25,Not available,Not available,,,,https://list.am/en/item/15943966,,,,,,
House,Stone,130 sq.m.,1,4,1,Partial Renovation,"10,000 sq.m.",Aragatsotn › Artashavan,"$130,000",USD,"Արտաշավան համայնքում՝ վաճառվում է առանձնատուն, օժանդակ շինություններով (ավտոտնակ, գոմ, նկուղ) : Հողամասը` Մոտ 1 հեկտար (կեսից ավելին՝ 0.55 հեկտարը բնակելի կառուցապատման), մեծամասամբ այգի` Հիմնականում ընկուզենիներ, նաև խնձոր, տանձ, սալոր, պնդուկ և այլ: Կան հատապտղատու թփեր (մոշ, մորի, հաղարջ...) : Տարծքը գտնվում է բարձրունքի վրա, ինչի շնորհիվ ունի գերիշխող դիրք կողքի հողամասերի նկատմամբ, նաև ոնի հրաշալի տեսարան՝ դեպի Արարատ և Արա լեռները: Տարածքը ապահովված է ոռոգման ջրով: Տունը ապահովված է էլ. Էներգիայով, տաք և սառը ջրով, կոյուղիով: Տարածքը հարմար ե հանգստի գոտու, կամ գյուղատնտեսությամբ զբաղվելու համար: --В поселке Арташаван продается частный дом (130 кв. М) с большим земельным участком, есть так же подвал, гараж и подсобные постройки (сарай, коровник) Площадь земельного участка около 1 гектара (больше половины - 0,55 гектара предназначено для жилой застройки) На участке растут, в основном грецкий орех, но есть так же яблони, груши, сливы, чернослив, черешня, фундук и др. Есть ягодные кустарники (ежевика, малина, смородина...) Участок расположен на холме, благодаря чему имеет доминирующее положение над соседними участками, а так же прекрасный вид на горы Арарат и Ара. Дом обеспечен электричеством, холодной и горячей водой, канализацией. Участок можно использовать для зоны отдыха или для ведения сельского хозяйства.",Nov-25-2022_00-25,,1 spot,,,,https://list.am/en/item/10612464,,,,,,
House,Stone,266 sq.m.,2,5,2,No Renovation,1448 sq.m.,Aragatsotn › Ghazaravan,"$60,000",USD,"A semi-detached house or summer house in the neighborhood of Ashtarak, in Ghazaravan community /former Nazrvan village/, which has a semi-basement and two-story building.There is a garage, a swimming pool, a bathroom in the yard. The total area of the land is 1448 square meters, and the building is 266 square meters, it is partially fenced, the roof is metal. The communications are adjacent.It is possible to exchange with a 1 or 2-room apartment of equivalent price in Yerevan.Translated from Armenian",Nov-25-2022_00-25,Not available,1 spot,,,,https://list.am/en/item/18359264,,,,,,
House,Stone,153 sq.m.,1,7,1,Old Renovation,2570 sq.m.,Aragatsotn › Aparan,"$18,000",USD,"A house with its land is for sale in Aparan. There is gas, electricity, water, the house needs repair.Slightly negotiable to real buyers‼️‼️The house is located in Kuchak‼️‼️Translated from Armenian",Nov-25-2022_00-25,,,,,,https://list.am/en/item/17778748,,,,,,
House,Stone,360 sq.m.,2,8+,2,Major Renovation,350 sq.m.,"Улица Сажумяна 44, Аштарак","$220,000",USD,"The house was built from the ground up in 2014. The house is heated by baxi system, with all household utilities. For sale without an intermediary.Translated from Armenian",Nov-25-2022_00-25,By agreement,1 spot,,,,https://list.am/en/item/17681810,,,,,,
House,Stone,120 sq.m.,2,3,1,Partial Renovation,1200 sq.m.,Aragatsotn › Aparan,"$30,000",USD,"URGENTA 120 sq. M. Private house is for sale. There is one floor in Aparan but it has a total area of 80 sq. M.The house is located near Aparan hospital, there is a shop-pharmacy near the house.The private house is paved on four sides with a total land area of 1200 square meters. There are fruit trees on the land: Pear, apple, cherry, raspberry, etc. The outside door of the house is iron. The house has 2 bedrooms, 1 living room, 1 kitchen, a bathroom, a kitchen hallway.There is natural gas and water in the house.Translated from Armenian",Nov-25-2022_00-25,,,,,,https://list.am/en/item/15650805,,,,,,
House,Stone,1780 sq.m.,1,5,1,Designer Renovation,1600 sq.m.,"Grigor Lusavorich street, Mughni","$110,000",USD,"A house is for sale in the Mughni district. The rooms and the bathroom are under renovation. Cold, hot water, gas. For other questions, callURGENT SALE FOR GENUINE BUYERПродается газ холодной хочий воды в Мугнинском район URGENT SALE FOR REAL BUYER NOW BEING REPAIREDI personally own itTranslated from Armenian",Nov-25-2022_00-25,,1 spot,,,,https://list.am/en/item/17639835,,,,,,
House,Stone,80 sq.m.,1,3,1,Cosmetic Renovation,900 sq.m.,Aragatsotn › Ashtarak,"$85,000",USD,"Վաճառվում է 1 հարկանի, 3 սենյականոց առանձնատուն՝ 900/80քմ մակերեսներովԱրագածոտն, Ագարակ գյուղՎերանորոգված️եվրոդռներ/պատուհաններ️ջեռուցում/բաքսի/️կապ. Վեր. Սանհանգույց️60քմ կից կառույցԿոդ AH005",Nov-25-2022_00-25,,,,,,https://list.am/en/item/15878467,,,,,,
Country House,Stone,2514 sq.m.,2,4,1,Cosmetic Renovation,1556 sq.m.,Aragatsotn › Artashavan,"$100,000",USD,"Տունը գտնվում է Արտաշավան գյուղում, պտղատու ծառերով տարածք և կա նաև լողավազան։Տան բնակելի տարածքը 292մ քառակուսիTranslated from Armenian",Nov-25-2022_00-25,,,,,,https://list.am/en/item/16453618,,,,,,
House,Stone,180 sq.m.,1,4,1,No Renovation,1000 sq.m.,Aragatsotn › Aparan,"4,000,000 ֏",AMD,The house is in a semi-constructed condition. The price is not final.Translated from Armenian,Nov-25-2022_00-25,,,,,,https://list.am/en/item/17990415,,,,,,
House,Stone,508 sq.m.,1,8+,1,No Renovation,,Aragatsotn › Aparan,"$10,000",USD,A house for sale in a mansion in need of capital repairs is negotiableTranslated from Armenian,Nov-25-2022_00-25,Not available,Not available,,,,https://list.am/en/item/14376400,,,,,,
Country House,Stone,140 sq.m.,2,5,2,Major Renovation,4500 sq.m.,Aragatsotn › Oshakan,"$500,000",USD,"Summer house in Oshakan (Ashtarak) renovated with antique horse,There is an old winery (cellar) in the area, about 300 years old մեկ one house that is not renovated 200 m. Քռ. Area:Price - Negotiable:Translated from Armenian",Nov-25-2022_00-25,,,,,,https://list.am/en/item/17610978,,,,,,
House,Stone,100 sq.m.,1,3,1,Partial Renovation,1035 sq.m.,Aragatsotn › Ashtarak,"$50,000",USD,"Own house for sale in Ashtarak city, Mashtots 71, on the road to Oshakan. The total area of the plot is 1035 m2, there are many different fruit trees in the garden. At the beginning of the plot is the house, which has 100m2, 3 rooms, renovated, drinking water 24 hours, irrigation water 24 hours, the gas pipeline passes.Next to the plot gate. For detailed information, call the phone number;Price negotiableTranslated from Armenian",Nov-25-2022_00-25,By agreement,Not available,,,,https://list.am/en/item/18268629,,,,,,
Country House,Stone,400 sq.m.,2,6,2,Partial Renovation,400 sq.m.,"Րաֆֆու փողոց 71, Աշտարակ",$100,USD,"Gas, light, water, euro windows, wooden doors, etc.Raffi street Ashtarak 72nd residential houseTranslated from Armenian",Nov-25-2022_00-25,Not available,Not available,,,,https://list.am/en/item/17873760,,,,,,
House,Stone,250 sq.m.,2,5,2,Partial Renovation,1000 sq.m.,Aragatsotn › Byurakan,"$50,000",USD,"A two-story apartment is for sale in Byurakan. The apartment is equipped with constant gas, water and electricity. It has a very convenient location, it is located in the center of the village on the main road, it has a garden with fruit trees.Translated from Armenian",Nov-25-2022_00-25,,,,,,https://list.am/en/item/18045306,,,,,,
House,Stone,2800 sq.m.,2,5,1,Old Renovation,2600 sq.m.,Aragatsotn › Voskevaz,"$48,000",USD,"A two-story private house is urgently for sale in the village of Voskevaz, Aragatsotn marz (only 25 km from Yerevan) The total area is 2800 square meters. Permanent drinking and irrigation water. There are many fruit trees. The walls of the mansion are double-layered. Two basements, large bedrooms. Beautiful yard, view of Arai, Aragats and Ararat mountains. It is also available for rent on a contractual basis.Translated from Armenian",Nov-25-2022_00-25,Available,Not available,,,,https://list.am/en/item/18082699,,,,,,
