Type,Construction Type,Floor Area,Floors in the Building,Number of Rooms,Number of Bathrooms,Furniture,Garage,Renovation,Address,Price,Currency,Description,Datetime,Land Area,Service Lines,Facilities,Appliances,Links,Amenities,Number of Guests,Children Are Welcome,Pets Allowed,Utility Payments,Prepayment
House,Stone,1500 sq.m.,1,3,1,,,Euro Renovation,"Akhuryan Highway, Gyumri","$28,000",USD,"Own house for sale in Akhuryan village, Shirak region, 24 Charentsi street. The house is completely renovated and has hot and cold water. There is natural gas in the house. The furniture in the house is sold together with the house. The kitchen furniture is completely new. The floor is tiled. It has a plot of land, a garage, a bakery and a cowshed, there is also a half-built building. The yard is fenced and has an iron gate. The price is preliminary.Translated from Armenian",Nov-25-2022_00-23,,,,,https://list.am/en/item/16698472,,,,,,
House,Stone,100 sq.m.,1,5,1,Not available,Not available,No Renovation,"Շիրակացու փողոց 35, Գյումրի","$6,700",USD,"Byurak village, Shirak Marz.Stone house for sale. It is equipped with utilities: (water, sewage) electricity. 4 rooms + 1 storage room with cattle barn. Fruit trees plot. The house is adjacent to the school.It is also possible to exchange with a car for an additional fee. $7,000.Translated from Armenian",Nov-25-2022_00-23,,"ELectricity, water supply, sewerage",,,https://list.am/en/item/13768679,,,,,,
House,Stone,223 sq.m.,2,5,2,,,Partial Renovation,"Ջամբուլի փողոց 52, Գյումրի","$69,000",USD,"Վաճառվում է 2 հարկանի 5 սենյականոց առանձնատուն:Մուտքի դուռը՝ երկաթյա, հատակը՝ լամինատ, պրեսգրանիտ, պատուհանները՝ եվրո, սանհանգույցը (2) ՝ համակցված, սալիկապատ:1 -ին հարկում ունի՝ 1 հյուրասենյակ, 1 ննջարան, 1 սանհանգույց, 1 խոհանոց,2-րդ հարկում առկա է 3 ննջարան, 2 սանհանգույց, 2 բաց պատշգամբԱյգի՝ պտղատու ծառերով, ծաղկանոց, ավտոտնակ, ձեղնահարկ, ջեռուցման համակարգ, ջուր և գազ:Частный дом со всеми удобствами, во всех этажах, два этажа, два балкона, большой подвал, гараж.A 2-storey house for sale. The rooms' quantity is 5 (2 halls and 3 bedrooms) The entrance door is iron-made, the windows are euro-based, the floor is covered by laminate, solid granite. The bathrooms (2) are combined and tiled. The house has 2 balcony, garden with fruitful trees, flowerbeds, garage, loft, heating system and is supplied with constant water and gas. The sale is possible with furniture and electronic devices.#վաճառք #վարձակալություն #անշարժգույք #տուն #բնակարան #house #building #penthouse #realestateagent #realestate #broker #дом #квартиры",Nov-25-2022_00-23,,,,,https://list.am/en/item/18210051,,,,,,
House,Stone,160 sq.m.,1,4,1,,,Designer Renovation,Shirak › Jrapi,"$30,000",USD,"For details, call the number mentioned in the newsletterTranslated from Armenian",Nov-25-2022_00-23,1200 sq.m.,,,,https://list.am/en/item/17255601,,,,,,
House,Stone,115 sq.m.,1,4,1,,,Partial Renovation,"Մյասնիկյան փողոց 55, Գյումրի","$80,000",USD,"Վաճառվում է 4 սենյականոց տուն քաղաքի կենտրոնում՝ Վանատուր ռեստորանի հարևանությամբ։ Տունը գտնվում է Կումայրի արգելոցի տարածքում։ Տան հետնամասում կա փոքրիկ բակ։ Տան մակերեսը 115 ք․մ․, իսկ հողատարածքինը՝ 55 ք․մ․։ Երկու ննջասենյակի և հյուրասենյակի մանրահատակը կաղնու փայտից է։ Պատուհանները փոխված են, տեղադրված է ընդհանուր ջեռուցման համակարգ։ Փողոցը վերջերս են ասֆալտապատել։ Հարցերի դեպքում կարող եք զանգահարել նշված համարներով։ENGLISH4-room house for sale in the city center, near Vanatur restaurant. The house is located in the territory of Kumayri nuseum-reserve. There is a small yard in the back of the house. The house has 115 square meters of superficy and the patio 55 square meter. The parquet of the two bedrooms and the living room is made of oak. The windows of the whole house are renovated, a general heating system is installed. The street was recently asphalted. Call us, if you need nore details.",Nov-25-2022_00-23,55 sq.m.,,,,https://list.am/en/item/16626722,,,,,,
House,Stone,180 sq.m.,1,4,1,,,Partial Renovation,"Լազոյի փողոց 43, Գյումրի","$35,000",USD,"1-storey, 180 sq. M. Apartment for sale or rent. Area, 4-room stone house c. In Gyumri, at 45 Lazo Street.The house is equipped with all utilities and has a garage.In case of purchase with all furniture, the price - 35.000 $USD, without furniture - 30.000 $USD.To get acquainted with the rental prices, call the indicated phone numbers.Translated from Armenian",Nov-25-2022_00-23,,,,,https://list.am/en/item/18334144,,,,,,
House,Stone,245 sq.m.,2,8+,1,Not available,2 spots,No Renovation,"Armen Yesayan street, Gyumri","$23,000",USD,15 semi-built house 18x7 near the schoolKutaisiExchange for an apartment at an additional cost from meEXCHANGE FOR CARTranslated from Armenian,Nov-25-2022_00-23,100 sq.m.,,,,https://list.am/en/item/17279148,,,,,,
House,Stone,45 sq.m.,1,3,1,Not available,1 spot,Partial Renovation,"Furmanov street, Gyumri","$24,000",USD,"Private house for saleք ․ Furmanov street, Gyumri45 sq. M. Living area:With 3 roomsGarageBasementWith all utilitiesWater, Gas, LightDryYard:The sale price is $ 24,000, negotiableCode 7859Translated from Armenian",Nov-25-2022_00-23,50 sq.m.,,,,https://list.am/en/item/17422948,,,,,,
House,Stone,150 sq.m.,1,4,1,Not available,3 or more spots,No Renovation,"Khrimyan Hayrik Highway, Gyumri","$45,000",USD,"Private house for saleք ․ Gyumri State FarmTotal area 150 square meters4 roomsWith all utilitiesNeeds cosmetic repairsYard:BasementDry houseThere is a half-built building next to itThe sale price is $ 45,000Code 6266Translated from Armenian",Nov-25-2022_00-23,150 sq.m.,,,,https://list.am/en/item/17286479,,,,,,
House,Stone,180 sq.m.,2,5,1,,,Partial Renovation,"Hansoglyan Street, Gyumri","$60,000",USD,Срочно продаём дом.,Nov-25-2022_00-23,,,,,https://list.am/en/item/17507788,,,,,,
House,Stone,110 sq.m.,1,3,1,Not available,Not available,No Renovation,"Եղիշե Չարենցի փողոց 8, Ախուրյան","$8,500",USD,A half-built house with an area of 110 sq. M. Is for sale in Akhuryan Bagher district. It has a plot of land near the house. The foundation of the house is filled for 2 floors. COLOR NEGOTIABLETranslated from Armenian,Nov-25-2022_00-23,,,,,https://list.am/en/item/12825933,,,,,,
House,Stone,850 sq.m.,1,7,1,Available,1 spot,Partial Renovation,"Шоссе Хримян Айрика 19/1, Гюмри","$30,000",USD,The house is in normal condition.Has a separate garageSummer kitchenCall for details.Address Khrimyan Hayrik Tun 11WhatsApp 8-918-411-58-91.8-918-047-85-56:Instagram: Arpine_tonoyan:Translated from Armenian,Nov-25-2022_00-23,,,,,https://list.am/en/item/11403777,,,,,,
House,Stone,121 sq.m.,1,5,1,By agreement,2 spots,Cosmetic Renovation,"Հ. Սարգսյան փողոց 3-րդ անցում 1, Գյումրի","$43,000",USD,"Own house for salec. Gyumri, H. Sargsyan Street:121 square meters. Living space460 square meters. Land surface5 roomsStoneSouth-WestCosmetic repairUtility with all amenitiesEuro windowsWooden doorsyard2 garagesSelling price: $43,000Code 4887Translated from Armenian",Nov-25-2022_00-23,460 sq.m.,,,,https://list.am/en/item/18326768,,,,,,
House,Stone,200 sq.m.,1,5,1,,,Cosmetic Renovation,"Վ. Սարգսյան փողոց 1-ին թաղամաս 87/2, Գյումրի","$30,000",USD,"Privately owned, large basement, arable land, large barn + garage, quality siding, possibility to expand, quiet cozy environment, fresh air, possible to negotiate for real buyer, call for questionsTranslated from Armenian",Nov-25-2022_00-23,400 sq.m.,,,,https://list.am/en/item/18079583,,,,,,
House,Stone,312 sq.m.,3,8+,2,,,Major Renovation,"Դեկաբրիստների փողոց 13, Գյումրի","$160,000",USD,"Urgent 3-storey private house for sale, capitally renovated, gasified, the floor is marble, with euro windows, garage, fruit trees in the yard.Call for details.Translated from Armenian",Nov-25-2022_00-23,17 sq.m.,,,,https://list.am/en/item/16679282,,,,,,
House,Stone,600 sq.m.,2,5,1,,,Partial Renovation,Shirak › Artik,"18,499,000 ֏",AMD,"Two-story stone house in Artik, 600 sq. M. , A two-story stone house built to a very high standard. It has a basement of 44 square meters, a garage.1st floor: Large bedroom, which can be used as a study, living room, kitchen, bathroom.2nd floor: 4 large bedrooms, foyer.The roof is used as a warehouse.It needs repair. Sewerage is available.Translated from Armenian",Nov-25-2022_00-23,400 sq.m.,,,,https://list.am/en/item/18246381,,,,,,
House,Stone,124 sq.m.,1,3,1,Available,1 spot,Cosmetic Renovation,"Սպանդարյան փողոց 66, Գյումրի","$60,000",USD,"Own house for saleK. Gyumri on Spandaryan street124 square meters living area.3 roomsWith all utilities, heating system, European windows. The house is sold together with the property.StoneGarageBasementyardStorage roomNearby places, Fine Arts School, Vardanants SquareTranslated from Armenian",Nov-25-2022_00-23,,,,,https://list.am/en/item/18220386,,,,,,
House,Stone,118 sq.m.,1,6,1,Not available,2 spots,No Renovation,"Yerevan Highway, Gyumri","$55,000",USD,Urgent Half-built private house for saleThe area of the land is 2350 square metersThe area of the house is 118 square metersYard with fruit treesThe area is multifunctionalTranslated from Armenian,Nov-25-2022_00-23,2350 sq.m.,,,,https://list.am/en/item/17855943,,,,,,
House,Stone,150 sq.m.,1,5,1,,,Partial Renovation,"Մյասնիկյան փողոց, Գյումրի","$48,500",USD,"Ջեռուցում, մշտական տաք և սառը ջուր, նկուղ՝ 12 ք․մ․քաղաքի կենտրոնումԴիմել 19․00-21․00-ի հատվածում",Nov-25-2022_00-23,40 sq.m.,,,,https://list.am/en/item/15899731,,,,,,
House,Stone,200 sq.m.,2,5,1,,,Partial Renovation,"Khrimyan Hayrik Highway, Gyumri","$35,000",USD,"Selling a two-story privatized house, 1st floor 100 square meters has been used as a bakery, shop, garage, 2nd floor 100 square meters has not been used, it has an attic of 60 square meters, it has a garden of 40 square meters, it is provided with three-phase electricity, water, it is very convenient to transform it as a guest house.Translated from Armenian",Nov-25-2022_00-23,60 sq.m.,,,,https://list.am/en/item/18008316,,,,,,
House,Stone,93 sq.m.,1,3,1,,Not available,Major Renovation,"Սուրեն Մատնիշյան փողոց 100, Գյումրի","28,000,000 ֏",AMD,"A 4-room house for sale in Suren Matnishyan street, Gyumritotal area: 93 square meters.Living area 77 square meters.The house has no yardSale price: 28,000,000 AMDTo get information, view other private houses, or in case of questions, callCode 8693Translated from Armenian",Nov-25-2022_00-23,,,,,https://list.am/en/item/14475350,,,,,,
House,Stone,863 sq.m.,2,5,1,,Not available,No Renovation,"Arevelyan street, Gyumri","$23,000",USD,"Own house for salec. Gyumri East Street863 sq. M. Total area109 square meters. Living space5 roomsState conditionStoneNew constructionFencedyardSelling price: $23,000Code 8784Translated from Armenian",Nov-25-2022_00-23,109 sq.m.,,,,https://list.am/en/item/18051546,,,,,,
House,Stone,560 sq.m.,1,5,2,By agreement,1 spot,Major Renovation,"Հ. Ավետիսյան փողոց 16, Գյումրի","$65,000",USD,"Own house for salec. Gyumri, Noravan560 square meters. Common surface130 square meters. Living space430 square meters. Land surface5 roomsStoneOn the sunny sideUtility with all amenitiesEuro refurbishedEast-westGarage2 bathroomsFactoryyardBasementHeating SystemWith hot and cold waterSelling price: $65,000Code 4848Translated from Armenian",Nov-25-2022_00-23,430 sq.m.,,,,https://list.am/en/item/18322001,,,,,,
House,Panels,250 sq.m.,2,8+,1,,,Old Renovation,Shirak › Gharibjanyan,"20,000,000 ֏",AMD,50 meters away from the bank. Needs repairTranslated from Armenian,Nov-25-2022_00-23,,,,,https://list.am/en/item/18172372,,,,,,
House,Stone,230 sq.m.,2,6,1,,,Cosmetic Renovation,Shirak › Dzorakap,"$34,000",USD,"A two-storey private house in Dzorakap village of Shirak region (next to the school) with all communal amenities is for sale VERY URGENTLY at a lower price than the market price. The total area of the private house, the 2 floors together, is 230 m.Translated from Armenian",Nov-25-2022_00-23,,,,,https://list.am/en/item/16629610,,,,,,
House,Stone,450 sq.m.,1,3,1,,,No Renovation,"Ghandilyan street 2, Gyumri","$14,000",USD,Land for sale with buildings is located in front of the Mermaid Hotel. A part of the building was used as a cattle barn years ago. It is privatized. Exchange is possible. Negotiable:Translated from Armenian,Nov-25-2022_00-23,450 sq.m.,,,,https://list.am/en/item/17781631,,,,,,
