Type,Construction Type,Floor Area,Floors in the Building,Number of Rooms,Number of Bathrooms,Furniture,Garage,Renovation,Land Area,Number of Guests,Children Are Welcome,Pets Allowed,Utility Payments,Prepayment,Address,Price,Currency,Description,Datetime,Amenities,Appliances,Links,Condition,Service Lines,Facilities
House,Stone,91 sq.m.,1,5,1,,,Cosmetic Renovation,1000 sq.m.,,,,,,Armavir › Baghramyan,"$65,000",USD,"I am selling a 1-story privatized house in Baghramyan community of Armavir. The house is located next to the central highway. It has 4 rooms and a combined kitchen and hall. The house has many outbuildings! A barn, a cellar, a storage room, a summer kitchen, a bathroom. There is also a land near the house - a garden with fruit trees. Total 0.12 ha. The entire area is fenced, all utilities are available (water, electricity, gas)Translated from Armenian",Dec-12-2022_21-10,,,https://list.am/en/item/18130117,,,
House,Stone,420 sq.m.,2,5,2,Available,Not available,Major Renovation,300 sq.m.,,,,,,Armavir › Tairov,"$129,000",USD,Own newly built house for sale in TairovCapital renovated uninhabited120 sq/m residential180 yard lot fenced4 bedrooms2 bathroomsIndividual heating system /BAXI/Code 30326Translated from Armenian,Dec-12-2022_21-10,,,https://list.am/en/item/18172967,House is Finished,,
House,Stone,330 sq.m.,1,7,1,Partial Furniture,Not available,Old Renovation,330 sq.m.,,,,,,Armavir › Echmiadzin,"$55,000",USD,"Stone tone for sale c. Zvartnots, which is adjacent to the city of Yerevan.Translated from Armenian",Dec-12-2022_21-10,,,https://list.am/en/item/18710968,House is Finished,,
House,Stone,110 sq.m.,1,3,1,Not available,1 spot,Designer Renovation,600 sq.m.,,,,,,"Մովսես Խորենացու փողոց, Փարաքար","$170,000",USD,"KOD-62136A 1-storey house is for sale in Parakar, on Movses Khorenatsi Street.^ The house has all utilities^ Fresh, permanent water^ Beautiful orchard^ It is a sunny, bright and very comfortable house^ There are all the necessary shops, a school, a kindergarten nearbyTranslated from Armenian",Dec-12-2022_21-10,,,https://list.am/en/item/18649460,House is Finished,,
House,Stone,170 sq.m.,2,4,2,Available,1 spot,Major Renovation,,,,,,,"Վարդան Մամիկոնյան փողոց, Թաիրով","$120,000",USD,"KOD-62176A 2-storey house is for sale in Tairov, on Vardan Mamikonyan Street.^ The house is sold with all furniture and appliances^ The house is newly built^ Equipped with a heating system^ There is air conditioningTranslated from Armenian",Dec-12-2022_21-10,,,https://list.am/en/item/18636409,House is Finished,,
House,Stone,150 sq.m.,2,5,2,Available,2 spots,Major Renovation,200 sq.m.,,,,,,"Երևանյան փողոց, Փարաքար","$97,000",USD,"KOD-62191A 2-storey house is for sale in Hrachya Acharyan street in Parakar.^ All utilities are available^ The house is modernly renovated^ Entrance door: Iron, windows: Euro, floor: Laminate, presgranite^ Water: 24 hours^ Available: Gas, sewage, garage, heating system^ The land is completely fenced^ The location is quite close to the center, about 15 minutes by carTranslated from Armenian",Dec-12-2022_21-10,,,https://list.am/en/item/18649461,House is Finished,,
House,Stone,180 sq.m.,1,5,1,By agreement,3 or more spots,Euro Renovation,1500 sq.m.,,,,,,"Շահումյանի 17–րդ փողոց 1-ին նրբ 41, Երևան","30,000,000 ֏",AMD,"The house is a very airtight warm house. It has all the utilities and is located in the middle of Yerevan and Etchmiadzin. The house has a large plot with 2 greenhouses (cellophane and glass/stone)A partial sale is also possible, that is, an apartment without a plot of land and vice versa.I will listen to reasonable offers on both price and exchange.The house also has a basement, the entrance of which is from the back of the house.Translated from Armenian",Dec-12-2022_21-10,,"Fridge, washing machine",https://list.am/en/item/18710797,House is Finished,"Electricity, water supply, natural gas, sewerage",Barbecue oven
Townhouse,Stone,96 sq.m.,1,3,2,Not available,Not available,No Renovation,320 sq.m.,,,,,,Armavir › Parakar,"$70,000",USD,"ID3330Private house for sale: 96 square meters. M. Residential and 320 sq. M. With a total area located in ParakarIn 0 condition, heating pipes are laid.Living room, 2 bedrooms, 2 bathrooms, terrace.Translated from Armenian",Dec-12-2022_21-10,,,https://list.am/en/item/17334902,House is Finished,,
House,Stone,170 sq.m.,1,5,1,Not available,1 spot,No Renovation,824 sq.m.,,,,,,Armavir › Parakar,"$60,000",USD,"ID3391A newly built detached house with 170 square meters of living space and 824 square meters of total area is for sale, located in Parakar.Full basement under the house.There are no common walls with neighboring private houses.Garage.Permanent water is available.Translated from Armenian",Dec-12-2022_21-10,,,https://list.am/en/item/16926013,House is Finished,,
House,Stone,150 sq.m.,1,4,2,Not available,1 spot,Major Renovation,750 sq.m.,,,,,,"Կենտրոնական փողոց, Գեղանիստ","$165,000",USD,"Thoroughly reconstructed:Heating system, euro windows, metal doorKitchen furnitureMassage floorFruit treesFront line, two-way roadFence:It is also possible to build a house with your own design.Code A509Translated from Armenian",Dec-12-2022_21-10,,,https://list.am/en/item/17376459,House is Finished,,
House,Stone,230 sq.m.,1,5,1,Not available,Not available,No Renovation,1000 sq.m.,,,,,,Armavir › Echmiadzin,"$18,000",USD,It is located in Aygeshat village of EtchmiadzinSemi-detached buildingCode A528Translated from Armenian,Dec-12-2022_21-10,,,https://list.am/en/item/18021647,House is Finished,,
House,Stone,188 sq.m.,1,6,2,Not available,Not available,Partial Renovation,1000 sq.m.,,,,,,"Երևանյան փողոց 20, Երևան","$130,000",USD,"European hotelsHeated floor (keramagranite)Suspended ceilingsThe bathroom is tiledFencedGas, electricity, waterExchange also with 3-4 room apartmentCode A531Translated from Armenian",Dec-12-2022_21-10,,,https://list.am/en/item/18093378,House is Finished,,
House,Stone,125 sq.m.,2,4,1,Available,Not available,Major Renovation,400 sq.m.,,,,,,Armavir › Argavand,"$130,000",USD,Newly built private houseHeating SystemAir conditionerWell-kept yardFruit treesFencedSelling with all property and appliancesCode A533Translated from Armenian,Dec-12-2022_21-10,,,https://list.am/en/item/18285009,House is Finished,,
House,Stone,800 sq.m.,3,5,2,Not available,Not available,Major Renovation,500 sq.m.,,,,,,"5-րդ փողոց, Խաչփար","$230,000",USD,"3-storey stone house in Khanchpar is for sale. The house has a capital renovation, laminate flooring, European windows, 2 tiled bathrooms, an iron entrance door, an attic, an open balcony, a well-maintained yard. The house is provided with constant water and gas, there is a heating system.Code H-498Translated from Armenian",Dec-12-2022_21-10,,,https://list.am/en/item/16869137,House is Finished,,
House,Stone,2000 sq.m.,2,8+,2,By agreement,1 spot,Major Renovation,1666 sq.m.,,,,,,Armavir › Gai,"$130,000",USD,"A 2-storey detached house is for sale in the village of Gai, Armavir marz. The total land area is 2000 square meters. The area of the residential house is 334 square meters. It has more than 10 rooms. Euro-made windows are installed, the floor is laminate, tiled bathrooms, the interior doors are wooden, the entrance door is iron. It is provided with all utilities. The roof is covered with metal. It has a garage, a garden, a flower garden, a greenhouse: 1400 square meters. Surface area (medium gas)For details, you can call the indicated phone numbers.Code H-780Translated from Armenian",Dec-12-2022_21-10,,,https://list.am/en/item/18370726,House is Finished,,
House,Stone,200 sq.m.,1,5,1,Available,1 spot,Euro Renovation,1000 sq.m.,,,,,,"Echmiatsin Highway 44, Khoronk","$45,000",USD,"For sale: Own house, Gas, Light, water, land, well, hot and cold water, on the road, you can install various things, exchange with the apartment. For other questions, you can callTranslated from Armenian",Dec-12-2022_21-10,,"Fridge, stove, washing machine",https://list.am/en/item/18224365,,"Electricity, water supply, natural gas, sewerage",
Country House,Stone,56 sq.m.,1,3,1,Available,Not available,No Renovation,1600 sq.m.,,,,,,Armavir › Echmiadzin,"$20,500",USD,"A plot of land near the house in the village of Voskehat, 4 state farms, 20 kilometers from Heru Yerevan, a 7x8 house, 2 bedrooms, a kitchen, a living room, windows, plastered inside, outside, the house is plastered, a barn, 4x6.40, plastered from the outside, a half-built bathroom, a toilet, a garden, a garden, a garden, fruit trees, and permanent water is possible.Translated from Armenian",Dec-12-2022_21-10,,,https://list.am/en/item/18471390,House is Unfinished,,
House,Stone,150 sq.m.,1,3,1,Not available,1 spot,Major Renovation,1500 sq.m.,,,,,,Armavir › Haykashen,"$100,000",USD,"The house was built in 2020. Address: Haykashen village.The area of the land is 1500 square meters, of which 1000 square meters are working greenhouses, the house is sold together with the greenhouses.Translated from Armenian",Dec-12-2022_21-10,,Air conditioner,https://list.am/en/item/18680567,House is Finished,"Electricity, water supply, sewerage",Gazebo
House,Monolith,600 sq.m.,3,8+,1,Not available,1 spot,No Renovation,300 sq.m.,,,,,,Armavir › Dasht,"$28,000",USD,"Located in Dasht village on the road to Ashtarak, exchange with a 1/2-room apartment in Etchmiadzin. There is no hurry to close!Translated from Armenian",Dec-12-2022_21-10,,,https://list.am/en/item/18620412,House is Unfinished,"Water supply, sewerage",
House,Stone,350 sq.m.,2,5,2,Available,1 spot,Cosmetic Renovation,520 sq.m.,,,,,,Armavir › Echmiadzin,"$180,000",USD,"A renovated private house is for sale by the owner in Andranik district. Basement on the 1st floor, residential house on the 2nd floor, game room on the 3rd floor. There is a workshop in the basement, there are all the necessary conditions. Separate refrigerator room up to -20 degrees, water, three-phase electricity, sewage, water nasos. The doors and windows are of European manufacture, the walls are whitewashed. The floor of the kitchen and hall is tiled, heated. There is a BAXI system throughout the house. It has 4 bedrooms, a living room, a kitchen, a hall, open and closed vaults. It has a plot of land of 520 square meters. With fruit trees. The plot is also sold together with the house. Call for details.Translated from Armenian",Dec-12-2022_21-10,,"Air conditioner, fridge, stove, dishwasher, washing machine",https://list.am/en/item/18633152,,"Electricity, water supply, natural gas, sewerage",Barbecue oven
House,Stone,159 sq.m.,1,4,2,,,Old Renovation,,,,,,,Armavir › Echmiadzin,"35,000,000 ֏",AMD,"Շ Տ Ա Պ Վաճառվում է սեփական տուն Էջմիածին քաղաքի Արագած զանգվածում, ունի 3 մեծ ննջասենյակ, մեծ հյուրասենյակ, 2 սանհանգույց, ճաղավանդակներ, դռները երկաթյա, պատուհանները փոխված, գազի հնարավորություն, բակ, պարսպապատ",Dec-12-2022_21-10,,,https://list.am/en/item/13944646,,,
House,Stone,200 sq.m.,2,6,1,,,Euro Renovation,1300 sq.m.,,,,,,"Հակոբ Պարոնյանի փողոց 2, Ծաղկունք","$55,000",USD,"URGENT for sale!Has water, gas, tonratun, unfinished building (barn)For more information call.Translated from Armenian",Dec-12-2022_21-10,,,https://list.am/en/item/17615233,,,
Country House,Stone,640 sq.m.,2,4,1,,,Euro Renovation,640 sq.m.,,,,,,"1-ին փողոց 1, Մայիսյան","$22,000",USD,"It has three-phase electricity, water, storage, orchard, It is also available for rentTranslated from Armenian",Dec-12-2022_21-10,,,https://list.am/en/item/18114618,,,
House,Stone,160 sq.m.,1,4,1,Available,1 spot,Major Renovation,700 sq.m.,,,,,,Armavir › Echmiadzin,"28,500,000 ֏",AMD,"Hurry! For sale: A 5-room private house in Voskehat with 805 square meters, with all utilities, a sewage system, drinking water, gas, light, solar water heater, basement, garage, large yard, large pavilion, orchard, the house is sold with all property and equipment.( (except zali khol)) the property is also sold separately, for details call the mentioned phone number.Translated from Armenian",Dec-12-2022_21-10,,,https://list.am/en/item/16391305,House is Finished,,
House,Bricks,84 sq.m.,1,3,1,,,Old Renovation,1940 sq.m.,,,,,,Armavir › Armavir,"$12,000",USD,"Call for details. Price is negotiable. There is a viber under my number, call the viber. Write I will answerTranslated from Armenian",Dec-12-2022_21-10,,,https://list.am/en/item/17223069,,,
House,Stone,500 sq.m.,2,6,3+,,,Partial Renovation,800 sq.m.,,,,,,"Թորոս Թորամանյանի փողոց, Երևան","$17,000",USD,"I am selling a two-story building near Zvartnots, the roof has been repaired, installed European windows, a door, separate apartments, with separate squares, with separate bathrooms, as much as the buyer wants.Translated from Armenian",Dec-12-2022_21-10,,,https://list.am/en/item/17214164,,,
House,Stone,780 sq.m.,2,7,1,,,Major Renovation,530 sq.m.,,,,,,Armavir › Echmiadzin,"$95,000",USD,Located in ZvardnotsFull of stoneThe cover is concrete2 floors7 roomsIt has 2 garages260 m2 greenhouseCall for detailsTranslated from Armenian,Dec-12-2022_21-10,,,https://list.am/en/item/18312171,,,
House,Stone,1200 sq.m.,1,5,2,Not available,3 or more spots,Partial Renovation,1000 sq.m.,,,,,,"Spandaryan Street, Vagharshapat","$210,000",USD,"I am the owner!A house of 1200 square meters is for sale in Etchmiadzin, very close to Yerevan. The frontage is 20 m, the house is close to schools and a kindergarten. The land has a blue sky, a green road, fertile soil, fruit trees: Apples, quinces, prickly pears, etc. It also has a well. It is fenced. Exchanged. Only with money. Call for questions.H. G. According to legend, there are treasures kept in a jar under one of the trees in the ground, but we won't give a hand, let it be yours again;))Translated from Armenian",Dec-12-2022_21-10,,Air conditioner,https://list.am/en/item/18653522,House is Finished,"Electricity, water supply, natural gas, sewerage","Barbecue oven, alarm system"
