Type,Floor Area,Furniture,Elevator,Location from the Street,Entrance,Lease Type,Minimum Rental Period,Prepayment,Utility Payments,Address,Price,Currency,Description,Datetime,Parking,Links,Construction Type
Industrial and Manufacturing,170 sq.m.,,,,,,,,,Yerevan › Kanaker-Zeytun,"200,000 ֏",AMD,"I am not a broker!The building is located in Zeytun, not far from the bread factory. The basement is 170 square meters. The walls are plastered and plastered. It is suitable for office, ice, mushroom, shiinshila production, warehouse, activities.Translated from Armenian",Nov-24-2022_22-13,,https://list.am/en/item/16357542,
Retail Space,12 sq.m.,,,,,,,,,"Աշխաբադի փողոց 11, Երևան","60,000 ֏",AMD,"Water, sewer currentTranslated from Armenian",Nov-24-2022_22-13,,https://list.am/en/item/18236185,
Everything Else,50 sq.m.,,,,,,,,,Yerevan › Malatia-Sebastia,"150,000 ֏",AMD,"Commercial space for rent. There is a box on the site, close to the APC shelterTranslated from Armenian",Nov-24-2022_22-13,,https://list.am/en/item/18044787,
Multifunctional Space,100 sq.m.,,,,,,,,,"Teryan street 65, Yerevan","800,000 ֏",AMD,"100 sq. M. Is for rent, suitable for any type of activity, it is gasified.Ventilation system (windshield) is installedTranslated from Armenian",Nov-24-2022_22-13,,https://list.am/en/item/16389563,
Retail Space,5 sq.m.,Not available,Not available,Other,Separate from the Street,Direct Lease,1 year,By Agreement,Not included,"Abovyan street 1, Yerevan","30,000 ֏",AMD,"Urgently for rent area on Abovyan street, in front of the Medical University, at the entrance of the building.Translated from Armenian",Nov-24-2022_22-13,,https://list.am/en/item/16068961,
Warehouse,5 sq.m.,Not available,Not available,Other,Common from the Street,Direct Lease,1 year,1 month,Not included,"Abovyan Highway, Yerevan","30,000 ֏",AMD,Շտապ ՏՐՎՈՒՄ։է Վ ԱՐԶՈՎ Տարածք Կենտրոնում Աբովյան Փողոցում Բժշկականի Դիմաց Շենքի մուտքի մեջ 7 քմ համար է պահեստի Կոշկակար ի եվ Ժամագործի համար,Nov-24-2022_22-13,,https://list.am/en/item/16697341,
Industrial and Manufacturing,60 sq.m.,Available,Not available,First Line,Separate from the Courtyard,Direct Lease,6 months,2 weeks,Not included,"Charents street, Yerevan","120,000 ֏",AMD,"Վարձով է տրվում հացի քարի փուռ։ Հնարավոր է օգտագործել նաև խմորեղենի ու այլ գործունեության համար։ Տեղում վաճառք կազմակերպելու հարակից տարածք ՉՈՒՆԻ։ Մինչ այժմ աշխատել է սալյարկայով։ Միգուցե հնարավոր է վերափոխել գազի, եթե անհրաժեշտ է։",Nov-24-2022_22-13,,https://list.am/en/item/15463180,
Office Space,22 sq.m.,,,,,,,,,"Estonakan street 12/1, Yerevan","200,000 ֏",AMD,Տրվում է վարձով - For Rent - Аренда,Nov-24-2022_22-13,,https://list.am/en/item/18337573,
Retail Space,10 sq.m.,,,,,,,,,"Frik Street 4, Yerevan","140,000 ֏",AMD,"A beautiful, newly renovated area is for rent at 4 Frick Street, near Saryan ր Demrchyan streets, in front of the European Union.Translated from Armenian",Nov-24-2022_22-13,,https://list.am/en/item/17442728,
Multifunctional Space,200 sq.m.,,,,,,,,,"Abovyan Str, Yerevan","$3,500",USD,Commercial space for rent on Absvyan street. All utilities are available.Translated from Armenian,Nov-24-2022_22-13,,https://list.am/en/item/17882438,
Industrial and Manufacturing,130 sq.m.,,,,,,,,,Yerevan › Ajapnyak,"150,000 ֏",AMD,"The area has very high ceilings, sewerage, bathroom, three-phase electricity.In front of the area, there is a large, free space, convenient for unloadingTranslated from Armenian",Nov-24-2022_22-13,,https://list.am/en/item/16870565,
Warehouse,40 sq.m.,,,,,,,,,"Charents 2 lane, Yerevan","100,000 ֏",AMD,Warehouses of 40 and 35 square meters are for rent near the Gnuni marketTranslated from Armenian,Nov-24-2022_22-13,,https://list.am/en/item/18082785,
Multifunctional Space,160 sq.m.,Not available,Not available,First Line,Separate from the Street,Direct Lease,1 year,2 months,Not included,"Artsakh avenue, Yerevan","450,000 ֏",AMD,"Multifunctional property near the intersection of Artsakh Avenue and Rostovyan Street2-storey building, 1st line, 160 sq. M. M.1st floor - 90 square meters, 1 bathroom2nd floor - 62 square meters,+ 50% mijnordavjarTranslated from Armenian",Nov-24-2022_22-13,,https://list.am/en/item/15083157,
Office Space,60 sq.m.,,,,,,,,,"Դավթաշեն 1-ին թաղամաս 10, Երևան","220,000 ֏",AMD,"A space for rent in Davtashen, line 1. Fully renovated, with all utilities. Call for detailed information.Translated from Armenian",Nov-24-2022_22-13,,https://list.am/en/item/18103670,
Office Space,60 sq.m.,,,,,,,,,Yerevan › Malatia-Sebastia,"150,000 ֏",AMD,Многофункциональная коммерческое / Офисное помишение.,Nov-24-2022_22-13,,https://list.am/en/item/17485481,
Automotive Service,72 sq.m.,Not available,Not available,Second Line,Common from the Courtyard,Direct Lease,2 months,1 month,Not included,"Bagratunyats Avenue, Երևան","180,000 ֏",AMD,"Suitable for everything. Shop, car wash, warehouse, workshop. Has permanent water, three-phase electricity, bathroom. Can be used as an office space.Translated from Armenian",Nov-24-2022_22-13,,https://list.am/en/item/15703770,
Retail Space,70 sq.m.,Not available,Not available,Second Line,Common from the Courtyard,Direct Lease,1 month,1 month,Not included,"Bagratunyats Avenue, Yerevan","180,000 ֏",AMD,"The area is great for everything. For a workshop, a shop, an office, three-phase current, constant water, a bathroom, a vegetable shop.Translated from Armenian",Nov-24-2022_22-13,,https://list.am/en/item/18258597,
Automotive Service,30 sq.m.,,,,,,,,,"Nor Aresh 50th street, Yerevan",$250,USD,"Newly renovated garage for rent or interest rate. Suitable for almost all types of car service. It is located on 50 Nor Aresh Street, near the cold water to the Erebuni Museum.Translated from Armenian",Nov-24-2022_22-13,,https://list.am/en/item/16049272,
Retail Space,25 sq.m.,,,,,,,,,"Fanarjyan 1st lane, Yerevan","150,000 ֏",AMD,The grocery store has a camera with all its belongingsTranslated from Armenian,Nov-24-2022_22-13,,https://list.am/en/item/17607080,
Office Space,130 sq.m.,Available,Not available,First Line,Common from the Courtyard,Direct Lease,1 year,2 months,Not included,Yerevan › Arabkir,"550,000 ֏",AMD,"The office is located on Tigranyan street, ERAZ district, in a non-residential buildingThe total area is 130 sq/mSuitable for any large office activityTranslated from Armenian",Nov-24-2022_22-13,,https://list.am/en/item/15529342,
Office Space,95 sq.m.,,,,,,,,,"Moskovyan street 28, Yerevan","600,000 ֏",AMD,"Office space for rentTumanyan ում In the section of Moskovyan streets, on the 2nd line, in the yard1st floor, 3 rooms, 95 sq / mCall for more detailsTranslated from Armenian",Nov-24-2022_22-13,,https://list.am/en/item/17587939,
Multifunctional Space,65 sq.m.,Not available,Not available,Second Line,Separate from the Street,Direct Lease,1 year,2 months,Not included,"Rubiniants street, Yerevan","400,000 ֏",AMD,Office space for rentNewly renovatedFor more information call:Translated from Armenian,Nov-24-2022_22-13,,https://list.am/en/item/17646936,
Office Space,38 sq.m.,,,,,,,,,Yerevan › Kentron,"300,000 ֏",AMD,"On Pushkini street, about 40 square meters of commercial space is for rent, provided with constant water, electricity and water heater, there is also a conditioner in the area.The area is located in the yard, line 2Translated from Armenian",Nov-24-2022_22-13,,https://list.am/en/item/15083141,
Office Space,1550 sq.m.,Not available,Available,First Line,Common from the Street,Direct Lease,3 years,3 months,By Agreement,"Արմենակ Արմենակյանի փողոց 9, Երևան","$9,500",USD,"Office premises for rent, 300 square meters. M. Between 1550 sq. M ($12 for 1 sq. M.) also the whole BuildingThe exterior works are almost finished, we will agree on the remaining unfinished works in short terms according to the wishes and requirements of the tenant. Every floor has a very beautiful view of the city, it has open and closed parking.It has a lot of billboard possibilities, which is very effective because the building is visible from many busy points of the city. The lease is for a long term. Depending on the size of the square footage of the leased area, there will also be taxes.Grasenyakin taracqnerGrasenyakin taraqSuitable for medical center, business center, hotel, bank or other activities.A 5-storey separate building is for rent.A room for rent with an area of 300 square meters. М-1550кв. М ($10 for 1 sq. М) Building completely for 9500.The external works are nearing the end, we can plan the internal works according to the requirements of the tenant. Each floor has a beautiful view of the city.Translated from Armenian",Nov-24-2022_22-13,,https://list.am/en/item/16673783,
Multifunctional Space,230 sq.m.,,,,,,,,,"Tsarav Aghbyuri Street, Yerevan","1,000,000 ֏",AMD,"A universal commercial space with an area of 230 sq/m is for long-term lease, located on the 1st floor of a newly built building.Translated from Armenian",Nov-24-2022_22-13,,https://list.am/en/item/17579868,
Office Space,200 sq.m.,,,,,,,,,"Hrachya Nersisyan street 10, Yerevan","4,500 ֏",AMD,"Տրվում է վարձով տարածք, արյունաբանականի դիմացը, նկուղային հարկ, 70 քմ և 130 քմ, հնարավոր է նաև մաս մաս առանձին մուտքերով, հարմար է ծրագրավորողների, մթերային խանութի, առևտրի, իրավաբանական գրասենյակի, հոսթելի, սննդի, խմորեղենի արտադրամասի և այլ գործունեությունների համար, շատ շարժուն տեղ է, 1 քմ տարածքի գինը 4500 դրամ էСдается помещение, перед ГЕМАТОЛОГИЧЕСКИЙ ЦЕНТР ИМ. ПРОФ. Р. ЕОЛЯНА, цокольный этаж, 68 кв. М և 125 кв. М часть с отдельными входами, подходит для программистов, торговли, юридической конторы, общежития, продуктов питания, кондитерской և другие виды деятельности, очень мобильные место",Nov-24-2022_22-13,,https://list.am/en/item/17456955,
Industrial and Manufacturing,350 sq.m.,,,,,,,,,"9-րդ փողոց 62Դ, Երևան","350,000 ֏",AMD,It is suitable for both storage and production. Three-phase current is available. Permanent water. The floor is tiled with cast iron tiles.Translated from Armenian,Nov-24-2022_22-13,,https://list.am/en/item/18245606,
