Type,Construction Type,Floor Area,Floors in the Building,Number of Rooms,Number of Bathrooms,Furniture,Garage,Renovation,Address,Price,Currency,Description,Datetime,Land Area,Appliances,Service Lines,Facilities,Links,Number of Guests,Children Are Welcome,Pets Allowed,Utility Payments,Prepayment,Amenities
House,Stone,260 sq.m.,2,5,2,,3 or more spots,Major Renovation,Lorri › Odzun,"$80,000",USD,"A two stored house is for sale in Odzun village. The living area of the house is 260 square meters (each floor is 130 square meters)On the ground floor there is a living room, a kitchen, a bathroom.On the second floor there are four bedrooms, a bathroom, a large balcony.The house is equipped with all communal facilities (water, gas, electricity, sewerage, own boiler house) and appliances.There is a house of 2000 sq. M. With seedlings, a basement of 30 sq. M., a garage of 44 sq. M. M:Translated from Armenian",Nov-25-2022_00-22,2000 sq.m.,,,,https://list.am/en/item/17504391,,,,,,
House,Stone,210 sq.m.,3,3,2,,,Euro Renovation,Lorri › Alaverdi,"$60,000",USD,"A 3-storey building with furniture and appliances is for sale. The 1st and 2nd floors are existing shops, the 3rd floor has 3 rooms. Apartment:The price is final.Translated from Armenian",Nov-25-2022_00-22,,,,,https://list.am/en/item/18353717,,,,,,
,Stone,1500 sq.m.,,4,,,,,"3rd lane 3rd street, Darpas","$15,000",USD,"1.5 հարկանի տուն իր 1500 քմ հողամասով։ Ունի ավտոտնակ, անասնաշենք, մշտական ջուր, գազ։ 1900 քմ վարելահող։",Nov-25-2022_00-22,,,,,https://list.am/en/item/15126779,,,,,,
House,Stone,300 sq.m.,2,8+,2,,,Partial Renovation,"Միչուրինի փողոց 22, Վանաձոր","$160,000",USD,"Two-storey stone house in Vanadzor. 6 rooms, garage and large plot.It has several large balconies, 2 bathrooms, parking for 4-5 cars.The total area is 700 square meters. M.:A wonderful opportunity to have your home, summer house or guest house to create a relaxing and comfortable environment.For details, please call the indicated phone number.Translated from Armenian",Nov-25-2022_00-22,300 sq.m.,,,,https://list.am/en/item/16532040,,,,,,
House,Stone,72 sq.m.,2,3,1,,,Old Renovation,"Debet district, Alaverdi","$12,000",USD,Двух этажное каждый этаж 72км,Nov-25-2022_00-22,,,,,https://list.am/en/item/17226022,,,,,,
House,Stone,80 sq.m.,2,2,1,,,No Renovation,"Սանահին Սարահարթ թաղամաս 3/2, Ալավերդի","$15,000",USD,"Sanahin district (village) 3rd street house 22, total area 1600 sq. M. It is a meter, there are 2 barns, it has water and և gas possibility, the area is spacious, it is also suitable for building a guest houseTranslated from Armenian",Nov-25-2022_00-22,1600 sq.m.,,,,https://list.am/en/item/17268549,,,,,,
House,Stone,365 sq.m.,3,7,2,Available,1 spot,Partial Renovation,"Agayan street 68, Vanadzor","$50,000",USD,"Three-storey private house, has a garage, a plot of land, for sale together with furniture.Translated from Armenian",Nov-25-2022_00-22,,,,,https://list.am/en/item/7379520,,,,,,
House,Stone,351 sq.m.,3,7,1,,,Major Renovation,"Բարեկամության փողոց 2Գ, Վանաձոր","$120,000",USD,"URGENT եռ A three-storey private house is for sale, together with the property. Can serve as a hostel. Price is negotiable.For more information, call the numbers belowTranslated from Armenian",Nov-25-2022_00-22,400 sq.m.,,,,https://list.am/en/item/17359366,,,,,,
House,Wooden,151 sq.m.,2,6,1,Not available,1 spot,Old Renovation,"Ակադեմիկոս Գևորգ Բ. Ջահուկյանի փողոց, Տաշիր","$16,000",USD,"A house for sale at Pushkini 111 (in front of the Police station, the website does not allow you to choose the correct address) 1st floor, basement (half-bathroom), where there is a bathroom. 6 rooms on the 2nd floor. There is a half-built garage and a boiler room on the plot.Translated from Armenian",Nov-25-2022_00-22,740 sq.m.,,,,https://list.am/en/item/18244300,,,,,,
House,Stone,63 sq.m.,2,3,1,Not available,3 or more spots,Old Renovation,"Tumanyan street, Alaverdi","$30,000",USD,"A house is for sale in Artsatsag village, Lori region, the holiday is two-storey, there are 3 basements on the first floor and a 3-room house with a balcony above. The house is located in the beginning of the village, close to Artsatsag gorge.Translated from Armenian",Nov-25-2022_00-22,60 sq.m.,,,,https://list.am/en/item/16706589,,,,,,
Country House,Cassette,51 sq.m.,1,2,1,,,Old Renovation,Lorri › Darpas,"10,000,000 ֏",AMD,"In the Darpas Yugoslav district of Vanadzor enlarged community.Address: Darpas 2 piholots, 3 lane, house 78/1.For sale: A 2-room Yugoslav cottage with a separate kitchen and bathroom, the total area is 50.4 square meters, it has water supply and electricity supply.Attached metal garage with box 23.6 square meters, next to the house 191 square meters.Livestock farm 40.8 square meters with 370 square meters orchard.Translated from Armenian",Nov-25-2022_00-22,191 sq.m.,,,,https://list.am/en/item/18147903,,,,,,
House,Stone,105 sq.m.,1,4,1,Not available,Not available,Old Renovation,Lorri › Stepanavan,"$9,500",USD,Дом находится село агарак. 5 минут из гораду. Расстояние из Степанавана 7км. Удобно для дачи и для жильё. Большой огород фруктовые деревья. Вада свет. Можно сделать газификация 10 мет расстояние. На вопросы позвоните. Можно и на WhatsApp,Nov-25-2022_00-22,2000 sq.m.,,,,https://list.am/en/item/15865435,,,,,,
House,Stone,100 sq.m.,1,5,1,Not available,1 spot,Partial Renovation,"Улица Максима Горького 1, Степанаван","6,700,000 ֏",AMD,Дом находится село Свердлов 9 км из города 5-8мн. Дорога асфальтированная до деревья. Очень удобное место рядом речка есть. Тихие соседи. Можно иИспользуется для дачи. Есть огород фруктовые деревья. Вода. Газ. Свет. Wi-fi. Гараж. Плюс 3 гектар пастбище это отдельная цена. Канализация. Для вопроса позвоните.Можно и на WhatsApp. Торг на месте,Nov-25-2022_00-22,1800 sq.m.,,,,https://list.am/en/item/15660980,,,,,,
House,Stone,1000 sq.m.,1,5,1,,,Euro Renovation,"Tavros 6-th street 1st lane, Vanadzor","$120,000",USD,"Վաճառվում է երկու սեփական առանձնատուն միևնույն տարածքում։Մեկը բնակելի բոլոր հարմարություններով, մյուսը կարելի է օգտագործել ցանկացած նպատակներով (խանութ, գեղեցկության սրահ և այլն) : Ունի մրգատու ծառերով հողատարածք և կից կառույց։Շինությունը գտնվում է ճանապարհի բանուկ հատվածում։Ունի երկու քարե մեծ ավտոտնակ։",Nov-25-2022_00-22,,,,,https://list.am/en/item/15729677,,,,,,
House,Stone,200 sq.m.,2,8+,1,,,No Renovation,Lorri › Gyulagarak,"11,000,000 ֏",AMD,It is very convenient to turn into a guest house. It needs cosmetic repairs. There is gas. Water. Percent. Sewer: . It is 20 meters away from the asphalt.Translated from Armenian,Nov-25-2022_00-22,1500 sq.m.,,,,https://list.am/en/item/17970867,,,,,,
House,Stone,700 sq.m.,2,4,1,By agreement,2 spots,Major Renovation,Lorri › Vanadzor,"$41,000",USD,"A two-story stone house is for sale. With. 700 sq. M area, of which 222 sq. M house area, 480 sq. M land area.Chemists 2nd street (Khimzavod)It has a corridor, living room, kitchen, 3 bedrooms, bathroom + toilet.The main entrance door is made of heavy iron.The kitchen and bathroom are tiled, the floor of the house is laminate.The windows are euro. Interior doors: New.The house is bright. 2 rooms on the 1st floor. 2 garages.It has internet, gas, electricity, hot and cold water.There is a bus, the stop is near the house. Write or call for details.Translated from Armenian",Nov-25-2022_00-22,700 sq.m.,,,,https://list.am/en/item/17560650,,,,,,
House,Stone,200 sq.m.,2,4,1,Not available,1 spot,Partial Renovation,Lorri › Margahovit,"$30,000",USD,"Partially renovated, has gas, water, electricity.Final price: $30,000Translated from Armenian",Nov-25-2022_00-22,5000 sq.m.,,,,https://list.am/en/item/17669192,,,,,,
House,Stone,120 sq.m.,1,3,1,,,Euro Renovation,"Խնկոյան փողոց 5, Սպիտակ","$40,000",USD,"《《《URGENT》》》 3-room apartment for sale, with all its amenities + land, call for detailsAddress: K. White50:00 p. MTranslated from Armenian",Nov-25-2022_00-22,1500 sq.m.,,,,https://list.am/en/item/18331282,,,,,,
Country House,Stone,156 sq.m.,2,5,1,Not available,Not available,No Renovation,"Աշոտաբերդի փողոց 19, Ստեփանավան","$19,000",USD,"A plot of land with a beautiful forest view is for sale in the upper part of Ashotaberd district. It has an asphalted road from the central road. A two-story building is built on it, the 1st floor is made of concrete and the 2nd floor is made of plywood. Provided with drinking water and electricity. For details, call the specified number. Owned.Translated from Armenian",Nov-25-2022_00-22,1600 sq.m.,,,,https://list.am/en/item/18074517,,,,,,
House,Stone,80 sq.m.,1,2,2,,,Old Renovation,Lorri › Alaverdi,"$10,000",USD,"It is located near the ""Russian school"". There is a room to add a room next to the house.It has an adjoining building, one with a bathroom (old but functioning)The second bathroom is completely new. There is a sewer.There is a gas plan, old gas pipes. You just have to apply again to connect.The house is for sale with property.EXCHANGE IS POSSIBLE WITH 1-ROOM APARTMENT IN ALAVERDI. DETAILS WILL BE DISCUSSEDTranslated from Armenian",Nov-25-2022_00-22,600 sq.m.,,,,https://list.am/en/item/16750345,,,,,,
House,Stone,"10,000 sq.m.",2,3,1,,,Partial Renovation,Lorri › Akhtala,"$15,000",USD,"Constant water, constant electricity, gas is documented, it remains to be connected.The church of St. Mariam Astvatsatsin in Akhtala is visible from the balcony of the house.The garden is fruitful.Details by call.Price is negotiable.Translated from Armenian",Nov-25-2022_00-22,1600 sq.m.,,,,https://list.am/en/item/17740469,,,,,,
House,Stone,126 sq.m.,2,4,1,,,Old Renovation,"Улица Прошяна 34, Степанаван","$45,000",USD,"A detached house with a living area of 126 square meters / one living room, three bedrooms, kitchen, dining room, bathroom and toilet / and a 600 square meter garden in the city of Stepanavan / one kilometer away from the forest/ is for sale or exchange. In the basement there is a garage, a functioning boiler room and a pantry. The house is gasified, water is available 24/7.Translated from Armenian",Nov-25-2022_00-22,600 sq.m.,,,,https://list.am/en/item/16274545,,,,,,
House,Stone,15 sq.m.,1,5,1,,,Partial Renovation,Lorri › Vanadzor,"$25,000",USD,A 5-room private house is urgently for sale in Vanachor.The price is negotiable.Translated from Armenian,Nov-25-2022_00-22,2 sq.m.,,,,https://list.am/en/item/18253672,,,,,,
Country House,Wooden,400 sq.m.,1,2,1,Not available,Not available,Old Renovation,"3rd lane 3rd street, Darpas","4,000,000 ֏",AMD,"The cottage is located in the 5th row of cottages in Vanadzor Gate community. The cottage has 2 rooms, has communal facilities, kitchen (+ кладовка), bathroom. There is a concrete pantry, bisetka, productive trees on the plot.Translated from Armenian",Nov-25-2022_00-22,400 sq.m.,,,,https://list.am/en/item/18238793,,,,,,
