Type,Construction Type,Floor Area,Floors in the Building,Number of Rooms,Number of Bathrooms,Renovation,Land Area,Number of Guests,Children Are Welcome,Pets Allowed,Utility Payments,Prepayment,Address,Price,Currency,Description,Datetime,Furniture,Garage,Amenities,Appliances,Links,Condition,Service Lines,Facilities
House,Stone,170 sq.m.,2,3,1,Euro Renovation,4200 sq.m.,,,,,,Gegharkunik › Artanish,"$30,000",USD,"Տունը վերանորոգված է, ունի 4200 քմ տարածք։ Լավ տեսարան դեպի Սևանա լիճը։ Վերնահարկը վերանորոգված է, կան եվրոլուսամուտեր, նաև կան տեսախցիկներ։Ոինի 3 գոմ՝ 90 քմ, 60 քմ և 50 քմ, կա ավտոտնակ՝ 20 քմ։ԱրտանիշԳրել կամ զանգահարել watsup ին։Անասնապահության գոմ դաչա ամառանոց ֆերմա։ նաև հնարավոր է վճարել մաս մաս փակովիПродаётся ферма с панорамным видом на озеро Севан. Общая площадь 42 сотки. С двухэтажным жилым домом, площадью 170м. Кв. На втором этаже сделан ремонт. Гараж 20м. Кв. На территории есть три отдельностоящих загона для скота (90м. Кв, 80м. Кв, 50м. Кв) Есть все условия для развития экотуризма. Севан սեվան sevanЗвонить на вотсап или по номеру 077",Dec-12-2022_21-10,,,,,https://list.am/en/item/15729205,,,
House,Stone,1500 sq.m.,1,2,1,Partial Renovation,,,,,,,"11st street, Khachaghbyur","$12,500",USD,"Urgent sale of own house in Khachaghbyur village, 2 large rooms, you can make 4 rooms, 3 windows, new euro in pictures, sepak house, 100 square meters, ТАН ГУИК ЕТ МИАСИНIt has a plot of land in front of the house of 1500 meters (15 sots), the water is constant inside the house, and outside, it also has cattle grazing.Translated from Armenian",Dec-12-2022_21-10,Available,Not available,,,https://list.am/en/item/15690835,House is Finished,,
House,Stone,154 sq.m.,2,4,1,No Renovation,1530 sq.m.,,,,,,"Գարեգին Նժդեհի փողոց, Ճամբարակ","7,000,000 ֏",AMD,"An old two-story house in Duakhtyk, 700-800 meters from the coast. Power, water and gas are off but running past the premises.Translated from Armenian",Dec-12-2022_21-10,Not available,Not available,,,https://list.am/en/item/18547268,House is Unfinished,,
House,Stone,600 sq.m.,3,8+,3+,Major Renovation,2000 sq.m.,,,,,,"Նալբանդյան փողոց 49, Սևան","$170,000",USD,"Own house for sale in Sevan district, Sevan city, own house with all its facilities.3 floors, one of which is a basement, each floor is 200 square meters.WaterGas:Heating with gas and wood stove.About one kilometer from the coast.800 meters from Harsnakar.For more information callCode 1040Translated from Armenian",Dec-12-2022_21-10,Available,1 spot,,,https://list.am/en/item/18397298,House is Finished,,
House,Stone,156 sq.m.,1,4,1,Old Renovation,866 sq.m.,,,,,,Gegharkunik › Tsakkar,"$13,000",USD,Газ. Свет. Вода.Translated from Armenian,Dec-12-2022_21-10,Available,1 spot,,,https://list.am/en/item/17169436,House is Finished,"Electricity, water supply, natural gas",
House,Stone,260 sq.m.,1,5,1,Euro Renovation,1200 sq.m.,,,,,,Gegharkunik › Gavar,"$30,000",USD,"Urgent sale of the house with its own plot of land with a garage and an additional building, which can be used for multi-purpose purposes.Large basement. The house has all the necessary facilities, a bathroom and a fully renovated bathroom. Only 1 room is not renovated. In short, a ready-to-live-in house.The house is in Karmirgyuh.Translated from Armenian",Dec-12-2022_21-10,Available,3 or more spots,,,https://list.am/en/item/18018331,House is Finished,,
House,Stone,120 sq.m.,1,4,1,Partial Renovation,,,,,,,Gegharkunik › Sevan,"$20,000",USD,"Own house for sale in Drakhtik village, 3 km from Lake Sevan, total area 2000 square meters, productive trees, there is a garage and cattle shed.Translated from Armenian",Dec-12-2022_21-10,,,,,https://list.am/en/item/18368666,,,
House,Stone,200 sq.m.,2,4,2,Cosmetic Renovation,757 sq.m.,,,,,,"Nairyan Street, Sevan town","$78,000",USD,"A private house for sale in the center of Sevan, Nairyan-Abovyan intersection.Soil 757 m/sq.The house is two-story, 200 m/sq. , with all utilities and heating system (BAXI)The front part of the plot is 24m.Suitable for any type of activity.Translated from Armenian",Dec-12-2022_21-10,Not available,Not available,,,https://list.am/en/item/16886613,House is Finished,,
House,Stone,350 sq.m.,2,5,1,No Renovation,1000 sq.m.,,,,,,Gegharkunik › Gavar,"$45,000",USD,"Продаю дом с земельным участком.Высота потолков 2,7 метра.Дом построен в 1997 году.Проведены вода, газ, электричество и т. Д.По всем вопросам звоните по номеру телефона)",Dec-12-2022_21-10,,,,,https://list.am/en/item/18268977,,,
House,Stone,110 sq.m.,1,4,1,Old Renovation,1600 sq.m.,,,,,,Gegharkunik › Nerkin Getashen,"$30,000",USD,"4-room house for sale IN LOWER GETASHINO For questions, you can call or write price @ negotiable, also possible exchange with a car Sprinter or minivanTranslated from Armenian",Dec-12-2022_21-10,Not available,Not available,,,https://list.am/en/item/14349481,House is Finished,,
House,Stone,120 sq.m.,1,3,1,Euro Renovation,500 sq.m.,,,,,,Gegharkunik › Chambarak,"12,500,000 ֏",AMD,"We are urgently selling a one-story country house in a park village with all utilities, if desired, we will leave the entire property to the beloved buyer.This country house is a ready-made business plan for operating a ""GUESTHOUSE"". For viewing or other questions, you can call the specified number at any time of the day.Translated from Armenian",Dec-12-2022_21-10,Available,3 or more spots,,"Air conditioner, fridge, stove, washing machine",https://list.am/en/item/15902892,House is Finished,"Electricity, water supply, natural gas, sewerage","Barbecue oven, gazebo"
House,Stone,550 sq.m.,4+,8+,3+,No Renovation,,,,,,,"Yerevanyan highway, Սևան","$60,000",USD,"Near Lake Sanaa, right in front of Geghama recreation area, a 4-storey stone house is for sale urgently, the roof is repaired, it is located at the beginning of the highway, a beautiful view of the lake opens from the window. It has constant water and three-phase electricity. In addition to a luxury house, it can also be used as a commercial area (hotel) Negotiable:Translated from Armenian",Dec-12-2022_21-10,,,,,https://list.am/en/item/12105063,,,
House,Stone,390 sq.m.,2,6,2,No Renovation,1400 sq.m.,,,,,,"Charents street 2, Sevan town","$70,000",USD,"A two-story detached house for sale, with all utilities, baxi heating system, constant hot and cold water, 2 bathrooms, attached semi-detached garage and adjacent building.Translated from Armenian",Dec-12-2022_21-10,Not available,1 spot,,,https://list.am/en/item/18622287,House is Finished,"Electricity, water supply, natural gas, sewerage","Barbecue oven, gazebo"
Country House,Stone,443 sq.m.,4+,7,3+,Partial Renovation,3600 sq.m.,,,,,,Gegharkunik › Tsovazard,"$230,000",USD,"The house is located in the area adjacent to the Sevan Gavar highway. It can serve as a guest house, restaurant. Wooden doors and windows are installed. There is artesian water at a depth of 53 meters. Call for more information.Translated from Armenian",Dec-12-2022_21-10,Not available,2 spots,,,https://list.am/en/item/18428772,House is Under Construction,,
House,Stone,700 sq.m.,2,5,3+,Major Renovation,,,,,,,Gegharkunik › Sevan,"$239,000",USD,"Sean City A newly built private house is for sale in the center of Sean. The house is fully renovated, has a beautiful yard.Translated from Armenian",Dec-12-2022_21-10,By agreement,3 or more spots,,,https://list.am/en/item/14742775,House is Finished,,
Country House,Stone,80 sq.m.,1,3,1,Designer Renovation,150 sq.m.,,,,,,"Sevan street, Yerevan","$40,000",USD,A house for sale in Sevan (Lavanda City. It is sold with all the property and equipment.Translated from Armenian,Dec-12-2022_21-10,Available,1 spot,,,https://list.am/en/item/18130896,House is Finished,,
House,Stone,200 sq.m.,2,4,1,Euro Renovation,800 sq.m.,,,,,,"Mikayelyan street, Yerevan","$40,000",USD,"A two-story private house is for sale in Gavar city on Mikayelyan street.It has 4 separate bedrooms on the second floor. On the first floor there is a kitchen, a pantry and a spacious living room. There is a bakery and a cattle shed in the yard. There is gas, water and electricity. There is a large garage and 600 meters of land in the back of the house. I will negotiate with a real buyer.URGENT!It is also available for rent.Call to rent.Translated from Armenian",Dec-12-2022_21-10,Available,3 or more spots,,,https://list.am/en/item/17335238,House is Finished,,
House,Stone,300 sq.m.,2,8+,2,Old Renovation,600 sq.m.,,,,,,"Կոմիտասի փողոց, Մարտունի","$59,000",USD,"Two-story stone house, Martuni, 300 sq. M. , plot 600m, with all utilitiesTranslated from Armenian",Dec-12-2022_21-10,Available,2 spots,,,https://list.am/en/item/18292441,House is Finished,"Electricity, water supply, natural gas, sewerage",
House,Stone,300 sq.m.,1,4,1,Old Renovation,,,,,,,Gegharkunik › Tsovagyugh,"$23,000",USD,"It has a rather large land, an orchard.1.16 ha of land, of which 0.66 ha is arable land, 0.5 ha is grassland.The house needs a thorough renovation.It has a basement, storage rooms, a barn.For details, please call.Translated from Armenian",Dec-12-2022_21-10,By agreement,Not available,,,https://list.am/en/item/16641197,House is Finished,,
House,Stone,261 sq.m.,2,6,1,Major Renovation,1200 sq.m.,,,,,,Gegharkunik › Gavar,"$95,000",USD,"Վաճառվում է առանձնատուն. Փողանակում միայն ու միայն համարժեք գույքի հետ! Տունը կառուցված է 2005 թվականին: Հողամասի ընդհանուր մակերես 1200 քմ: Տան մակերես 261 քմ. Տանը մնացել են միայն կոսմետիկ վերանորոգումները Լոգարանը վերանորոգված է. Մնացած ամեն ինչ արված է ամենաբարձր մակարդակի. Հատակը բարձրորակ կաղնե մանրահատակից է.Дом 2005 года постройки. Его общая площадь составляет 1200 квадратных метров. Площадь дома 261 кв. В доме остался только косметический ремонт, отремонтирован санузел. Все остальное сделано на высшем уровне. Пол - качественный дубовый паркет. Есть 45 деревьев",Dec-12-2022_21-10,,,,,https://list.am/en/item/16528837,,,
House,Stone,280 sq.m.,2,4,1,Old Renovation,,,,,,,Gegharkunik › Gavar,"$18,000",USD,"A two stored house is for sale on Nalbandyan street / Bandi district / Gavar city, which is in good condition. There is a barn next to the building, and a two-storey half-built building at the back.Price is negotiable.Translated from Armenian",Dec-12-2022_21-10,By agreement,1 spot,,,https://list.am/en/item/17241910,House is Finished,,
House,Stone,100 sq.m.,1,3,1,Old Renovation,,,,,,,Gegharkunik › Gavar,"$8,000",USD,A 3-room private house is for sale near the Russian schoolTranslated from Armenian,Dec-12-2022_21-10,,,,,https://list.am/en/item/18375403,,,
House,Stone,100 sq.m.,1,4,1,Partial Renovation,500 sq.m.,,,,,,"Roman street, Vardenis","$18,000",USD,It is possible to pay in installmentsTranslated from Armenian,Dec-12-2022_21-10,By agreement,Not available,,,https://list.am/en/item/18593563,,"Electricity, water supply, natural gas, sewerage",
House,Stone,250 sq.m.,2,5,1,Old Renovation,700 sq.m.,,,,,,Gegharkunik › Gavar,"$25,000",USD,Own house for sale in Hatsarat district of Gavar. Call for details.Translated from Armenian,Dec-12-2022_21-10,Available,1 spot,,,https://list.am/en/item/18443980,,,
Country House,Stone,73 sq.m.,1,3,1,Old Renovation,911 sq.m.,,,,,,Gegharkunik › Artanish,"$12,000",USD,"My house is located in the village of Artanish, the next village is 8 km from Shorzha. It is a residential house with hot and cold water. The village is gasified, the house is not. It is the house in front of the village administration. It has fruit trees: Apricot, apple, pear, cherry, samorina and others. A large plot has 911 square meters and 2 cattle sheds, which serve as storage. The living area is 72.5 m. It is 1-2 km away from the Sevan coast. The price does not include the garage. I am willing to listen to trade offers.Translated from Armenian",Dec-12-2022_21-10,,,,,https://list.am/en/item/18109162,,,
House,Stone,3000 sq.m.,1,3,1,Old Renovation,2800 sq.m.,,,,,,Gegharkunik › Shoghakat,"$20,000",USD,"It has 2 storerooms, a barn, a shed, an orchard. Close to Lake Sevan. Also available for rent.Translated from Armenian",Dec-12-2022_21-10,Available,1 spot,,,https://list.am/en/item/17439088,House is Unfinished,,
House,Stone,550 sq.m.,3,8+,2,No Renovation,600 sq.m.,,,,,,Gegharkunik › Sevan,"$42,000",USD,"Address city San Garegin Nzhdeh 1, next to the water supply system, all the communal facilities pass by, it is located near the school. For details, call the mentioned number.Translated from Armenian",Dec-12-2022_21-10,Not available,Not available,,,https://list.am/en/item/17215854,,,
House,Stone,300 sq.m.,2,6,1,Old Renovation,3000 sq.m.,,,,,,Gegharkunik › Jil,"$30,000",USD,"On the banks of Sevan, in the village of Jil, a private house is for sale, with its land for gardens and pastures (8 hectares) Call for details.Translated from Armenian",Dec-12-2022_21-10,,,,,https://list.am/en/item/18232850,,,
