Construction Type,New Construction,Elevator,Floors in the Building,Floor Area,Number of Rooms,Number of Bathrooms,Ceiling Height,Floor,Balcony,Renovation,Address,Price,Currency,Description,Datetime,Furniture,Number of Guests,Children Are Welcome,Pets Allowed,Utility Payments,Prepayment,Appliances,Window Views,Parking,Amenities,The House Has,Links
Stone,Yes,Not available,1.0,35 sq.m.,1.0,1,from 3 m,1.0,Not available,Euro Renovation,"Վահան Տերյանի փողոց 95/6, Գյումրի","15,000 ֏ daily",AMD,"Քաղաքի կենտրոնում, Սերգեյ Մերկուրովի տուն-թանգարանի (Ձիթողցոնց) հարևանությանբ Օրավարձով է տրվում 1 սենյականոց նորաոճ բնակարան։ Բնակարանը կահավորված է, ջեռուցվում է, խոհանոցում կա սպասք, անհրաժեշտ տեխնիկա։Կախված օրերից և բնակիչների քանակից հնարավոր է գնային փոփոխությունIn the city center near the house-museum of S. D. Merkurov, a new-fangled apartment is rented by the dayThe apartment has all the necessary equipment, furniture, heating and refreshment systemsDepending on the number of days and guests, the price can be changedВ центре города рядом дом-музей С. Д. Меркурова посуточно сдается в аренду новомодная квартираАпартамент имеет всю необходимую технику, мебель, системы отопления и освеженияВ зависимости от количества дней и гостей, цена может быть изменен",Nov-24-2022_17-54,,4,Yes,Yes,Included,By Agreement,,,,,,https://list.am/en/item/17575641
Stone,Yes,Not available,1.0,48 sq.m.,2.0,1,from 2.5 m,1.0,Not available,Euro Renovation,"Վահան Տերյանի փողոց 98, Գյումրի","15,000 ֏ daily",AMD,"2 bedroom house for rentin the city center, euro-renovated all utilitieswith facilities, euro-renovated2-bedroom house for rent in the city center, eurorenovationWith all the communal amenitiesTranslated from Armenian",Nov-24-2022_17-54,,5,Yes,Yes,Included,By Agreement,,,,,,https://list.am/en/item/18037510
Monolith,Yes,Not available,4.0,48 sq.m.,1.0,1,from 2.8 m,4.0,Open balcony,Cosmetic Renovation,"Квартал Муш 2 4/24, Гюмри","80,000 ֏ monthly",AMD,"Косметический ремонт, недвижомостью, и здается посуточно.",Nov-24-2022_17-54,Available,4,Yes,Yes,Not included,1 month,,,,,,https://list.am/en/item/18107442
Panels,No,Not available,5.0,50 sq.m.,1.0,1,from 2.5 m,1.0,Not available,Cosmetic Renovation,"Մուշ 2 թաղամաս 4/37, Գյումրի","80,000 ֏ monthly",AMD,Mush 2 apartment for rent with communal propertyTranslated from Armenian,Nov-24-2022_17-54,,3,Yes,No,Not included,6 months,,,,,,https://list.am/en/item/17799437
Stone,No,Not available,4.0,65 sq.m.,2.0,1,from 2.8 m,1.0,Open balcony,Cosmetic Renovation,"Gorki Street, Gyumri","10,000 ֏ daily",AMD,Квартира посуточно в городе Гюмри#Гюмри#квартира#здается#посуточно#hotel#,Nov-24-2022_17-54,,6,Yes,No,Included,By Agreement,,,,,,https://list.am/en/item/15503656
Stone,Yes,Not available,4.0,78 sq.m.,3.0,1,from 2.7 m,3.0,Closed balcony,Old Renovation,"Միխայիլ Սալտիկով-Շեդրինի փողոց 7Ա, Գյումրի","80,000 ֏ monthly",AMD,"2 + 1 room apartment for rent (Textile) in district 68. 1st floor, cable TV, gas, electricity, hot and cold water (24 hours), the bus stop is nearby. From the property: Sofa, table, wardrobe, bed, sink, gas stove, washing machine, refrigerator, cable TV, short term 100,000 AMD. (wifi) :Translated from Armenian",Nov-24-2022_17-54,By agreement,4,Yes,No,Not included,2 months,,,,,,https://list.am/en/item/17961376
Stone,Yes,Not available,4.0,48 sq.m.,1.0,1,from 2.8 m,1.0,Open balcony,Cosmetic Renovation,"Մուշ 2 թաղամաս 10/5, Գյումրի","150,000 ֏ monthly",AMD,Call for questionsTranslated from Armenian,Nov-24-2022_17-54,,8+,Yes,Yes,Not included,By Agreement,,,,,,https://list.am/en/item/13169142
Panels,No,Not available,4.0,80 sq.m.,3.0,1,from 2.75 m,3.0,Closed balcony,Designer Renovation,"Квартал Арагац-2 3, Гюмри","180,000 ֏ monthly",AMD,Без животныхТолько с семьейНе звоните пожалуйстаЕсть Whatsapp,Nov-24-2022_17-54,,3,No,No,By Agreement,Without prepayment,,,,,,https://list.am/en/item/18065434
Stone,Yes,Not available,4.0,86 sq.m.,3.0,1,from 2.7 m,3.0,Open balcony,Cosmetic Renovation,"Yerevan Highway, Gyumri","250,000 ֏ monthly",AMD,"Apartment for rentc. Gyumri-Yerevan highway3 rooms86 square meters area4/3rd floorCosmetically refurbishedFirst lineUtility with all amenitiesWith a heating systemWith property and equipmentRental price: AMD 250,000Code 1010Translated from Armenian",Nov-24-2022_17-54,,,,,,,,,,,,https://list.am/en/item/17464536
Stone,No,Not available,4.0,70 sq.m.,3.0,1,from 2.8 m,1.0,Not available,Cosmetic Renovation,"Արագած փողոց 3Ա, Գյումրի","25,000 ֏ daily",AMD,Apartment for daily rent with all utilities in the heart of the cityTranslated from Armenian,Nov-24-2022_17-54,,5,Yes,No,Included,By Agreement,,,,,,https://list.am/en/item/18064369
Stone,No,Not available,5.0,80 sq.m.,2.0,1,from 2.8 m,4.0,Open balcony,Cosmetic Renovation,"Shahumyan street, Gyumri","80,000 ֏ monthly",AMD,"Здается в аренду 2-х комнатная квартира в улице Гарегин улица Камо. Квартира ремонтированно,Природный газ, постоянная горячая и холодная вода.В квартире есть: Две спальни, ванная комната, туалет, кухня (посуда), стиральная машина-автомат, холодильник, газовая плита,Квартира комфортабельная и чистая.Translated from Armenian",Nov-24-2022_17-54,Available,4,Yes,Yes,Not included,1 month,"FRidge, washing machine, iron","YArd view, street view",,"TElevision, parking space",,https://list.am/en/item/18300800
Panels,No,Not available,4.0,56 sq.m.,2.0,1,from 2.7 m,3.0,Multiple balconies,Cosmetic Renovation,"Հաղթանակի պողոտա 4, Գյումրի","90,000 ֏ monthly",AMD,"Տրվում է վարձով բնակարան 2 սենյականոց, վերանորոգված, կահավորված, կոմունալ բոլոր հարմարություններով։Сдается 2-комнатная квартира с ремонтом, мебелью, всеми удобствами.",Nov-24-2022_17-54,,,,,,,,,,,,https://list.am/en/item/17530898
Stone,Yes,Not available,4.0,50 sq.m.,2.0,1,from 2.7 m,2.0,Not available,Euro Renovation,"Trdat Architector street 8ա, Gyumri","25,000 ֏ daily",AMD,"Օրավաձով բնակարան Գյումրի քաղաքի 58 թաղամասում:Տունը վերանորոգված է, ապահովված կոմունալ բոլոր հարմարություններով՝ մշտական տաք և սառը ջուր, անհատական ջեռուցման համակարգ։ Տանը առկա է անկողնային պարագաներ և սպիտակեղեն, սրբիչներ, սպասք, ամբողջությամբ կահավորված` Հեռուստացույց, WI-Fi սառնարան, լվացքի մեքենա:Дом в Гюмри, с евроремонтом, обеспечена всеми коммунальными удобствами: Постоянная горячая-холодная вода, индивидуальная система отопления. В доме есть постельное белье, полотенца, посуда, полностью меблирована: Телевизор, WI-Fi холодильник, стиральная машина.",Nov-24-2022_17-54,,3,Yes,No,Included,Without prepayment,,,,,,https://list.am/en/item/17419535
Stone,No,Not available,4.0,68 sq.m.,3.0,1,from 2.8 m,4.0,Open balcony,Major Renovation,"Լիսինյան փողոց 10/2, Գյումրի","150,000 ֏ monthly",AMD,"Կապիտալ նոր վերանորոգված, չբնակեցված, կոմունալ բոլոր հարմարություններով, ունի բաց պատշգամբ. Կահավորված, հարևանությամբ գտնվում է դպրոց, մանկապարտեզ, մթերային խանութններ",Nov-24-2022_17-54,,2,No,No,Not included,1 month,,,,,,https://list.am/en/item/18150937
Panels,No,Not available,5.0,120 sq.m.,3.0,1,from 2.6 m,4.0,Open balcony,Cosmetic Renovation,"Trdat Architector street 18, Gyumri","110,000 ֏ monthly",AMD,"Сдаётся трехкомнатная квартира на 4-м этаже 4-х этажного дома, в районе 58 в Гюмри.В квартире имеются:интернет Wi-Fi (4G +)все коммуникацииВ двух спальнях есть, шкаф двухместная кровать, стол в одном из спален. В зале есть диван с креслами, два стола со стульями и телевизор.На кухне стол, диван, стулья, холодильник и стиральная машина.100000 за месяц + депозит.Տրվում է բնակարան վարձակալություն կոմունալ բոլոր հարմարություններով, երկարաժամկետ բնակության համար (1 տարի և ավել) վարձակալության արժեքը 100000դրամ։",Nov-24-2022_17-54,Available,4,Yes,No,Not included,1 month,"FRidge, stove, washing machine, water heater","YArd view, street view",,"TElevision, internet",,https://list.am/en/item/18036326
Monolith,Yes,Not available,4.0,75 sq.m.,2.0,1,from 2.8 m,2.0,Open balcony,Euro Renovation,"Անի թաղամասի 3-րդ փողոց 1, Գյումրի","140,000 ֏ monthly",AMD,"The apartment is furnished, washing machine, refrigerator, TV, internet, all utensils, iron, electric kettle, vacuum cleaner, gas supply, all utilities, constant hot and cold water ․Translated from Armenian",Nov-24-2022_17-54,Available,3,Yes,No,Not included,2 months,,,,,,https://list.am/en/item/17209363
Stone,No,Not available,2.0,45 sq.m.,2.0,1,from 3.5 m,1.0,Not available,Cosmetic Renovation,Shirak › Gyumri,"120,000 ֏ monthly",AMD,Квартира находится возле вокзала. Գրեք կամ զանգեք նույն համարի watsapp-ին,Nov-24-2022_17-54,Available,4,Yes,No,Not included,1 month,,,,,,https://list.am/en/item/17982466
Panels,Yes,Not available,4.0,38 sq.m.,1.0,1,from 2.7 m,3.0,Not available,Partial Renovation,"Квартал Муш 2 4/32, Гюмри","55,000 ֏ monthly",AMD,"Արեւային կողմ, անհրաժեշտ պայմաններ կան, գեղեցիկ հարմարավետ բնակարանКвартира с солнечной стороной и необходимыми условиями.",Nov-24-2022_17-54,,,,,,,,,,,,https://list.am/en/item/17965164
Stone,Yes,Not available,4.0,56 sq.m.,2.0,2,from 2.8 m,4.0,Open balcony,Euro Renovation,Shirak › Gyumri,"140,000 ֏ monthly",AMD,The apartment will be free from the 1st of the monthTranslated from Armenian,Nov-24-2022_17-54,Available,3,Yes,No,Not included,By Agreement,,,,,,https://list.am/en/item/16740420
Monolith,Yes,Not available,4.0,44 sq.m.,1.0,1,from 2.7 m,1.0,Not available,Cosmetic Renovation,Shirak › Gyumri,"60,000 ֏ monthly",AMD,1-room apartment with all utilities c. In Gyumri.Translated from Armenian,Nov-24-2022_17-54,,,,,,,,,,,,https://list.am/en/item/18187850
Monolith,No,Not available,3.0,60 sq.m.,2.0,1,from 3 m,2.0,Open balcony,Cosmetic Renovation,"Aram Khachatryan Street 17, Gyumri","150,000 ֏ monthly",AMD,"A 2-room apartment of 60 square meters is for rent in Ani district. M. With an area located on the 2nd floor of a 4-storey residential building behind the Church. An iron door is installed, interior doors are made of wood, euro windows are installed. It is provided with round-the-clock water supply and gas supply. An individual heating system is installed. The bathroom and the kitchen are tiled. There is cable TV and internet. There are outdoor parking spaces for cars. All necessary shops are nearby.Translated from Armenian",Nov-24-2022_17-54,,3,Yes,No,Not included,1 month,,,,,,https://list.am/en/item/18236520
