Construction Type,New Construction,Elevator,Floors in the Building,Floor Area,Number of Rooms,Number of Bathrooms,Ceiling Height,Floor,Balcony,Furniture,Renovation,Address,Price,Currency,Description,Datetime,Appliances,Window Views,The House Has,Parking,Links,Number of Guests,Children Are Welcome,Pets Allowed,Utility Payments,Prepayment,Amenities
Stone,No,Not available,3,82 sq.m.,3,1,from 3 m,3,Multiple balconies,,Cosmetic Renovation,Lorri › Spitak,"$40,000",USD,"3-room apartment is for sale on the 3rd floor of a 3-storey stone building in Shahumyan street, Spitak city.The total area of the apartment is 82 square meters, the living room windows are evro, it has 2 balconies, which can be closed using as a small room. The building is a 20-year-old building, it differs from the rest of Spitak buildings by the cleanliness of its entrance, and the roof does not drip, it can be used on the whole surface of the house. There is a basement of about 6 square meters. School No. 3, a kindergarten, a supermarket and a pharmacy working till late in the evening are nearby.Translated from Armenian",Nov-25-2022_14-08,,,,,https://list.am/en/item/17396635,,,,,,
Stone,No,Not available,5,80 sq.m.,3,1,from 2.8 m,5,Open balcony,,Partial Renovation,"Tigran Mets Avenue 56, Vanadzor","$38,000",USD,"3-room apartment is for sale urgently on Tigran Mets 56/28, Vanadzor, on the 5th floor of a 5-storey building, with all communal facilities. Price is negotiable. Please call for detailsTranslated from Armenian",Nov-25-2022_14-08,,,,,https://list.am/en/item/17456914,,,,,,
Stone,No,Not available,5,77 sq.m.,3,1,from 2.7 m,3,Multiple balconies,,Designer Renovation,Lorri › Vanadzor,"$65,000",USD,"A fully renovated 3-room apartment is for sale in the center of Vanadzor. The apartment is very warm and bright, it is sold with full or partial ownership. A garage is also sold separately. It is sold urgently, call, see, let's make an agreement.Translated from Armenian",Nov-25-2022_14-08,,,,,https://list.am/en/item/18334597,,,,,,
Stone,No,Not available,5,57 sq.m.,3,1,from 2.7 m,5,Closed balcony,,Designer Renovation,Lorri › Vanadzor,"$27,000",USD,"A 2 by 3 equipped, renovated, beautiful, very sunny and warm apartment is for sale in the district in front of Vanadzor. Beautiful built-in furniture, which will remain if desired. Urgent sale, certain negotiable.Translated from Armenian",Nov-25-2022_14-08,,,,,https://list.am/en/item/18334342,,,,,,
Panels,Yes,Available,9,83 sq.m.,3,1,from 2.7 m,8,Open balcony,Not available,No Renovation,"Երևանյան խճուղի, Վանաձոր","7,000,000 ֏",AMD,"The apartment is airy, the elevator is workingTranslated from Armenian",Nov-25-2022_14-08,,,,,https://list.am/en/item/17487743,,,,,,
Stone,No,Not available,5,76 sq.m.,3,1,from 2.7 m,2,Open balcony,By agreement,Partial Renovation,"Տավրոսի 1-ին փողոց 36, Վանաձոր","$20,000",USD,"The apartment is located in Taron 4 district, has a basement, the apartment is partially cosmetically renovated, call for details. In case of a real buyer, it is negotiable.Translated from Armenian",Nov-25-2022_14-08,,,,,https://list.am/en/item/17903751,,,,,,
Stone,No,Not available,2,200 sq.m.,6,1,from 2.5 m,2,Open balcony,,Partial Renovation,Lorri › Aznvadzor,"$35,000",USD,Has Gum 230 square meters1st floor 100 square meters2nd floor 120 square metersTranslated from Armenian,Nov-25-2022_14-08,,,,,https://list.am/en/item/17697161,,,,,,
Stone,No,Not available,5,78 sq.m.,3,1,from 2.75 m,2,Open balcony,,Old Renovation,"Квартал Нерсисян 12, Ванадзор","10,000,000 ֏",AMD,"Меняю 3-х комнатную квартиру на однокомнатную (с доплатой) в Ванадзоре, Тарон и Базум не предлаґать.",Nov-25-2022_14-08,,,,,https://list.am/en/item/17311993,,,,,,
Stone,No,Not available,5,45 sq.m.,1,1,from 2.7 m,5,Closed balcony,,Euro Renovation,Lorri › Vanadzor,"$33,000",USD,"The apartment is located in Gr. On Lusavorich Street, it is in good condition, it has a heating system, it has been converted into 2 roomsTranslated from Armenian",Nov-25-2022_14-08,,,,,https://list.am/en/item/18330527,,,,,,
Stone,No,Not available,5,73 sq.m.,3,1,from 2.7 m,2,Closed balcony,,Cosmetic Renovation,Lorri › Vanadzor,"$35,000",USD,"The apartment is located in the Nersisyan district, it has a well-renovated, parquet floor, heating systemTranslated from Armenian",Nov-25-2022_14-08,,,,,https://list.am/en/item/18330440,,,,,,
Monolith,No,Not available,4,100 sq.m.,4,1,from 2.75 m,4,Multiple balconies,,Euro Renovation,"Մեքենաշինարարների 58, Վանաձոր","2,100,000 ₽",RUB,"A 4-room apartment is for sale in the beginning of Taron 4 district. The apartment is renovated, has 2 open and closed balconies. The windows are euro, the apartment is provided with heating, hot and cold water, the floor is completely wooden parquet, the bathroom is tiled.Yes, the front door has been replaced, it has a basement and a legally assigned garage space attached to the building, which has 2 wall panels. The apartment can be exchanged for a 1- or 2-room apartment for an additional fee. Call viber whatsapp. The apartment is also for rent.Translated from Armenian",Nov-25-2022_14-08,,,,,https://list.am/en/item/18229820,,,,,,
Stone,No,Not available,4,80 sq.m.,3,1,from 2.7 m,2,Closed balcony,,Old Renovation,"Shinararneri street, Vanadzor","$26,000",USD,"The apartment is located in the neighborhood next to the park, on Shinararner street. The walls of the building are made of stone and very thick. It is very airy, it has a large closed balcony. The parquet is made of red wood ված carefully preserved. The apartment is for sale together with the basement and garage in front of the building. The basement ակը the garage is located directly in front of the building են are visible from the balcony.Translated from Armenian",Nov-25-2022_14-08,,,,,https://list.am/en/item/17653493,,,,,,
Stone,Yes,Not available,2,2000 sq.m.,8+,1,from 2.7 m,2,Open balcony,Not available,No Renovation,"Միքաելյան փողոց 1, Ստեփանավան","$50,000",USD,"Two apartments are for sale, they are located on the same plot of landTranslated from Armenian",Nov-25-2022_14-08,,,,,https://list.am/en/item/18261619,,,,,,
Stone,No,Not available,5,1111 sq.m.,3,1,from 2.8 m,1,Open balcony,,Cosmetic Renovation,"Yerevan highway, Vanadzor","$21,000",USD,"The building is located on the main street. It is very close to the bus stop and shops, it is sunny, it has a basement.Translated from Armenian",Nov-25-2022_14-08,,,,,https://list.am/en/item/18328069,,,,,,
Monolith,No,Not available,4,49 sq.m.,2,1,from 2.8 m,1,Closed balcony,By agreement,Old Renovation,"Տարոն-3 թաղամաս 1/1, Վանաձոր","$12,000",USD,"The apartment is located in the 3rd district of Taron, there is a basement under the entire floor, there is a basement under the attic, it is also for rent.Translated from Armenian",Nov-25-2022_14-08,"FRidge, stove",,,OUtdoor parking,https://list.am/en/item/18213080,,,,,,
Stone,No,Not available,5,63 sq.m.,2,1,from 2.8 m,1,Closed balcony,Not available,Cosmetic Renovation,"Գրիբոեդովի փողոց 8, Վանաձոր","$23,000",USD,"A 2-room apartment is for sale on Griboyedov street in Bazum district, it has all utilities. The house has a basement. The house is newly renovated. It is close to bus stops, kindergarten, school, shops.Translated from Armenian",Nov-25-2022_14-08,,,,,https://list.am/en/item/17370829,,,,,,
Stone,No,Not available,3,70 sq.m.,3,1,from 2.7 m,3,Open balcony,Available,Euro Renovation,Lorri › Tashir,"8,500,000 ֏",AMD,"Apartment for sale c. On Schoolmen's street in Tashir, with all the property, possibly with a mortgage, the price is negotiableTranslated from Armenian",Nov-25-2022_14-08,,,,,https://list.am/en/item/17368607,,,,,,
Panels,No,Available,9,82 sq.m.,3,1,from 2.7 m,9,Closed balcony,,Partial Renovation,Lorri › Alaverdi,"$12,000",USD,3-room apartment is for sale in Alaverdi. The apartment has a closed balcony and storage.Translated from Armenian,Nov-25-2022_14-08,,,,,https://list.am/en/item/16630502,,,,,,
Stone,No,Not available,4,41 sq.m.,2,1,from 2.7 m,2,Open balcony,Available,Partial Renovation,"Agayan street 84, Vanadzor","$20,000",USD,Iron entrance doorTranslated from Armenian,Nov-25-2022_14-08,,,,,https://list.am/en/item/16519066,,,,,,
Monolith,Yes,Not available,5,64 sq.m.,2,1,from 2.8 m,2,Closed balcony,,Cosmetic Renovation,"ՔՇՀ-3 6, Վանաձոր","10,000,000 ֏",AMD,The house is in good condition.All utilities are availableTranslated from Armenian,Nov-25-2022_14-08,,,,,https://list.am/en/item/18037995,,,,,,
Panels,No,Not available,4,108 sq.m.,3,1,from 2.5 m,4,Open balcony,,No Renovation,Lorri › Tashir,"600,000 ₽",RUB,"The apartment has been transformed into 4 rooms, turned into 3, two bedrooms, a bathroom, a kitchen-dining room, the interior plaster is completely renewed, the floor is new concrete, without laminate, the interior decoration is not finished, the windows and exterior doors are euro. The power cords are completely new. The price is not negotiable.Translated from Armenian",Nov-25-2022_14-08,,,,,https://list.am/en/item/16639828,,,,,,
Panels,No,Not available,5,78 sq.m.,3,1,from 2.7 m,1,Closed balcony,,Old Renovation,"Երևանյան խճուղի 121, Վանաձոր","$22,000",USD,"27 apartments of 121 buildings are for sale. Good condition, old painting repair, plastic, parquet, there is electricity, water, gas, gas boiler, gas stove. It also has a spacious basement of 78 sq. M., it has small gardens in the front and back of the house, it is also possible to enlarge the rooms or build a garage, the house can also be rented out.Translated from Armenian",Nov-25-2022_14-08,,,,,https://list.am/en/item/18172351,,,,,,
Panels,No,Available,9,64 sq.m.,2,1,from 2.75 m,1,Closed balcony,,Euro Renovation,Lorri › Vanadzor,"$55,000",USD,"The apartment is euro-renovated, has a heating system, the floor is heated, it is for sale together with the property, it is completely new, nobody lived after the renovationTranslated from Armenian",Nov-25-2022_14-08,,,,,https://list.am/en/item/17196869,,,,,,
Stone,No,Not available,4,67 sq.m.,3,1,from 2.5 m,3,Closed balcony,,Cosmetic Renovation,"Տարոն-2 թաղամաս 10-1, Վանաձոր","$20,000",USD,"A 3-room apartment for sale in Vanadzor, Taron 2 district. On the 3rd floor of a 4-story building. The price is USD 20,000.Translated from Armenian",Nov-25-2022_14-08,,,,,https://list.am/en/item/17743664,,,,,,
Monolith,No,Not available,4,76 sq.m.,3,1,from 2.8 m,1,Open balcony,,Old Renovation,"Տարոն-4 թաղամաս 11, Վանաձոր","$16,000",USD,"For sale or exchange with a car imported to Armenia after 2018, apartment at Taron 4. For questions call votsap or viberTranslated from Armenian",Nov-25-2022_14-08,,,,,https://list.am/en/item/17896417,,,,,,
Panels,No,Available,9,80 sq.m.,3,1,from 2.75 m,2,Closed balcony,,Old Renovation,"Մովսես Խորենացի փողոց 1Г, Վանաձոր","14,500,000 ֏",AMD,"3-room apartment is for sale in Vanadzor, near the bus station, in the building of ""Smayl"" school. The apartment is located on the 2nd floor of a 9-storey panel building, it is in state condition. The location of the apartment is very comfortable, it has a view to the bus station and Russian church. Negotiable for a real buyer. I am the owner of the apartment, you can call for questions. Not for rent.Translated from Armenian",Nov-25-2022_14-08,,,,,https://list.am/en/item/17357052,,,,,,
Panels,No,Available,9,54 sq.m.,2,1,from 2.7 m,5,Not available,,Cosmetic Renovation,"Tigran Mets Avenue 21, Vanadzor","$40,000",USD,Дом находитьса в централной частьи города. Рядом с4 школи. В доме есть отопление. Поменени окна. В подезде ест шкаф. А внизу дома падвал.,Nov-25-2022_14-08,,,,,https://list.am/en/item/17778100,,,,,,
Stone,No,Not available,5,80 sq.m.,3,3+,from 3 m,5,Closed balcony,,Partial Renovation,"Улица Григора Нарекаци 2, Ванадзор","$28,000",USD,Urgent three-room apartment for sale in the third part of the district. Call for details.Translated from Armenian,Nov-25-2022_14-08,,,,,https://list.am/en/item/12627275,,,,,,
Stone,No,Not available,4,30 sq.m.,1,1,from 3 m,2,Open balcony,,Major Renovation,"Agayan street, Vanadzor","8,000,000 ֏",AMD,8000000 with all utilitiesTranslated from Armenian,Nov-25-2022_14-08,,,,,https://list.am/en/item/14494170,,,,,,
Monolith,No,Not available,5,90 sq.m.,3,1,from 3 m,2,Multiple balconies,By agreement,Old Renovation,"Квартал Тарон-2 22, Ванадзор","$25,000",USD,"Собственник. Продаю 3-х комнатную квартиру на 2- ом этаже, общая площадь 90 кв метра, есть гардеробная комната, 2 балкона, санузел и ванная раздельные, евро окна, новая входная дверь, постоянная вода, свет, газ счётчики установленны. Торг уместен",Nov-25-2022_14-08,,,,,https://list.am/en/item/18135634,,,,,,
Stone,No,Not available,5,75 sq.m.,3,3+,from 2.6 m,5,Open balcony,By agreement,Major Renovation,"Rustavi street 5, Vanadzor","$41,000",USD,The roof of the baxi roof has been repaired.Translated from Armenian,Nov-25-2022_14-08,,,,,https://list.am/en/item/15972022,,,,,,
Stone,Yes,Not available,5,80 sq.m.,3,1,from 3 m,3,Multiple balconies,,Cosmetic Renovation,Lorri › Vanadzor,"$30,000",USD,"The apartment is located in the 3rd part of Vanadzor district. On the 3rd floor of a 5-storey building. Number of rooms 3 + 1 The apartment is air-conditioned, has constant hot-cold water, gas. Price is negotiable: Depending on whether the product is inside or without the product. The house is in very good condition, newly renovated, uninhabited. For more details, call the mentioned phone number. I will exchange it with another house for a surcharge.Translated from Armenian",Nov-25-2022_14-08,,,,,https://list.am/en/item/16860462,,,,,,
Monolith,Yes,Available,9,51 sq.m.,2,1,from 2.8 m,8,Open balcony,,Major Renovation,Lorri › Vanadzor,"$21,500",USD,"Վաճառքը շտապ, առանց գույքի, նկար կլինի",Nov-25-2022_14-08,,,,,https://list.am/en/item/18209398,,,,,,
Stone,Yes,Available,1,100 sq.m.,2,1,from 2.6 m,1,Not available,Not available,No Renovation,Lorri › Stepanavan,"$15,000",USD,"Գտնվումե կենտրոնական փողոցի վրա, հետեվին ունի հողատարածք",Nov-25-2022_14-08,,,,,https://list.am/en/item/14132227,,,,,,
