Type,Floor Area,Address,Price,Currency,Description,Datetime,Prepayment,Utilities,Amenities,Links
Garage,23 sq.m.,Yerevan › Avan,"$12,000",USD,"A garage is for sale near building 18 of Charents district of Avan community. The dimensions of the garagelength 6.5 mwidth 3.5 mheight 2.5 mThe location of the garage is such that it has the possibility to park an additional second car, using the space of 6 meters in front.Translated from Armenian",Dec-12-2022_18-39,,,,https://list.am/en/item/18626052
Garage,20 sq.m.,"Shirak street 4-th lane, Yerevan","$6,000",USD,"It has a large basement, very convenient access from the streetTranslated from Armenian",Dec-12-2022_18-39,,,,https://list.am/en/item/18661988
Garage,27 sq.m.,"Shinararneri street, Yerevan","$6,500",USD,"Urgent sale, write for detailsTranslated from Armenian",Dec-12-2022_18-39,,Electricity,,https://list.am/en/item/18629996
Garage,27 sq.m.,"Derenik Demirchyan street, Yerevan","$20,000",USD,"With ownership certificate, stone concrete garage. Saryan Demerchyan excerpt. In the back of Saryan Zovk supermarket. Ability to increase.Translated from Armenian",Dec-12-2022_18-39,,,,https://list.am/en/item/17504545
Garage,40 sq.m.,"Գուսան Շերամի փողոց 11, Երևան","$10,800",USD,"A garage with an area of 40 sq. M. (7 m x 5.8 m) is for sale near Gusan Sheram 11 building in A2 district. There is water and sewerage in the garage. It has a safe roof. The inner area is divided into rooms by a wall, in case of removal of which 2 cars can be accommodated freely. The garage is densely surrounded by buildings. It is an ideal option to serve the area as a shop, beauty salon or any other service area. The garage is legally registered in the condominium քային in the community executive committee (not privatized) For details, call the mentioned phone number or write a personal letter. Exchange with a car is possible.Translated from Armenian",Dec-12-2022_18-39,,,,https://list.am/en/item/17051342
Garage,37 sq.m.,Yerevan › Avan,"$22,000",USD,"Stone garage, 37 square meters with iron gates. M. It has a basement of 19 square meters. M, yama. The price is negotiable.Translated from Armenian",Dec-12-2022_18-39,,Electricity,Video surveillance,https://list.am/en/item/18679103
Garage,150 sq.m.,"Avan-Arinj 2nd micro, Yerevan","$55,000",USD,"Two-storey garage in Avan-Arinj.The address of the land is available.Together with privatized land.The meaning of a garage, but it is possible to renovate a 3rd floor house.Two garages together with its basement.The basement can serve as a storage.Three yips are standing at the same time.Pictures and booklets are available.150 sq. M. More than a square meter.Call for questionsUrgent and less negotiable.There is water, electricity.Translated from Armenian",Dec-12-2022_18-39,,,,https://list.am/en/item/17862738
Garage,18 sq.m.,"Կենտրոնական փողոց, Երևան","$5,000",USD,"Garage for sale, call urgently for questionsTranslated from Armenian",Dec-12-2022_18-39,,,,https://list.am/en/item/18670229
Garage,36 sq.m.,"Արամ Խաչատրյան փողոց 6, Երևան","$7,500",USD,"A stone garage with a concrete roof is for sale, the area of one floor is 32-36 square meters. It is not privatized. There is also a basement.Translated from Armenian",Dec-12-2022_18-39,,,,https://list.am/en/item/9662704
Garage,150 sq.m.,"Avan-Arinj 2nd micro, Yerevan","$55,000",USD,"Two-storey garage in Avan-Arinj.The address of the land is available.Together with privatized land.The meaning of the garage, but you can freeze the house.Two garages together with its basement.The basement can serve as a storage.Three yips are standing at the same time.Pictures and property books are available.150 sq. M. More than M.Urgent and less negotiable.There is water, electricity...Translated from Armenian",Dec-12-2022_18-39,,,,https://list.am/en/item/17862725
Garage,32 sq.m.,"Vratsakan street 4-th lane, Yerevan","$21,000",USD,"A stone garage for two privatized cars is for sale. There is a sewer with shelves attached to the wall with iron constructions. Price is negotiable $ 21,000Translated from Armenian",Dec-12-2022_18-39,,,,https://list.am/en/item/16059854
Parking Space,18 sq.m.,"Nikoghayos Adonts street, Yerevan","$15,000",USD,"Adontz 4/3Parking is located near the entrance, not far from the elevator.Can also be rented.Translated from Armenian",Dec-12-2022_18-39,,,,https://list.am/en/item/18427176
Garage,20 sq.m.,Yerevan › Nor Nork,"1,400,000 ֏",AMD,"A garage is for sale in the 5th block of Nor Nork, near school 166. It is metal, legal.Translated from Armenian",Dec-12-2022_18-39,,,,https://list.am/en/item/18285551
Garage,18 sq.m.,"Ներքին Շենգավիթի 5-րդ փողոց 17Ա, Երևան","240,000 ֏",AMD,18 sq. M. 3 × 6 price @ negotiableTranslated from Armenian,Dec-12-2022_18-39,,,,https://list.am/en/item/17457008
Garage,32 sq.m.,"Vahram Papazyan street, Yerevan","$15,000",USD,"Stone garage for 2 cars, there is water and electricity - 3961.Translated from Armenian",Dec-12-2022_18-39,,,,https://list.am/en/item/16790370
Garage,30 sq.m.,"Արշակունյաց պողոտա 54/1, Երևան","$4,200",USD,"An iron garage with a stone wall, 5m wide and 6m long, is for sale near Arshakunyats 54/1, currently rented. Only real buyers, this price is for this month only.Translated from Armenian",Dec-12-2022_18-39,,,,https://list.am/en/item/16081240
Garage,22 sq.m.,"Sisakyan street 22, Yerevan","$4,000",USD,"An iron garage is for sale, located at 22 Sisakyan street, between the newly constructed building, Sisakyan and Shinarerner streets. School #94 is located next door.The total area is 22 square meters.Please call the Whatsapp and Viber numbers after 7 pm.Translated from Armenian",Dec-12-2022_18-39,,,,https://list.am/en/item/18366500
Garage,68 sq.m.,"Զորավար Անդրանիկի փողոց, Երևան","21,500,000 ֏",AMD,The garage is privateIt has 2 gates and a door at the back which opens onto a fenced plot of 5m2Translated from Armenian,Dec-12-2022_18-39,,,,https://list.am/en/item/18109366
Garage,18 sq.m.,"Դավթաշեն 2-րդ թաղամաս 33, Երևան","$6,000",USD,"A stone garage for sale, 18 square meters renovated, with the possibility of lightDavidashen 2nd district in yard 33Exchange for a carprice is final, non-negotiableWill be leased but temporary until sold.The rental price is 25,000 AMDTranslated from Armenian",Dec-12-2022_18-39,,,,https://list.am/en/item/18324618
Garage,130 sq.m.,"Vratsakan 2-nd lane, Yerevan","30,000,000 ֏",AMD,"Privatized garage (storage room, workshop) capital building for sale. Opportunity to build a second floor. It is a multifunctional building. There is water. Electricity. Tonir. Built-in cabinets.Translated from Armenian",Dec-12-2022_18-39,,,,https://list.am/en/item/16874340
Garage,22 sq.m.,"Vratsakan street, Yerevan","7,000,000 ֏",AMD,Privatized garage for sale. Stone capital building. Built-in wardrobes. Tiled yama. Refractory brick stove (barbecue) euro repaired. There is electricity. Can be used for other purposesTranslated from Armenian,Dec-12-2022_18-39,,,,https://list.am/en/item/16972214
Garage,48 sq.m.,"Ազատության պողոտա 2-րդ նրբանցք 4, Երևան","$35,000",USD,Concrete and two-storyTranslated from Armenian,Dec-12-2022_18-39,,,,https://list.am/en/item/18580802
Garage,27 sq.m.,Yerevan › Avan,"$1,900",USD,"A two-seater metal garage is for sale, the garage is located in the city of Yerevan, in the community of Avan. The garage is sold without a license, so you have to move.Length - 6.22 mWidth - 4.45 mThere are no barriers to transferFor details, you can call the indicated phone numbers.Negotiable.Translated from Armenian",Dec-12-2022_18-39,,,,https://list.am/en/item/16555580
Garage,18 sq.m.,"Sebastia Street 16, Yerevan","$6,000",USD,"Hurry! Hurry! Hurry! Stone double garage, parking for two cars, spacious, polka dot garage for tools. It is located on Sebastia Street, near the bank intersection.Translated from Armenian",Dec-12-2022_18-39,,,,https://list.am/en/item/16831921
Garage,22 sq.m.,"Lepsius 2-nd street 14, Yerevan","$5,500",USD,"A garage is for sale in Kanaker Zeytun administrative district, Lepsius 2, 14 streetIt is registered in the district administration, electricity is available, exchange is possible, it is urgently soldTranslated from Armenian",Dec-12-2022_18-39,,,,https://list.am/en/item/18154460
Garage,23 sq.m.,"Avan-Arinj 1st micro, Yerevan","$15,000",USD,"Garage for sale in Avan Arinj, next to 2/4 building, cool with supermarket, the garage is privatized, with communal facilities, garage with coolTranslated from Armenian",Dec-12-2022_18-39,,,,https://list.am/en/item/15853930
Garage,,"Davidashen 2-nd block, Yerevan","$15,000",USD,Ավտոտնակ նախատեսված 2 մեքենայի համար: Ավտոտնակը գտնվում էր 192 դպրոցի ետնամասում: Գինը սակարկելի է: Հարցերի համար զանգահարել նշված հեռախոսահամարներով։,Dec-12-2022_18-39,,,,https://list.am/en/item/15575638
Garage,30 sq.m.,Yerevan › Nubarashen,"$4,000",USD,"11 փողոց 12 շենքի հարեվանությամբ, ունի պադվալ",Dec-12-2022_18-39,,,,https://list.am/en/item/16220253
Garage,30 sq.m.,"Hanrapetutyan Street, Yerevan","$28,000",USD,"Urgently for sale or rent, a stone garage in the center, the garage is owned, I have a certificate of ownership, there is a yam in the garage, for details, call the indicated phone number.Translated from Armenian",Dec-12-2022_18-39,,,,https://list.am/en/item/16828213
Garage,22 sq.m.,"Հայկ Գյուլիքևխյանի փողոց, Երևան","$5,300",USD,"K. Yerevan, Gülikekhvyan street 25/2 building, 1 garage.Stone garage 22.2 square meters.There is a certificate of ownership.NegotiableTranslated from Armenian",Dec-12-2022_18-39,,,,https://list.am/en/item/18204127
Garage,21 sq.m.,Yerevan › Shengavit,"$2,000",USD,Located in Aeration community.Translated from Armenian,Dec-12-2022_18-39,,,,https://list.am/en/item/18412586
Garage,300 sq.m.,"Հարավ Արևմտյան Բ2 թաղամաս 91, Երևան","$27,000",USD,"I am selling a residential area, a garage, a detention center, a spare part, etc. , you can use it as you like. We have water, electricity and sewerage. The entire area is surrounded by thick concrete walls. Inside there are storage containers of different sizes, living space. The documents are in progress but not ready yet, we are waiting. Bangladesh Block B2 Adjacent to Building 91Translated from Armenian",Dec-12-2022_18-39,,,,https://list.am/en/item/18572243
Garage,19 sq.m.,"Հրաչյա Քոչարի փողոց 7, Երևան","5,000,000 ֏",AMD,"Շտապ վաճառվում է քարից ավտոտնակ Հրաչյա Քոչար 7 շենքի - Գյուլբենկյան 29ա շենքի բակում:Ավտոտնակը 19 քմ. Է,Срочно продается каменный гараж во дворе дома Грачья Кочара 7 - дом Гюльбенкян 29а.Гараж 19 кв. М,Urgent stone garage for sale in the yard of Hrachya Kochar 7 building - 29a Gyulbenkyan building.The garage is 19 sqm",Dec-12-2022_18-39,,,,https://list.am/en/item/15754875
Garage,20 sq.m.,"Estonakan street, Yerevan","$2,100",USD,Garage near the builders' police building a2-059Translated from Armenian,Dec-12-2022_18-39,,,,https://list.am/en/item/16100873
Garage,24 sq.m.,"Quchak block 15, Yerevan","$8,000",USD,"Սեփականաշնորած, մանրամասների համար զանգահարել",Dec-12-2022_18-39,,,,https://list.am/en/item/16758687
Garage,18 sq.m.,"Bashinjaghyan street 2-nd lane, Yerevan","$14,000",USD,"Garage for sale, Bashinjaghyan 2nd lane, 18 square meters, basement 18.Translated from Armenian",Dec-12-2022_18-39,,,,https://list.am/en/item/18541021
Garage,18 sq.m.,"Hanrapetutyan Street 62, Yerevan","$20,000",USD,"Parking garage in the yard of the Republic building 62, privatized, monolithic concreteTranslated from Armenian",Dec-12-2022_18-39,,,,https://list.am/en/item/18457193
Garage,100 sq.m.,"Nubarashen 11 street, Yerevan","$10,000",USD,20 square meters with basement. Exchange for a carTranslated from Armenian,Dec-12-2022_18-39,,,,https://list.am/en/item/17554848
Garage,18 sq.m.,"Gyulbenkyan street, Yerevan","$8,000",USD,"Подземный каменный гараж под зданием Сундукян 7/4, вход со стороны ул. Гюлбенкяна. Без посредника.",Dec-12-2022_18-39,,,,https://list.am/en/item/18079509
Garage,24 sq.m.,"Bashinjaghyan street 180, Yerevan","$7,000",USD,Վաճառվում է 3մх8մ վերանորոգված ավտոտնակ ունի լույս ջուր կոյուղի 11կվարտալ բաշինջաղյան180 եվ182շենքերի միջնամասում թղթերը ներկայացվել է սեփականաշնոհման,Dec-12-2022_18-39,,,,https://list.am/en/item/15596742
Garage,22 sq.m.,Yerevan › Arabkir,"$5,500",USD,"UrgentGarage privatized, land for rent. 22 sq. M. In front of Komitas 22 building. Near UrartuTranslated from Armenian",Dec-12-2022_18-39,,,,https://list.am/en/item/16273630
Garage,18 sq.m.,"Avan-Arinj 2nd micro, Yerevan","$8,000",USD,The garage is privatized. It has a yamka. There is waterTranslated from Armenian,Dec-12-2022_18-39,,,,https://list.am/en/item/18525092
Garage,18 sq.m.,"Սաֆարյան փողոց 6, Երևան","4,200,000 ֏",AMD,"Garage for sale or tradeStone garage in the 1st block of Nor NorkNear Mercedes Service, Megamall, MarketHas...Iron doorconcrete coverownership certificateaddress: 6 S. Safaryan str. Garage 6:Will also trade for a 2013 or higher economy carTranslated from Armenian",Dec-12-2022_18-39,,"Electricity, electric car charging",,https://list.am/en/item/18236174
Garage,20 sq.m.,"Galshoyan street 38, Yerevan","4,000,000 ֏",AMD,Stone garage iron doorTranslated from Armenian,Dec-12-2022_18-39,,,,https://list.am/en/item/18623725
