Construction Type,New Construction,Elevator,Floors in the Building,Floor Area,Number of Rooms,Number of Bathrooms,Ceiling Height,Floor,Balcony,Furniture,Renovation,Amenities,Appliances,Window Views,Number of Guests,Children Are Welcome,Pets Allowed,Utility Payments,Prepayment,Address,Price,Currency,Description,Datetime,The House Has,Parking,Links
Monolith,Yes,Available,12,32 sq.m.,1,1,from 3 m,8,Not available,Available,Designer Renovation,,,,2,No,No,By Agreement,2 weeks,"Օլիմպիադիայի փողոց 8, Ծաղկաձոր","20,000 ֏ daily",AMD,(In Tsakhkadzor without intermediaries) Kechi House N199 invites you to spend your vacation in this newly built apartment * Located next to the Sports Base and Mori Plaza * 2.5 km from the Ropeway * All amenities are available. * In case of booking 3 days and more there will be discounts Accommodation can accommodate up to 4 people Check in 14.00. Check out 12.00:Translated from Armenian,Nov-24-2022_16-44,,,https://list.am/en/item/17472774
Monolith,Yes,Not available,2,70 sq.m.,4,2,from 3.5 m,2,Not available,,Designer Renovation,,,,,,,,,Kotayk › Nor Hachen,"350,000 ֏ monthly",AMD,Apartment for rent with all utilitiesWiFi air conditioning: Beautiful garden viewTranslated from Armenian,Nov-24-2022_16-44,,,https://list.am/en/item/18020487
Monolith,Yes,Available,8,48 sq.m.,2,1,from 3 m,2,Open balcony,Available,Designer Renovation,,,,4,Yes,No,Included,By Agreement,Kotayk › Tsakhkadzor,"17,000 ֏ daily",AMD,"Ծաղկաձորում, առամց միջնորդի վարձով է տրվում 2 սենյականոց բնակարան նորակառույց բազմաֆունկցիոնալ Ալվինա կոմպլեքսում (Alvina complex) ։ Բնակարանը անբողջությամբ կահավորված է և նախատեսված է ընտանեկան հաճելի հանգստի համար։ Ունի բաց պատշգամբ, որից բացվում է գեղեցիկ տեսարան։ Գործում է 3 վերելակ։ Տարածքում է գտնվում Ծաղկաձորի բոլոր գեղատեսիլ վայրերը՝ Կեչարիս եկեղեցին, ճոպանողին, զիպլայն, սպորտբազան, Յասաման և Փուռ ռեստորանները, դեղատուն, խանութներ և այլն։Բնակարանում առկա է՝*երկտեղանոց մահճակալ,*բազմոց, որը բացվում է*սմարթ հեռուստացույց*լվացքի ավտոմատ մեքենա*սառնարան,*միկրոալիքային վառարան*էլետրական պլիտա,*թեյնիկ,*խոհանոցային և անկողնային անհրաժեշտ պարագաներ,*ջեռուցում,*ապահովված է տաք և սառը ջրով,*Wi-FiԿախված օրերի քանակից հնարավոր են զեղչեր։Քաղաք Ծաղկաձոր, City Tsaghkadzor, город Цахкадзор.В новом жилом комплексе в Цахкадзоре сдается в аренду 2-х комнатная квартира (48кв. М.) с болконом видом на горы и леса. Имеются все удобства. В Цахкадзоре- 35минут от Еревана. Это аппартамент 5 звездочного оттелья.Квартира находится рядом с церковью Кечарис. Квартира недавно отремонтирована в 2022г. Имеется двуспальная кровать, а так же в основной комнате установлен диван-кровать. Предусмотрены все удобства для полноценного проживания.-Apartment for rent (for 3-4persons) in the Tsaghkadzor, near the church Kecharis. The apartment is newly (2022) There is a bedroom for two, and a sofa for two persons.#Tsaghkadzor_Alvina_ComplexՀյուրանոցՀյուրատունՕրավարձՆորակառուցՇենքՀամալիրՀանգստյան գոտի",Nov-24-2022_16-44,,,https://list.am/en/item/18365449
Panels,No,Available,9,92 sq.m.,4,1,from 3 m,4,Closed balcony,,Partial Renovation,,,,,,,,,"Sevani street, Abovyan","160,000 ֏ monthly",AMD,"Տրվում է վարձով 4 սենյականոց բնակարան Աբովյան քաղաքի լավագույն հատվածներից մեկում (Աբովյան Սուպերմարկետի հետևի հատվածում)Բաղնիք, զուգատանը կապիտալ վերանբրոգվածՄնացածը պետական վիճակառանց բաքսի համակարգիՏրվում է նաև կարճաժամկետԶանգահարել",Nov-24-2022_16-44,,,https://list.am/en/item/18364651
Monolith,Yes,Available,8,50 sq.m.,2,1,from 3 m,4,Open balcony,Available,Major Renovation,,,,4,Yes,No,Not included,2 months,Kotayk › Tsakhkadzor,"$1,000 monthly",USD,"Վարձով է տրվում գեղեցիկ դիզայնով բնակարան նորակառույց շենքում• 1 ննջարան,• հյուրասենյակ,• Կահույք, տեխնիկա• Սպասք, անկողնային պարագաներ,• խաղահրապարակ• ինտերնետ wi-fi,• ավտոկայանատեղի 24 ժամյա հսկողությամբ,2 սենյակ - 50 m2 – 4/8 հարկԿարող է տեղավորել մինչև 4 անձԱնցկացրեք ձեր հանգիստը գեղատեսիլ Ծաղկաձորում։Ամրագրելու համար զանգահարել նախապես:Հնարավոր է նաեւ երկարաժամկետ մատչելի գնով։_Красиво оформленная квартира сдается в новостройке.• 1 спальня,• гостинная,• Мебель, техника• Посуда, постельное белье,• Игровая площадка• wi-fi интернет,• Круглосуточный контроль парковки;2 комнаты - 50 м2 – 4/8 эт.Вмещает до 4 человекПроведите отпуск в прекрасном Цахкадзоре.Звоните заранее, чтобы сделать заказ._An apartment with amazing design is for daily rent in the newly built.• 1 bedroom• Living room• Furniture, equipment• Kitchenware, bedding• Playground• Wifi internet• 24-hour parking with security• 2 rooms of 50sq m, 4 floor of 8.• For up to 4 peopleArrange your rest in picturesque Tsaghladzor.Please call for reservations",Nov-24-2022_16-44,,,https://list.am/en/item/17494450
Monolith,Yes,Available,8,50 sq.m.,2,1,from 3 m,3,Open balcony,Available,Designer Renovation,"TElevision, air conditioner, internet, parking space","FRidge, stove, microwave, coffee maker, washing machine, water heater, iron","YArd view, park view",4,Yes,No,Included,By Agreement,Kotayk › Tsakhkadzor,"17,000 ֏ daily",AMD,"(WITHOUT INTERMEDIARY)Suit Rest Tsaghkadzor invites newlyweds (and not only) to spend your vacation in this newly built apartment.* It is located next to Sportbaza and Mori Plaza.Distance from the center - 800 m, from Kecharis Church - 500 m, from Shangri-La Casino - 300 m, from the cable car - 2.5 km.* 1 bedroom (double bed)* If you book 3 days or more, there will be significant discounts* preferred destination for newly married couples* Centralized heating* Constant hot and cold water* Dishes, bedding* household items* TV, wi-fi + TV Ucom* free of charge* folding sofa* there are 3 elevators 3 elevators* parking lotP. S. It is a priority for us.1. The comfort of our guests2. Purity3. The warmth and your smile.The house can accommodate up to 4 people overnight.* There will be discounts for 3 or more daysCheck in (entrance) – 13:00Check out - 11:00We will be happy to ensure your comfortable and pleasant stay.All the beautiful places of Tsaghkadzor are located in the area: Kecharis church, ropeway, zipline, sports base, ""Panarama"", ""Yasaman"" and ""Pur"" restaurants, pharmacy, shops, etc.* The apartment is very bright, has a beautiful view of the beautiful nature.City Tsaghkadzor, City Tsaghkadzor, город Цахкадзор. Hotel, Alvina complex.The guest houseDaily wageNew constructionA buildingComplexRestTranslated from Armenian",Nov-24-2022_16-44,"COncierge, playground",OUtdoor parking,https://list.am/en/item/18074573
Monolith,Yes,Available,8,52 sq.m.,2,1,from 3 m,3,Open balcony,Available,Designer Renovation,,,,4,Yes,No,Included,By Agreement,Kotayk › Tsakhkadzor,"17,000 ֏ daily",AMD,"(WITHOUT INTERMEDIARY)Suit Rest Tsaghkadzor invites newlyweds (and not only) to spend your vacation in this newly built apartment.* It is located next to Sportbaza and Mori Plaza.Distance from the center - 800 m, from Kecharis Church - 500 m, from Shangri-La Casino - 300 m, from the cable car - 2.5 km.* 1 bedroom (double bed)* If you book 3 days or more, there will be significant discounts* preferred destination for newly married couples* Centralized heating* Constant hot and cold water* Dishes, bedding* household items* TV, wi-fi + TV Ucom* free of charge* folding sofa* there are 3 elevators 3 elevators* parking lotP. S. It is a priority for us.1. The comfort of our guests2. Purity3. The warmth and your smile.The house can accommodate up to 4 people overnight.* There will be discounts for 3 or more daysCheck in (entrance) – 13:00Check out - 11:00We will be happy to ensure your comfortable and pleasant stay.All the beautiful places of Tsaghkadzor are located in the area: Kecharis church, ropeway, zipline, sports base, ""Panarama"", ""Yasaman"" and ""Pur"" restaurants, pharmacy, shops, etc.* The apartment is very bright, has a beautiful view of the beautiful nature.City Tsaghkadzor, City Tsaghkadzor, город Цахкадзор. Hotel, Alvina complex.The guest houseDaily wageNew constructionA buildingComplexRestCode AlvinaTranslated from Armenian",Nov-24-2022_16-44,,,https://list.am/en/item/18151498
Monolith,Yes,Available,8,86 sq.m.,3,2,from 3.5 m,8,Open balcony,,Designer Renovation,,,,5,Yes,No,Not included,1 month,Kotayk › Tsakhkadzor,"$1,100 monthly",USD,"Brand new luxury 2 level 2 + 1 bedroom apartment in Tsakhadzor. Top floor panoramic view. European appliances, fridge, stove, dishwasher, washing machine, 65 sm Samsung smart TV. 1 double bed, 2 single beds and a sofa bed. Apartment is very clean. Available for long or short term. Rent for $1100/month.Совершенно новая роскошная 2-х уровневая 2 + 1 комнатная квартира в Цахкадзоре. Панорамный вид, верхний этаж. Техника европейская, холодильник, плита, посудомойка, стиральная машина, смарт ТВ Самсунг 65 см. 1 двуспальная кровать, 2 односпальные кровати и диван-кровать. Квартира очень чистая. Сдается на длительный или короткий срок -$1100/monthԲոլորովին նոր շքեղ 2 հարկանի 2 + 1 սենյականոց բնակարան Ծաղաձորում։. Վերին հարկի համայնապատկերային տեսարան. Եվրոպական տեխնիկա, սառնարան, վառարան, աման լվացող մեքենա, լվացքի մեքենա, 65 սմ Samsung smart TV. 1 երկտեղ մահճակալ, 2 մեկտեղանոց մահճակալ և մեկ բազմոց մահճակալ։ Բնակարանը շատ մաքուր է։ Հասանելի է երկարաժամկետ կամ կարճաժամկետ: $1100/amisԿոդ SV213",Nov-24-2022_16-44,,,https://list.am/en/item/17840836
Monolith,Yes,Available,10,65 sq.m.,2,1,from 3 m,5,Open balcony,,Designer Renovation,,,,,,,,,Kotayk › Tsakhkadzor,"$1,000 monthly",USD,Ծաղկաձորում բնակարան1 ննջարան1 հյուրասենյակԲաց պատշգամբՄանրամասների համար զանգահարելКурортный город Цахкадзор1 спальна1 гостинаяОткрытый балконКвартира полностью отремонтированаДля больше информации звонитеCaxkadzor Tsaxkadzor1 bedroom1 living roomOpen balconyFull renovationFor more information callԿոդ 2224,Nov-24-2022_16-44,,,https://list.am/en/item/17477792
Monolith,Yes,Available,5,70 sq.m.,3,1,from 3 m,4,Multiple balconies,,Major Renovation,,,,,,,,,Kotayk › Tsakhkadzor,"20,000 ֏ daily",AMD,"Mori Plaza6th floor of an 8-storey buildingNew building, elevator, euro repaired, furnished, smart TV, refrigerator, washing machine, dishwasher, air conditioner, baxi heating system, hot-cold water, open balconyIt is possible to rent it for 1 or 2 months.Translated from Armenian",Nov-24-2022_16-44,,,https://list.am/en/item/9315217
