Type,Construction Type,Floor Area,Floors in the Building,Number of Rooms,Number of Bathrooms,Furniture,Garage,Renovation,Land Area,Address,Price,Currency,Description,Datetime,Service Lines,Facilities,Appliances,Links,Number of Guests,Children Are Welcome,Pets Allowed,Utility Payments,Prepayment,Amenities
House,Stone,600 sq.m.,3,6,2,,,No Renovation,400 sq.m.,Kotayk › Arinj,"$210,000",USD,"Private house for sale in Arinj village, newly built, the floor is heated, it has a baxi, it is tiled, in plaster condition, it only needs to be painted cosmetically, there are fruit trees in the yard, the house is on the street, it is for sale urgently.Code 0001Translated from Armenian",Nov-24-2022_23-08,,,,https://list.am/en/item/17646164,,,,,,
House,Stone,140 sq.m.,2,4,1,,,Partial Renovation,1200 sq.m.,Kotayk › Arzakan,"$35,000",USD,Urgent sale of a private house in Arzakan.Translated from Armenian,Nov-24-2022_23-08,,,,https://list.am/en/item/17208589,,,,,,
House,Monolith,190 sq.m.,2,5,2,,,Partial Renovation,500 sq.m.,Kotayk › Kasagh,"$205,000",USD,"Dear buyer, the house is located in the Kasakh community, it is in a good location, it is close to Yerevan, in the opposite part of the Vahagn district, the construction is now underway, the completion is scheduled to be completed in November.If you want a complete repair, we will arrange itTranslated from Armenian",Nov-24-2022_23-08,,,,https://list.am/en/item/18278453,,,,,,
House,Stone,140 sq.m.,1,5,1,Not available,Not available,Partial Renovation,,Kotayk › Hrazdan,"$40,000",USD,"A residential house with a renovated yard and fruit trees on Shahumyan Street, close to the road. The windows and doors are of European manufacture. It faces the sun. It has gasification, light, hot and cold water. It has a storage room and a boiler room. It also has another building on the outside.Translated from Armenian",Nov-24-2022_23-08,,,,https://list.am/en/item/15773341,,,,,,
House,Stone,335 sq.m.,2,7,2,Not available,3 or more spots,Euro Renovation,,Kotayk › Arinj,"$199,000",USD,"Վաճառում եմ Երկու հարկանի առանձնատուն Առինջ գյուղում։ Վերանորոգված։Ունի մշտական տաք և սառը ջուր, գազ, ջեռուցման համակարգ: Մուտքի դուռը երկաթյա է, պատուհանները՝ պլաստիկ եվրո, սանհանգույցը սալիկապատ։Ունի 2 հյուրասենյակ, 7 ննջասենյակ, երկու սանհանգույց։ Պտղատու ծառեր, քարե ավտոտնակ 2 մեքենայի համար: Ընդհանուր մակերեսը՝ 1000քմ բնակելին՝ 330 քմ։ ՍԱԿԱՐԿԵԼԻ։",Nov-24-2022_23-08,,,,https://list.am/en/item/15522727,,,,,,
House,Stone,1000 sq.m.,2,8+,2,,,Euro Renovation,800 sq.m.,Kotayk › Arinj,"$198,000",USD,"Վաճառում եմ Երկու հարկանի առանձնատուն Առինջ գյուղում։ Վերանորոգված։Ունի մշտական տաք և սառը ջուր, գազ, ջեռուցման համակարգ: Մուտքի դուռը երկաթյա է, պատուհանները՝ պլաստիկ եվրո, սանհանգույցը սալիկապատ։Ունի 2 հյուրասենյակ, 7 ննջասենյակ, երկու սանհանգույց։ Պտղատու ծառեր, քարե ավտոտնակ 2 մեքենայի համար: Ընդհանուր մակերեսը՝ 1000քմ բնակելին՝ 330 քմ։ ՍԱԿԱՐԿԵԼԻ։",Nov-24-2022_23-08,,,,https://list.am/en/item/15495640,,,,,,
House,Monolith,160 sq.m.,2,3,2,By agreement,2 spots,Partial Renovation,,"Block b, St","$150,000",USD,Newly built house in ArinjTranslated from Armenian,Nov-24-2022_23-08,,,,https://list.am/en/item/14738089,,,,,,
House,Stone,120 sq.m.,3,5,1,,,Major Renovation,1200 sq.m.,Kotayk › Jrvezh,"$140,000",USD,"We built the house on solid foundations, build 10 floors on top of that foundation, the whole house with a monolithic construction, 2 under tuff stone, with fruit trees, dripping, on the 1st floor, a large garage, a basement, the 2nd floor is open. With balcony (120 sq. M.), 3rd floor, attic with water door and window, gas water supply, electricity is supplied to each room with a separate thick cable, heating is more than 1 section per square meter through walls, floor, new construction, all construction It is located in Jrvezh, at the end of restaurant street, on the left side of the bridge, first line, suitable for commercial purposes, with a more detailed telephone.Translated from Armenian",Nov-24-2022_23-08,,,,https://list.am/en/item/16673437,,,,,,
House,Stone,100 sq.m.,1,5,1,,,Major Renovation,400 sq.m.,Kotayk › Arinj,"$85,000",USD,"16/1 house, 7th street, Arinj a districtTranslated from Armenian",Nov-24-2022_23-08,,,,https://list.am/en/item/18043224,,,,,,
House,Stone,600 sq.m.,2,6,3+,,,Designer Renovation,1000 sq.m.,Kotayk › Proshyan,"$500,000",USD,"Կոդ՝ K-19814Վաճառվում է 2 հարկանի 6 սենյականոց առանձնատուն Պռոշյան գյուղում։ Առանձնատունը նորաոճ վերանորոգված է, երկրորդ գիծ։ Մուտքի դուռը՝ եկաթե, պատուհանները՝ եվրո, հատակը՝ լամինատ, պրեսգրանիտ։ Սանհանգույցը (6) ՝ համակցված, նորաոճ սալիկապատ։ Էլ․ լարերը և խողովակները՝ փոխված։ Առանձնատունն ունի ավտոտնակ, 2 կախովի պատշգամբ, ձեղնահարկ, բարեկարգ բակ՝ դեկորատիվ ծառերով, շոգեբաղնիք, լողավազան, բուխարի, ամառային խոհանոց, ջեռուցման համակարգ, խոհանոցային կահույք, ներկառուցված պահարաններ, մշտական ջուր և գազ։ Վաճառվում է մասնակի կահույքի հետ։ Ազատ հողի մակերեսը՝ 800 քմ։Գործակալության միջնորդավճարը կազմում է 2%: Ցուցադրությունների համար կնքվում է ցուցադրման պայմանագիր։ Խնդրում ենք Ձեզ մոտ ունենալ անձը հաստատող փաստաթուղթ։2-storey house for sale in Proshyan village. The rooms' quantity is 6 (2 halls and 4 bedrooms) The house is modern renovated and is stationed on the 2nd line. The entrance door is iron-made, the windows are euro-based, the floor is covered by laminate and solid granite. The bathroom (6) is combined and modern tiled. The electric wires and pipes are newly changed. The house has a garage, 2 balconies, attic, nice yard with decorative trees, sauna, swimming pool, fireplace, summer kitchen, heating system, kitchen furniture, built-in closets and is supplied with constant water and gas. The house is being sold along with some part of furniture. The area of free land is 800 sq. M.The commission of the Real Estate Agency is 2%. For showing the real estate, a contract is signed. Please have a passport, ID or driving-license with You.",Nov-24-2022_23-08,,,,https://list.am/en/item/13184520,,,,,,
House,Stone,235 sq.m.,3,4,2,Not available,Not available,No Renovation,700 sq.m.,"1-ին փողոցի 5-րդ նրբանցք 1, Պտղնի","$55,000",USD,"Fruit trees, basement and 2 residential floors, water, electricity, gas, solid stone buildingAgency:Commission fee: 2%Translated from Armenian",Nov-24-2022_23-08,,,,https://list.am/en/item/17882388,,,,,,
House,Stone,340 sq.m.,2,5,3+,Available,1 spot,Major Renovation,1300 sq.m.,"1-ին փողոցի 1-ին նրբանցք 1, Պտղնի","$260,000",USD,"Ptghni, near the village municipality, 2-storey stone house, with monolithic roofs, semi-basement 70 sq. M., garage, 20 sq. M.1st floor: Kitchen, living room, 1 bedroom, bathroom, open balcony2nd floor: 4 bedrooms, bathroom, open balconyFor sale together with property and equipmentAgency, commission 2%Translated from Armenian",Nov-24-2022_23-08,,,,https://list.am/en/item/17009312,,,,,,
House,Stone,110 sq.m.,1,3,2,Not available,Not available,No Renovation,1500 sq.m.,"2-րդ փողոց 19, Սոլակ","$17,000",USD,"Land with unfinished building near Yerjan-Shan highway.The land is located in the administrative territory of Kotayk Solak community, close to the highway. It is a flat space, the pipes for drinking water, irrigation water and gas pass directly next to it. It is a wonderful place for a house or a summer house.Translated from Armenian",Nov-24-2022_23-08,,,,https://list.am/en/item/16662406,,,,,,
House,Stone,243 sq.m.,2,5,3+,,,Major Renovation,,Kotayk › Tsakhkadzor,"$300,000",USD,"Կոդ՝ K-14750Վաճառվում է 2 հարկանի 5 սենյականոց առանձնատուն Ծաղկաձորում՝ Պահլավունյաց փողոցում: Առանձնատունը կապիտալ վերանորոգված է, առաջին գիծ։ Ընդհանուր մակերեսը՝ 900քմ։ Մուտքի դուռը՝ երկաթյա, պատուհանները՝ եվրո, հատակը՝ լամինատ, սալիկապատ, սանհանգույցը (5) ՝ սալիկապատ։ Ունի նկուղ, բաց լոջա, քարե պարիսպ, այգի՝ դեկորատիվ ծառերով, օդորակիչ, խոհանոցի կահույք, բուխարի, ջեռուցման համակարգ, մշտական ջուր և գազ։Գործակալության միջնորդավճարը կազմում է 2%: Ցուցադրությունների համար կնքվում է ցուցադրման պայմանագիր։ Խնդրում ենք Ձեզ մոտ ունենալ անձը հաստատող փաստաթուղթ։A 2-storey stone house for sale in Tsakhkadzor Pahlavunyats street. The rooms' quantity is 5 (1 hall and 4 bedrooms) The house is newly renovated and is stationed on the first line. The entrance door is iron-made, the windows are euro-based, the floor is covered by laminate and is tiled, the bathrooms are modern tiled. The house has a cellar, garden with decorative trees, stone fence, balconies, air-conditioner, kitchen furniture, fire-place, heating system and is supplied with constant water and gas.The commission of the Real Estate Agency is 2%. For showing the real estate, a contract is signed. Please have a passport, ID or driving-license with You.",Nov-24-2022_23-08,,,,https://list.am/en/item/11556235,,,,,,
House,Stone,510 sq.m.,3,8+,1,Not available,1 spot,No Renovation,,"7-րդ միկրոշրջան 11, Աբովյան","$100,000",USD,"Private house for sale in the 7th micro-district of Abovyan. The total area of the land is 510 square meters. Has permanent water. The house has three floors, with a very solid foundation. The area of the house is 288.65 square meters. The first floor is a basement, it can also serve as a workshop. Has an orchard.There is a swimming pool (8.72 square meters) and a fence (8.21 square meters) His own house is located in the ""rich"" district of the city.Translated from Armenian",Nov-24-2022_23-08,,,,https://list.am/en/item/16652449,,,,,,
House,Stone,405 sq.m.,2,7,2,Not available,1 spot,Partial Renovation,1450 sq.m.,"Պարույր Սևակի 2-րդ փողոց 10, Եղվարդ","42,000,000 ֏",AMD,"Garage, 3 cellars, orchard. Two other buildings attached to the house. It is located just 80m from the main road. 13 km from Yerevan.It is very suitable for use as a recreation area.It is possible to exchange with an apartment (in Eghvard or Yerevan) for an additional fee.Write a message (смс) or call Viber, WhatsApp to the specified Russian numberTranslated from Armenian",Nov-24-2022_23-08,,,,https://list.am/en/item/18076917,,,,,,
House,Stone,95 sq.m.,1,3,1,,,Designer Renovation,520 sq.m.,"6-րդ միկրոշրջան, Աբովյան","$70,000",USD,I will be able to accept the paint for 1 year. Call for detailsTranslated from Armenian,Nov-24-2022_23-08,,,,https://list.am/en/item/17313889,,,,,,
House,Monolith,430 sq.m.,3,8+,2,,,Partial Renovation,580 sq.m.,"4-րդ թաղամաս 27Ա, Աբովյան","$200,000",USD,Build a solid structureTranslated from Armenian,Nov-24-2022_23-08,,,,https://list.am/en/item/17237568,,,,,,
Country House,Stone,220 sq.m.,2,6,3+,By agreement,2 spots,Major Renovation,850 sq.m.,Yerevan › Kanaker-Zeytun,"$380,000",USD,"A 2-storey private house for sale, living area of 220 square meters. With an area of 850 square meters. With land near the house. The house is fully renovated. Euro windows are installed, the floor is covered with tiles and parquet. It is heated by a gas boiler. The bathrooms are tiled. On the first floor there is a hall, a living room, a kitchen and a bathroom. On the second floor: Hall, bedrooms, each with its own bathroom. It has a spacious open balcony. The mansion has a well-kept green yard with fruit trees, a summer kitchen, barbecue, and a chat room. The house is fenced.Exchange is possibleTranslated from Armenian",Nov-24-2022_23-08,,,,https://list.am/en/item/18044903,,,,,,
