Construction Type,New Construction,Elevator,Floors in the Building,The House Has,Parking,Floor Area,Number of Rooms,Number of Bathrooms,Ceiling Height,Floor,Balcony,Furniture,Renovation,Amenities,Appliances,Window Views,Number of Guests,Children Are Welcome,Pets Allowed,Utility Payments,Prepayment,Address,Price,Currency,Description,Datetime,Links
Stone,No,Not available,4,,,55 sq.m.,2,1,from 3 m,1,Not available,Available,Major Renovation,,,,4,Yes,Yes,Not included,1 month,"Myasnikyan street 12, Vanadzor","250,000 ֏ monthly",AMD,"Сдается в аренду двухкомнатная квартира в центре города, очень высокий первый этаж. Всё в пешей доступности! В квартире новый ремонт, вся необходимая мебель и бытовая техника! В рублях 40.000. В этом же здании есть и вторая квартира 70кв метров. По всем вопросам пишите или звоните по ватсап или вайбер.",Nov-27-2022_18-51,https://list.am/en/item/18509328
Stone,Yes,Not available,5,,,72 sq.m.,3,1,from 2.8 m,2,Open balcony,,Cosmetic Renovation,,,,4,Yes,No,Not included,By Agreement,"Grigor Lusavorich street, Vanadzor","120,000 ֏ monthly",AMD,The apartment is located on the 2nd floor of a 5-story building. The bedrooms are sunny. It has an open balcony. Water is permanent. It has all utilities (including heating system)Translated from Armenian,Nov-27-2022_18-51,https://list.am/en/item/18583810
Panels,No,Available,9,,,64 sq.m.,2,1,from 2.8 m,3,Open balcony,Available,Euro Renovation,"TElevision, internet","FRidge, stove, washing machine, water heater",YArd view,4,Yes,No,Not included,By Agreement,"Moskovyan street 64, Vanadzor","150,000 ֏ monthly",AMD,A 2-room apartment is for rent at 64 Moskovyan St.Translated from Armenian,Nov-27-2022_18-51,https://list.am/en/item/18601145
Monolith,No,Not available,4,,,90 sq.m.,3,2,from 3 m,4,Closed balcony,Available,Cosmetic Renovation,,,,7,Yes,Yes,Not included,1 month,"Տավրոսի 1-ին փողոց 26, Վանաձոր","150,000 ֏ monthly",AMD,For renthas all the amenities for living,Nov-27-2022_18-51,https://list.am/en/item/18411301
Stone,No,Available,9,PLayground,OUtdoor parking,100 sq.m.,4,1,from 2.75 m,6,Open balcony,Available,Partial Renovation,"TElevision, internet","FRidge, stove, microwave, washing machine, iron","YArd view, city view, park view",7,Yes,No,Not included,By Agreement,"Tigran Mets Avenue 34, Vanadzor","130,000 ֏ monthly",AMD,"Квартира в центре города, Удобные условия проживания остальные вопросы по телефону",Nov-27-2022_18-51,https://list.am/en/item/18596985
Stone,No,Not available,5,,,42 sq.m.,1,1,from 2.8 m,2,Closed balcony,Available,Partial Renovation,,,,3,Yes,No,Not included,By Agreement,"Tumanyan street 1, Vanadzor","80,000 ֏ monthly",AMD,"1-room apartment in Vanadzor, 42 square meters. M. , 2 balconies, 1/5 floor, cosmetic renovationTranslated from Armenian",Nov-27-2022_18-51,https://list.am/en/item/18581303
Stone,No,Not available,5,,,65 sq.m.,2,1,from 2.8 m,1,Multiple balconies,Available,Cosmetic Renovation,,,,8+,Yes,Yes,Not included,1 month,Lorri › Vanadzor,"70,000 ֏ monthly",AMD,"A two-room apartment is for rent in a busy district for AMD 50,000 per monthTranslated from Armenian",Nov-27-2022_18-51,https://list.am/en/item/18580024
Bricks,Yes,Not available,4,,,120 sq.m.,3,1,from 2.8 m,4,Not available,,Designer Renovation,,,,2,No,No,Not included,1 month,Lorri › Vanadzor,"250,000 ֏ monthly",AMD,"It is in perfect condition, ready to live, see the rest in the picturesTranslated from Armenian",Nov-27-2022_18-51,https://list.am/en/item/18459438
Stone,No,Not available,2,,,45 sq.m.,2,1,from 3.5 m,1,Open balcony,Available,Cosmetic Renovation,,,,2,Yes,Yes,Not included,By Agreement,"Ազատամարտիկների փողոց, Վանաձոր","130,000 ֏ monthly",AMD,"Предложите свою цену.В центре города сдаëтся 2комнатная квартира, 1 этаж 2 этажного дома. Вход отдельный, со двора. Есть открытый балкон. (Цветник, виноград)полностью укомплектована. В доме есть микроволновая печь, духовой шкаф, эл. Чайник, утюг, кухонная утварь, посуда, постель, стиральная машина, телевизор...В шаговой доступности магазины, аптеки, Tashir pizza, KFC, bon appetit, 3 пекарни, кондитерская, и многое другое. Фото полностью соответствуют действительности!",Nov-27-2022_18-51,https://list.am/en/item/18575156
Stone,No,Not available,4,,,55 sq.m.,2,1,from 3.2 m,1,Closed balcony,,Partial Renovation,,,,,,,,,"Garegin Nzhdeh Street 11, Vanadzor","100,000 ֏ monthly",AMD,"Сдаётся квартира в центре Ванадзора, со всеми удобствами. Депозит. Звонить с 11:00-21:00",Nov-27-2022_18-51,https://list.am/en/item/18417227
Stone,No,Not available,5,,,100 sq.m.,4,1,from 2.75 m,5,Open balcony,,Major Renovation,,,,4,Yes,No,Not included,1 month,"Grigor Lusavorich street, Vanadzor","250,000 ֏ monthly",AMD,"4 սենյականոց բնակարան Գրիգոր Լուսավորիչ փողոցում, 100 ք. Մ. , բարձր առաստաղներ, 5/5 հարկ, կապիտալ վերանորոգված։Առկա է լվացքի մեքենա, աման լվալու մեքենայով, սառնարանով, գազոջախ, էլեկտրական վառարան, միկռոալիքային վառարան, հեռուստացույց, բուխարի, 2 խոհանոց։4-комнатная квартира по улице Григора Лусаворича, 100 кв. М. , высокие потолки, 5/5 этаж, евроремонт. Есть стиральная машина, посудомоечная машина, холодильник, газовая плита, электроплита, микроволновая печь, телевизор, камин, 2 кухни.Translated from Armenian",Nov-27-2022_18-51,https://list.am/en/item/18424646
Stone,No,Not available,5,,,76 sq.m.,2,1,from 2.75 m,1,Open balcony,,Cosmetic Renovation,,,,5,Yes,No,Not included,1 month,"Tigranyan street, Vanadzor","180,000 ֏ monthly",AMD,"A 2-room apartment is for rent, newly cosmetically renovated and uninhabited. It can accommodate up to 5 people. All utilities are available in the apartment. For details, call the indicated phone number.Translated from Armenian",Nov-27-2022_18-51,https://list.am/en/item/18506277
Stone,No,Not available,5,,,54 sq.m.,2,1,from 3 m,3,Multiple balconies,,Major Renovation,,,,3,Yes,No,By Agreement,1 month,Lorri › Vanadzor,"160,000 ֏ monthly",AMD,"Տրվում է վարձով բնակարան՝ կապիտալ վերանորոգված, խիստ հարմարավետ, արևոտ։ Կահուքը նոր է։ Գտնվում է Հայքի հրապարակին կից։Տրվում է միայն գույքի հետ խնամքով վերաբերվելու պայմանով։Сдается полностью отремонтированная, очень уютная, солнечная квартира. Мебель новая. Находится рядом с площадью Айка.Дается только при условии бережного отношения к имуществу.",Nov-27-2022_18-51,https://list.am/en/item/18390469
Panels,No,Available,9,,,65 sq.m.,2,1,from 2.6 m,6,Open balcony,,Cosmetic Renovation,,,,4,Yes,No,Not included,2 months,"Nersisyan lane 14, Vanadzor","100,000 ֏ monthly",AMD,"Տրվում է վարձակալության 2-3 սենյականոց բնակարան Վանաձոր քաղաքում, Ներսիսյան նրբանցքում, կոմունալ հարմարություններով, վերանորոգված, փակ և բաց պատշգամբով:Сдается 2-3 комнатная квартира в городе Ванадзоре, со всеми удобствами.Для получения дополнительной информации позвоните.",Nov-27-2022_18-51,https://list.am/en/item/18530330
Panels,No,Available,9,,,80 sq.m.,4,1,from 2.5 m,8,Open balcony,,Partial Renovation,,,,4,Yes,No,Not included,1 month,"Moskovyan street 68, Vanadzor","120,000 ֏ monthly",AMD,For more information callTranslated from Armenian,Nov-27-2022_18-51,https://list.am/en/item/18467626
Stone,No,Not available,4,,,78 sq.m.,3,1,from 2.75 m,1,Open balcony,,Partial Renovation,,,,4,Yes,Yes,Not included,1 month,"Улица Газароса Агаяна 83, Ванадзор","85,000 ֏ monthly",AMD,"Сдается трёхкомнатная квартира. Квартира меблирована, имеется холодильник, стиральная машинка, газовая плита, система отопления и подогрева воды Baxi. Дополнительно оплачиваются коммунальные услуги (газ, свет, вода) по счётчикам. Нужен страховой депозит в размере месячной оплаты. Можно с питомцем.",Nov-27-2022_18-51,https://list.am/en/item/18429936
Stone,No,Not available,1,,,75 sq.m.,3,1,from 2.8 m,1,Open balcony,,Euro Renovation,,,,5,Yes,Yes,Not included,1 month,"Րաֆֆու փողոց 3, Ստեփանավան","50,000 ֏ monthly",AMD,Сдается 3 комнатная квартираВ доме есть техника и мебельЦена за месяц 50000драм,Nov-27-2022_18-51,https://list.am/en/item/18546972
Bricks,Yes,Available,4,,,94 sq.m.,4,1,from 3 m,4,Multiple balconies,,Cosmetic Renovation,,,,8+,Yes,No,Not included,2 months,"Ղազարոս Աղայանի փողոց 78, Վանաձոր","150,000 ֏ monthly",AMD,"A 4-room apartment is for rent in Vaduz, in a 4-story building built after the earthquake, it is renovated, metal-plastic windows, hardwood floors, heating is available.The apartment has open and closed cellars, a garage and a basement.Translated from Armenian",Nov-27-2022_18-51,https://list.am/en/item/18437553
Panels,No,Not available,4,,,105 sq.m.,5,1,from 2.8 m,2,Closed balcony,,Cosmetic Renovation,,,,6,Yes,No,Not included,2 months,"Sankt Peterburg street, Vanadzor","150,000 ֏ monthly",AMD,"Сдается дом в городе Ванадзор. Очень просторная квартира. Санузел и комната бани новый ремонт. Отопление тоже есть поставлена французкая отопительная система Биаси. Есть вся мебель для всех комнат, посуда тоже … + 10.000 и гараж тоже сдам. Есть большой подвал",Nov-27-2022_18-51,https://list.am/en/item/18501420
Monolith,No,Not available,5,,,72 sq.m.,3,1,from 2.6 m,3,Closed balcony,,Cosmetic Renovation,,,,8+,Yes,No,By Agreement,By Agreement,"Ղազարոս Աղայանի փողոց 81, Վանաձոր","60,000 ֏ monthly",AMD,"For other questions, call the indicated numberTranslated from Armenian",Nov-27-2022_18-51,https://list.am/en/item/18543041
