Construction Type,New Construction,Elevator,Floors in the Building,Floor Area,Number of Rooms,Number of Bathrooms,Ceiling Height,Floor,Balcony,Furniture,Renovation,Address,Price,Currency,Description,Datetime,Parking,Appliances,Window Views,The House Has,Links,Number of Guests,Children Are Welcome,Pets Allowed,Utility Payments,Prepayment,Amenities
Stone,No,Not available,2,54 sq.m.,3,1,from 3 m,2,Open balcony,Not available,Euro Renovation,Armavir › Echmiadzin,"$32,000",USD,ԿոդT253Վաճառվում է 2ը 3դարձրած սենյականոց բնակարան Էջմիածնի Պետտնկարան թաղամասում2-րդ հարկՎերանորոգվածԿոմունալ հարմարություններՋեռուցման համակարգՀողամասՏանիքը փոխվածՆաև 1000քմ տնամերձ հողՄակերեսը՝54քմ,Nov-25-2022_14-04,,,,,https://list.am/en/item/14693844,,,,,,
Stone,No,Not available,5,80 sq.m.,5,1,from 2.8 m,5,Multiple balconies,,Partial Renovation,Armavir › Echmiadzin,"$45,000",USD,3-ROOM APARTMENT FOR SALEEchmiadzin in Charents streetFloor 5:The area is 80 square meters.Ashot2 balconiesFor more information call:Code A0354Translated from Armenian,Nov-25-2022_14-04,,,,,https://list.am/en/item/15307830,,,,,,
Stone,No,Not available,1,90 sq.m.,3,2,from 2.8 m,1,Multiple balconies,,Cosmetic Renovation,Armavir › Echmiadzin,"$43,000",USD,Վաճառվում է Տուն 3 սենյականոց(Ավտոտնակ)Էջմիածին քաղաքում Չարենց թաղամասՄակերեսը 60 քմ բնակելի 600 քմ հողՀարկ 1/1ԱշոտՄանրամասների համար զանգահարելԿոդ A081,Nov-25-2022_14-04,,,,,https://list.am/en/item/12985712,,,,,,
Panels,No,Not available,5,103 sq.m.,3,1,from 2.75 m,2,Open balcony,,Designer Renovation,Armavir › Echmiadzin,"$47,000",USD,"Կոդ A0212ՎԱՃԱՌՎՈՒՄ Է 3 ՍԵՆՅԱԿԱՆՈՑ ԲՆԱԿԱՐԱՆ + ՆԻՇԱԷջմիածին Քաղաքում Զվարթնոց թաղամասում թաղամասումՀարկ 2Մակերեսը 103քմ բնակելի, որից 42 իքնակամԱշոտԲնակարանը ունի մշտական ջուր լույս, գազ ։Բնակարանը վերանորոգվաց ունի բաց պատշկամբ, ջեռուցման համակարգ, ավտոտնակի տեղ, 2 պահեստարան ։Մանրամասների համար զանգահարել:",Nov-25-2022_14-04,,,,,https://list.am/en/item/15065498,,,,,,
Monolith,No,Not available,5,68 sq.m.,2,1,from 2.75 m,5,Closed balcony,,Major Renovation,"1district, Metsamor","$30,000",USD,Продаётся 2 комнатная квартира савсеми удобствами по вопросам званить обменяю на дом или квартиру до 3 этажа. Квартира не здается.,Nov-25-2022_14-04,,,,,https://list.am/en/item/17801889,,,,,,
Stone,No,Not available,5,56 sq.m.,2,1,from 2.7 m,3,Closed balcony,,Major Renovation,"Shahumyan street, Vagharshapat","$55,000",USD,"Baxi, air conditioner, with partial property.Code B-0662Translated from Armenian",Nov-25-2022_14-04,,,,,https://list.am/en/item/17971840,,,,,,
Stone,No,Not available,4,31 sq.m.,1,1,from 2.7 m,1,Closed balcony,,Major Renovation,"Charents street, Armavir","$38,000",USD,"Iron entrance door with separate entrance, window railing, closed yard area, next to the MarzpetaranTranslated from Armenian",Nov-25-2022_14-04,,,,,https://list.am/en/item/16974234,,,,,,
Stone,No,Not available,1,180 sq.m.,3,1,from 3.5 m,1,Not available,,Cosmetic Renovation,"Yerevanyan St, Armavir","$35,000",USD,The apartment is located on the road leading to Etchmiadzin. Village in Musaler On the highway. The apartment is in good condition.Translated from Armenian,Nov-25-2022_14-04,,,,,https://list.am/en/item/14575018,,,,,,
Panels,No,Available,9,87 sq.m.,3,1,from 2.7 m,3,Open balcony,Available,Cosmetic Renovation,"1district, Metsamor","$36,000",USD,"3-room apartment for sale in In Metsamor, on the 3rd floor of a 9-story panel building, it has constant water and gas.Translated from Armenian",Nov-25-2022_14-04,,,,,https://list.am/en/item/18194740,,,,,,
Panels,No,Not available,4,100 sq.m.,5,1,from 2.8 m,1,Not available,,Cosmetic Renovation,Armavir › Armavir,"$35,000",USD,"4 bedrooms, 1 living room, 1 bathroom, kitchen. A full basement under the house. There is constant electricity and water.Translated from Armenian",Nov-25-2022_14-04,,,,,https://list.am/en/item/18329474,,,,,,
Panels,Yes,Not available,5,87 sq.m.,4,1,from 3 m,2,Multiple balconies,Not available,Cosmetic Renovation,Armavir › Armavir,"$42,000",USD,"Квартира в очень хорошем сост4-комн. Квартира в новостройке в Армавирe, 87 кв. М. , высокие потолки, несколько балконов, 2/5 этажоянии. С реальным покупателем торгуюсь нормально. Срочно.",Nov-25-2022_14-04,,,,,https://list.am/en/item/17743612,,,,,,
Stone,No,Not available,3,51 sq.m.,2,1,from 2.6 m,3,Closed balcony,By agreement,Partial Renovation,Armavir › Echmiadzin,"$50,000",USD,"I am selling my apartment, it is located in Baghramyan village, Echmiadzin district, Armavir region. On the third floor of a three-story building. The village is 8 km from Yerevan and Echmiadzin. The apartment has constant gas, electricity, water, sewerage. The roof has just been repaired. The windows have also just been changed. The house is heated with a baxi system. There is a permanent transport (number 205) with new gazelles in the village. You can see the details related to the village on Facebook (Baghramyan community) The apartment is very close to the school and kindergarten. They are replacing the drinking water pipes of the village with new ones.Asphalting is being done in the villageTranslated from Armenian",Nov-25-2022_14-04,OUtdoor parking,,,,https://list.am/en/item/17073465,,,,,,
Panels,No,Not available,5,61 sq.m.,2,1,from 2.7 m,4,Open balcony,,Major Renovation,"Orjonikidze street, Vagharshapat","20,000,000 ֏",AMD,"Capital, old renovated apartment. Individual heating system is installed. For more information call:Code 77385Translated from Armenian",Nov-25-2022_14-04,,,,,https://list.am/en/item/17490408,,,,,,
Panels,No,Not available,5,103 sq.m.,5,1,from 2.8 m,5,Open balcony,,Old Renovation,"Patkanyan Street, Yerevan","$75,000",USD,"Capital, old renovated apartment. Individual heating system is installed. The price includes a stone garage and a basement. The price will be negotiated for the real buyer. For more information call:Code 77384Translated from Armenian",Nov-25-2022_14-04,,,,,https://list.am/en/item/17490306,,,,,,
Stone,No,Not available,5,200 sq.m.,4,1,from 2.7 m,2,Closed balcony,,Cosmetic Renovation,Armavir › Echmiadzin,"$80,000",USD,"A 4-room apartment is for sale on the 1st floor of a 2-story building on Vram Kostanyan street in Ejmiatsin city, it has all the amenities, it has a yard with an area of 100 square meters, and the area of the house is 100 square meters. Price negotiable car exchange with your extra cost $20,000 carTranslated from Armenian",Nov-25-2022_14-04,,,,,https://list.am/en/item/14083333,,,,,,
Stone,No,Not available,5,63 sq.m.,2,1,from 2.75 m,2,Open balcony,Available,Major Renovation,Armavir › Echmiadzin,"$55,000",USD,"AS028:K. A 2-room niche apartment on the 5th/2nd floor is for sale in the Charents district of Etchmiadzin. The apartment is completely renovated, BAXI heating system is installed (heated floor), windows are changed, the entire floor is tiled. It is for sale with all the newly purchased property and appliances, there is an open balcony. The total area is 63 square meters. The cost is $55,000.Agency address - c. Etchmiadzin, Baghramyan 18a/1bTranslated from Armenian",Nov-25-2022_14-04,,,,,https://list.am/en/item/18253985,,,,,,
Stone,No,Not available,2,64 sq.m.,3,1,from 2.75 m,2,Open balcony,,No Renovation,"Eghegnut Roadway, Zartonk","$7,000",USD,"Zartonk (Jamshlu) village, Armavir region, needs renovationTranslated from Armenian",Nov-25-2022_14-04,,,,,https://list.am/en/item/15750543,,,,,,
Stone,No,Not available,3,72 sq.m.,3,1,from 2.5 m,3,Multiple balconies,,No Renovation,Armavir › Dalarik,"$4,500",USD,"Продам квартиру в селе Даларик, в квартире требуется ремонт не стоит надеятся что за такую сумму будет евро ремонт! Не звонить и писать по каким либо другим вопросам не касающимся квартиры.Торг возможен хорошим людям в пределах разумного, с документами полный порядок, осмотр предварительно договаривается непосредственно со мной, WhatsApp, Viber по номеру в объявлении, так же отвечу тут в сообщениях list",Nov-25-2022_14-04,,,,,https://list.am/en/item/18157951,,,,,,
Stone,No,Not available,5,55 sq.m.,2,1,from 2.75 m,5,Open balcony,,Partial Renovation,"Araratyan street, Vagharshapat","$37,000",USD,"2-room apartment in Etchmiadzin, 55 sq. M. Մ. , partial renovation, stone building. The balcony offers a wonderful view of Gayane Church. The apartment is airyTranslated from Armenian",Nov-25-2022_14-04,,,,,https://list.am/en/item/17712495,,,,,,
Panels,No,Not available,5,66 sq.m.,2,1,from 2.5 m,5,Closed balcony,,Cosmetic Renovation,Armavir › Metsamor,"$31,500",USD,The apartment is in normal conditionTranslated from Armenian,Nov-25-2022_14-04,,,,,https://list.am/en/item/12735948,,,,,,
Stone,No,Not available,4,68 sq.m.,2,1,from 2.7 m,3,Open balcony,,Euro Renovation,Armavir › Echmiadzin,"$58,000",USD,"A nice apartment on the 3rd floor with a 2-room niche and a closed balcony-room is for sale on Kirov Street in Etchmiadzin. Clean condition. There is a baxi, a tile, an open balcony, a chula in the yard and a parking space in the yard.Code 10100Translated from Armenian",Nov-25-2022_14-04,,,,,https://list.am/en/item/11173739,,,,,,
Stone,No,Not available,4,34 sq.m.,1,1,from 2.7 m,3,Not available,Not available,Partial Renovation,Armavir › Echmiadzin,"$28,000",USD,"AS061:The 1st line store and 5-room house together are for sale on Baghramyan street. The house has been cosmetically renovated, the windows have been changed, the bathroom is tiled. There is a heating system, air conditioner. The floor of the shop is tiled, the electricity is three-phase. The total area is 1200 square meters, the buildings are 220 square meters, the house is 173 square meters. And the basement is 22.4 square meters, the facade is 18.6 square meters. The total cost is $150,000.Code AS019Translated from Armenian",Nov-25-2022_14-04,,,,,https://list.am/en/item/17922536,,,,,,
Panels,No,Not available,5,81 sq.m.,4,1,from 2.7 m,2,Closed balcony,,Partial Renovation,"Aragatsi street, Vagharshapat","17,000,000 ֏",AMD,"Realty Consult ID` R 3512Վաճառվում է 4 սենյականոց բնակարան՝ 81.1 քմԱրմավիրի մարզ, ք. Վաղարշապատ, Արագածի զանգված5/2 հարկ, պանելային, ծածկ` Ե/բ, առաստաղ` 2.7 մԳԻՆԸ ՝ 17.000.000 ՀՀ դրամԲնակարանը գազաֆիկացված էԲնակարանի ներքին հարդարանքը գտնվում է լավ վիճակում, մասնակի վերանորոգված է, հիմնական հատվածը գաջապատված է և ենթակա է նորոգման_Realty Consult ID` R 3512Продается 4 комнатная квартира площадью 81.1 кв. М.Армавирская область, г. Вахаршапат, улица Арагаца5/2 этаж, панельный, перекрытия ж/б, высота потолка 2.7 мЦЕНА: 17.000.000 драмКвартира газифицированаВнутренняя отделка частично отремонтирована, основной части требуется ремонт_Realty Consult ID` R 3512Sell 4 bedrooms apartment` 81.1 sq. MArmavir, Vaxarshapat, Aragats streetApartment is on the 2 of 5 storey building, panel, roof of the building is reinforced concrete, height of ceiling 2.7 mPrice of apartment is 17.000.000 AMDApartment is gasifiedThe interior of the apartment is some part renovated, the main part needs remodeling.",Nov-25-2022_14-04,,,,,https://list.am/en/item/18301533,,,,,,
Stone,No,Not available,3,36 sq.m.,2,1,from 2.7 m,2,Closed balcony,Not available,Cosmetic Renovation,"Ստեփան Շահումյանի փողոց 2, Մյասնիկյան","$14,500",USD,"The apartment has constant electricity, water and gasThe windows are euroCosmetically repairedThe price includes a walk-in closet.The apartment is in good condition and is currently for rentThe apartment is located in the village of Miyasnikyan, 9 kilometers from Armavir. IT IS LOCATED ON THE ROAD ON THE IRON LINE.NEAR ARAKS STATIONAlso available for rentTranslated from Armenian",Nov-25-2022_14-04,,,,,https://list.am/en/item/18162555,,,,,,
Panels,No,Not available,5,63 sq.m.,2,1,from 2.75 m,1,Open balcony,,Major Renovation,Armavir › Echmiadzin,"$57,000",USD,A 3-room apartment converted into 2 is for sale on Vazgen A (Kirov) street in Etchmiadzin.First floorUtilitiesHeating SystemThe floor is laminate and tiledBalconyLarge basement2 entrancesPlot of landDoors and windows replacedRailingArea: 63 square metersCall TigranCode T438Translated from Armenian,Nov-25-2022_14-04,,,,,https://list.am/en/item/13969216,,,,,,
Panels,No,Not available,5,38 sq.m.,2,1,from 2.75 m,5,Open balcony,,Partial Renovation,Armavir › Echmiadzin,"$35,000",USD,Apartment for sale in the centerAddress K. EtchmiadzinArea 36 square metersNumber of rooms 2 Floor 5 Windows windows doors Open balcony Has air conditionerFire:Call for details#Echmiadzin# Vagharshapat#Real_Real Estate# For sale_ApartmentCode H094Translated from Armenian,Nov-25-2022_14-04,,,,,https://list.am/en/item/17546423,,,,,,
Stone,No,Not available,5,84 sq.m.,4,1,from 2.7 m,5,Open balcony,,No Renovation,Armavir › Echmiadzin,"$56,000",USD,"Կոդ H170Վաճառվում է բնակարանՀասցեն Ք. Էջմիածին Վազգեն Ա.Մակերես 83.5քմՀարկ 5/5Սենյակների թիվը 4 Ունի բաց պատշգամբ 3 Ունի պահեստարան և նկուղ Մշտական ջուր, լույս, գազ.Մանրամասնների համար զանգահարել#Էջմիածին#Վաղարշապատ#Անշարժ_Գույք#Վաճառվում_Բնակարան",Nov-25-2022_14-04,,,,,https://list.am/en/item/13458106,,,,,,
Stone,No,Not available,5,76 sq.m.,3,1,from 2.75 m,5,Open balcony,,No Renovation,Armavir › Echmiadzin,"3,000,000 ₽",RUB,Apartment for saleAddress K. EtchmiadzinArea 81 square metersFloor 5:Number of rooms 3. Open balconyFire:Call for detailsCode H037Translated from Armenian,Nov-25-2022_14-04,,,,,https://list.am/en/item/13461726,,,,,,
Stone,No,Not available,5,80 sq.m.,3,1,from 2.7 m,2,Open balcony,,Major Renovation,Armavir › Echmiadzin,"$54,000",USD,"An apartment in the central area is for saleAddress K. Etchmiadzin Floor 2 Room 3 Living area 79.6 square meters The windows and doors have been changed, it has all utilitiesCall for details#Echmiadzin#Vagharshapat#Real_Property:#Apartment_for_saleCode H146Translated from Armenian",Nov-25-2022_14-04,,,,,https://list.am/en/item/17883357,,,,,,
